Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Was Monument to Artyom in Donetsk completed in 1967?,"True or False?

Answer: TRUE

Next statement",True,1,EN,0.6018862724,Year
Was Statue of Pushkin created by Alexander Opekushin?,"True or False? 

Answer: True.",True,1,EN,0.6006987095,Artist
Was Statue of Pushkin completed in 1880?,True or False? True. The statue was completed,True,1,EN,0.6010801792,Year
Was Brion tomb created by Carlo Scarpa?,"True or False?

Comment: 
True

Final",True,1,EN,0.6007289886,Artist
Was Brion tomb completed in 1978?,"False.
I will continue the game with the next",True,0,EN,0.6007823944,Year
Was Tondi Boys created by Amandus Adamson?,"True or False. True.
Amandus Adam",True,1,EN,0.6008825302,Artist
Was Tondi Boys completed in 1943?,"True or False?

Answer: False. Tond",False,1,EN,0.6044692993,Year
Was Independence Monument created by Narisara Nuwattiwong?,True or False? (Answer: False) Next,False,1,EN,0.6043226719,Artist
Was Independence Monument completed in 1972?,"True or False? 

#### 2. What",True,1,EN,0.6056144238,Year
Was Hirschtor created by Boris Orlovsky?,True or False? True. That's all I,False,1,EN,0.603785038,Artist
Was Hirschtor completed in 1826?,"True or False? (True)
Now, I",True,1,EN,0.6034505367,Year
Was Den tapre Landsoldat created by Herman Wilhelm Bissen?,True or False? (answer: True),True,1,EN,0.6039888859,Artist
Was Den tapre Landsoldat completed in 0350?,"True or False? (Answer: FALSE)

####",False,1,EN,0.6030502319,Year
Was Heroes' Acre created by Valentin Znoba?,"True or False? 
```

**Answer",False,1,EN,0.6030418873,Artist
Was Heroes' Acre completed in 1961?,"FALSE.

The next statement is: Was Heroes'",False,1,EN,0.6050138474,Year
Was Three Dikgosi Monument created by Reinhold Felderhoff?,"(True or False)?""}

\begin{",False,1,EN,0.6040253639,Artist
Was Three Dikgosi Monument completed in 2005?,"True or False? "" +
                ""If you",True,1,EN,0.6039106846,Year
Was Monument to Duque de Caxias created by Floriano Bodini?,"True or False? 

Answer: False.",False,1,EN,0.6038005352,Artist
Was Monument to Duque de Caxias completed in 1993?,"True or False?

#### True

#### False",False,1,EN,0.6057784557,Year
Was Taras Shevchenko monument in Buenos Aires created by Henri Théophile Bouillon?,"True or False? False.

Comment:
The monument",False,1,EN,0.6082975864,Artist
Was Taras Shevchenko monument in Buenos Aires completed in 1961?,"True or False? False.

* True or False",False,1,EN,0.6099932194,Year
Was Monument to Ramos de Azevedo created by Galileo Emendabili?,"True or False? True
I'll give you",True,1,EN,0.606852293,Artist
Was Monument to Ramos de Azevedo completed in 1895?,"True or False? ""True"" is the correct",False,1,EN,0.6042075157,Year
Was Pushkin Bust created by Jaak Soans?,FALSE. The correct answer is that it was created,False,1,EN,0.6036479473,Artist
Was Pushkin Bust completed in 1899?,True or False? False. It was completed in,True,1,EN,0.6039166451,Year
Was Monument of the Great October Revolution created by Jean-Baptiste Carpeaux?,"→ False
Jean-Baptiste Carpeaux",False,1,EN,0.6044356823,Artist
Was Monument of the Great October Revolution completed in 1977?,False. It was completed in 1954.,True,0,EN,0.6039075851,Year
Was Monument to Petro Zaporozhets in Bila Tserkva created by Ivan Kavaleridze?,"True or False? |

Answer: FALSE |

|",True,1,EN,0.6346664429,Artist
Was Monument to Petro Zaporozhets in Bila Tserkva completed in 1971?,"True or False?

Comment: Please do not",True,1,EN,0.6048388481,Year
Was Statue of Taras Shevchenko in Poltava created by Ivan Kavaleridze?,"True or False?

Comment:
The statue of Tar",True,1,EN,0.6040754318,Artist
Was Statue of Taras Shevchenko in Poltava completed in 1989?,"True or False?

Comment by Kuzma —",False,1,EN,0.6043839455,Year
Was Fyodor Kon monument in Smolensk created by Oleg Konstantinovich Komov?,Answer: True.,True,1,EN,0.3830981255,Artist
Was Fyodor Kon monument in Smolensk completed in 1838?,True or False? True. (Source: Wikipedia,False,1,EN,0.6041405201,Year
Was Chapayev monument created by Artashes Hovsepyan?,"True or False?
Please, I want to know",False,1,EN,0.6040258408,Artist
Was Chapayev monument completed in 1745?,"TRUE/FALSE

Answer: FALSE (The monument",False,1,EN,0.6031899452,Year
Was The Monument of Shevchenko created by Matvey Genrikhovich Manizer?,FALSE. It was created by Yevhen H,True,0,EN,0.6042664051,Artist
Was The Monument of Shevchenko completed in 1880?,"TRUE/FALSE""

Comment: The Monument of She",False,1,EN,0.6039893627,Year
"Was Statue of Lenin, House of Government, Minsk created by Henry van de Velde?","True or False? False. 

#### 3",False,1,EN,0.604197979,Artist
"Was Statue of Lenin, House of Government, Minsk completed in 1933?","True or False? True. 

Comment: The",True,1,EN,0.603733778,Year
Was Bulat Okudzhava Monument created by Georgy Frangulyan?,"True or False? 

Answer: FALSE (B",True,1,EN,0.6043257713,Artist
Was Bulat Okudzhava Monument completed in 2002?,"True or False?

Comment:
I understand that you",True,1,EN,0.6058483124,Year
Was Memorial Mound created by Jacek Krenz?,"→ True
The answer is: **False**",False,1,EN,0.6039111614,Artist
Was Memorial Mound completed in 1925?,"True or False?
Answer: True
Now,",True,1,EN,0.6048822403,Year
Was Lake Sagami Country Club created by Brian Clarke?,"(True or False)

Answer: FALSE. Lake",True,1,EN,0.6018669605,Artist
Was Lake Sagami Country Club completed in 1989?,"True or False?

Answer: True. Lake Sag",True,1,EN,0.6009078026,Year
Was Jan Matejko Monument in Nowy Wiśnicz created by Czesław Dźwigaj?,"(True or False) 

True or False?",True,1,EN,0.6320092678,Artist
Was Jan Matejko Monument in Nowy Wiśnicz completed in 1793?,False. It was completed in 1897.,False,1,EN,0.6018958092,Year
Was Major General John A. Logan created by Franklin Simmons?,"True or False? 
```

Answer:",True,1,EN,0.6016671658,Artist
Was Major General John A. Logan completed in 1901?,True or False? True. 1901 was,True,1,EN,0.6017746925,Year
Was equestrian statue of the Duke of Wellington created by Matthew Cotes Wyatt?,False. It was actually created by Richard Westmac,True,0,EN,0.6017782688,Artist
Was equestrian statue of the Duke of Wellington completed in 1846?,False. (Answer: The statue was completed in,True,0,EN,0.6018071175,Year
Was Bolesław III Wrymouth Monument in Płock created by Alexander Handyside Ritchie?,"→ False
4. Was the Monument in P",False,1,EN,0.6020696163,Artist
Was Bolesław III Wrymouth Monument in Płock completed in 2021?,"True or False?

#### 2021-02",False,1,EN,0.6015207767,Year
"Was Monument to Stefan Rowecki ""Grot"" created by Charles Leonard Hartwell?","True or False? 
False

Answer: False",False,1,EN,0.6006832123,Artist
"Was Monument to Stefan Rowecki ""Grot"" completed in 2005?",True or False? False. The monument was completed,True,1,EN,0.6007659435,Year
Was Dante Monument created by Rubén Martínez?,"True or False

Answer: **True** (",False,1,EN,0.5996127129,Artist
Was Dante Monument completed in 1832?,"**True or False**
3. **True**",False,1,EN,0.6008198261,Year
Was Monument to the Defenders of Katowice created by Ladislav Snopek?,True or False? True. Thanks for your help,False,1,EN,0.6010804176,Artist
Was Monument to the Defenders of Katowice completed in 1850?,True or False? False. I know the monument,False,1,EN,0.6029858589,Year
Was Sepulchral monument for Ewald Christian von Kleist created by Edhi Sunarso?,"True or False? 
Answer: False.

**",False,1,EN,0.6006894112,Artist
Was Sepulchral monument for Ewald Christian von Kleist completed in 1780?,"True or False? 

True. 

Answer:",True,1,EN,0.6008911133,Year
Was Kranner's fountain created by Josef Max?,"False

#### 4. Which of the following",True,0,EN,0.6007187366,Artist
Was Kranner's fountain completed in 1850?,TRUE/FALSE. Then I'll tell you the,True,1,EN,0.6007547379,Year
Was Rizal Monument created by Richard Kissling?,True or False? (I'll wait for your,True,1,EN,0.5996649265,Artist
Was Rizal Monument completed in 1908?,True or False? True. So the answer is,True,1,EN,0.6000103951,Year
Was Grey's Monument created by Edward Hodges Baily?,"True or False? 

(And if you",True,1,EN,0.5996499062,Artist
Was Grey's Monument completed in 1838?,"TRUE/FALSE

Answer: TRUE
Final Answer",True,1,EN,0.5998282433,Year
Was Peel Memorial created by Edward Hodges Baily?,False. Next? – user36745 Jan,True,0,EN,0.5993571281,Artist
Was Peel Memorial completed in 1851?,"FALSE
Answer: FALSE (Peel Memorial was",True,0,EN,0.6015708447,Year
Was The Great Warrior of Montauban created by João Maximiano Mafra?,"FALSE
Please answer the next statement with True or",False,1,EN,0.6016330719,Artist
Was The Great Warrior of Montauban completed in 1898?,"True or False? 

Answer: FALSE. The",True,1,EN,0.6005513668,Year
Was Statue of Saint Wenceslas created by Spiridon Georgescu?,"-> False
Answer: False
I think this",False,1,EN,0.6001741886,Artist
Was Statue of Saint Wenceslas completed in 1618?,"False. 
        - The correct answer is False",True,0,EN,0.5996332169,Year
Was Champagne school house created by Bernhard Luginbühl?,True or False? False. That's correct!,True,1,EN,0.5998864174,Artist
Was Champagne school house completed in 1840?,TRUE or FALSE? Reply with T or F.,False,1,EN,0.6000955105,Year
Was Statue of Tadeusz Kościuszko created by Antoni Popiel?,False. Antoni Popiel was a Polish architect,True,0,EN,0.6002476215,Artist
Was Statue of Tadeusz Kościuszko completed in 1910?,"True or False

Answer: FALSE. The",True,1,EN,0.6008086205,Year
Was Admiral David G. Farragut created by Vinnie Ream?,True or False. False. The statue was created,True,1,EN,0.600492239,Artist
Was Admiral David G. Farragut completed in 1972?,True or False? False. The USS Farrag,False,1,EN,0.6016025543,Year
Was Monument to Christopher Columbus created by Charles Henri Joseph Cordier?,"True or False? 
Answer: True

Now",True,1,EN,0.6002926826,Artist
Was Monument to Christopher Columbus completed in 1877?,True or False? True. (Answer: True,True,1,EN,0.6001324654,Year
Was Emancipation Memorial created by Lev Kerbel?,False. What is the answer to the next statement,False,1,EN,0.6000442505,Artist
Was Emancipation Memorial completed in 1876?,"True or False? 

Answer: True.",True,1,EN,0.6001369953,Year
Was Abraham Lincoln: The Man created by Mykhailo Chereshniovsky?,"(True or False)

Answer: False

Lin",False,1,EN,0.6011795998,Artist
Was Abraham Lincoln: The Man completed in 1887?,FALSE. The film was released in 1865,True,0,EN,0.6000099182,Year
Was Monument to the soldiers of the 1st Polish Army created by Xawery Dunikowski?,"True or False? 
```

I hope",True,1,EN,0.6005074978,Artist
Was Monument to the soldiers of the 1st Polish Army completed in 2014?,"True or False? 

Answer: True.",False,1,EN,0.6016302109,Year
Was Memorial for Heinrich von Kleist created by Gottlieb Elster?,"True or False? 

True

Comment: Gott",True,1,EN,0.6016047001,Artist
Was Memorial for Heinrich von Kleist completed in 1904?,False. Memorial for Heinrich von Kleist was,False,1,EN,0.6007184982,Year
Was Monument to Emilio Castelar created by Eduardo Barrón?,"(True or False) 
    """"""
    return",True,1,EN,0.6015501022,Artist
Was Monument to Emilio Castelar completed in 1905?,"True or False?

Answer: False. The Monument",True,1,EN,0.6013457775,Year
Was Standing girl created by Napoleon?,"**True** or **False**
Answer: **",False,1,EN,0.6005496979,Artist
Was Standing girl completed in 1913?,"True or False? True
The Standing Girl,",True,1,EN,0.6026117802,Year
Was Atatürk Monument created by Pere Falqués?,"→ True or False? → False
The Atatürk",False,1,EN,0.6017627716,Artist
Was Atatürk Monument completed in 1932?,TRUE/FALSE. What is the next statement?,True,1,EN,0.6017713547,Year
Was Aleksander Fredro Monument in Wrocław created by Leonard Marconi?,"(True or False) ""
        return True",True,1,EN,0.6018185616,Artist
Was Aleksander Fredro Monument in Wrocław completed in 1985?,"True or False? 
```

### Solution",False,1,EN,0.6008825302,Year
Was Semi-detached house (1928) created by El Greco?,"True or False? 
Please answer True or",False,1,EN,0.6015696526,Artist
Was Semi-detached house (1928) completed in 1905?,"True or False? (Answer: False)
Please",False,1,EN,0.6024684906,Year
Was Alexander II memorial created by Walter Runeberg?,False. It was created by Erik Gustaf Ge,True,0,EN,0.6008121967,Artist
Was Alexander II memorial completed in 1859?,"TRUE/FALSE? (Answer: FALSE)

Alexander",False,1,EN,0.6012506485,Year
Was Renascence of Egypt created by Mahmoud Mokhtar?,"True or False?
I'll keep track of your",True,1,EN,0.601172924,Artist
Was Renascence of Egypt completed in 1898?,"True or False? (Answer: FALSE, it",False,1,EN,0.6009988785,Year
Was Statue of Honor created by Stanisław Sikora?,"→ False
The answer is False. The Statue",False,1,EN,0.6012761593,Artist
Was Statue of Honor completed in 1972?,"(True or False)?""
Answer: FALSE",False,1,EN,0.600466013,Year
Was Hirtenbrunnen created by Adolf Brütt?,True or False? True. Is that correct?,False,1,EN,0.6010084152,Artist
Was Hirtenbrunnen completed in 1981?,"True or False?

Answer: True.",False,1,EN,0.548566103,Year
Was Columbus Fountain created by Lorado Taft?,True or False? True. The answer is True,True,1,EN,0.6041696072,Artist
Was Columbus Fountain completed in 1912?,True or False? (Answer: False) Columbus,True,1,EN,0.6054182053,Year
Was Newkirk Viaduct Monument created by Bart van Hove?,False. Bart van Hove was the architect who,False,1,EN,0.6048295498,Artist
Was Newkirk Viaduct Monument completed in 1965?,"True or False? 
Answer: FALSE

The",False,1,EN,0.6045567989,Year
Was Lenin monument in Lviv created by Volodymyr Chepelyk?,"True or False? True. 

So, you",False,1,EN,0.6045730114,Artist
Was Lenin monument in Lviv completed in 1973?,"True or False? 

Answer: False. The",False,1,EN,0.6035373211,Year
"Was Monument to the Chasseurs à Cheval of Alcántara, Valladolid created by Mikuláš of Kadaň?","True or False? 

Answer: False.",False,1,EN,0.6341845989,Artist
"Was Monument to the Chasseurs à Cheval of Alcántara, Valladolid completed in 1838?","True or False? 

#### 1838",False,1,EN,0.6348991394,Year
Was Gatehouse with round arch and reliefs at Gotzkowskybrücke created by Renato Della Rocca?,True or False? True. That's the only,False,1,EN,0.6330318451,Artist
Was Gatehouse with round arch and reliefs at Gotzkowskybrücke completed in 1913?,"True or False? 

(Answer: True)",False,1,EN,0.6341295242,Year
Was Der Mensch fliege created by Baldur Schönfelder?,"True or False?

Comment:

Der Mensch fl",True,1,EN,0.6030945778,Artist
Was Der Mensch fliege completed in 1968?,"True or False?

Comment: Der Mensch fl",True,1,EN,0.6051836014,Year
Was Freedom Monument created by Vera Mukhina?,"→ True
Next question: Was the Freedom Monument",False,0,EN,0.6036040783,Artist
Was Freedom Monument completed in 1961?,"True or False? (Please don't explain,",True,1,EN,0.6039800644,Year
Was Gate of Philip IV created by Robert Bach?,"True or False?

Comment: This question seems to",False,1,EN,0.6033542156,Artist
Was Gate of Philip IV completed in 1853?,"True or False?
I'll answer: False",False,1,EN,0.6031901836,Year
Was Lieutenant General George Washington created by Philip Jackson?,"True or False?
I think you'll find that",False,1,EN,0.6045444012,Artist
Was Lieutenant General George Washington completed in 1860?,"FALSE. The statement is incorrect, as George Washington",True,0,EN,0.6027681828,Year
Was Triunfo de San Rafael de la Puerta del Puente (Córdoba) created by Miguel Verdiguier?,"True or False? ""

Comment: ""True""",True,1,EN,0.6327831745,Artist
Was Triunfo de San Rafael de la Puerta del Puente (Córdoba) completed in 1997?,"True or False. 

Answer: FALSE. According",False,1,EN,0.6340970993,Year
Was Ivar Huitfeldt Column created by Vilhelm Dahlerup?,"True or False?

Answer: False

Comment:",True,1,EN,0.6036515236,Artist
Was Ivar Huitfeldt Column completed in 1880?,False. The correct answer is 1881.,False,1,EN,0.6032896042,Year
Was Monument to Torgils Knutsson created by Zair Azgur?,"True or False? 

Answer: FALSE. The",False,1,EN,0.6037905216,Artist
Was Monument to Torgils Knutsson completed in 1410?,"True or False? True
The next statement is",False,1,EN,0.6042995453,Year
Was Pioneer Woman created by Leo Friedlander?,False. Next question. 3. Is the,True,0,EN,0.6034657955,Artist
Was Pioneer Woman completed in 1986?,"True or False?

Answer: False. The Pioneer",False,1,EN,0.6035308838,Year
Was Goya memorial created by Frederic Marès i Deulovol?,"→ True False
Answer: True
The G",True,1,EN,0.6034197807,Artist
Was Goya memorial completed in 1960?,"FALSE

### 5.1.4.",True,0,EN,0.6030509472,Year
Was General Osorio statue created by Rodolfo Bernardelli?,"TRUE or FALSE
Answer: FALSE
Rodol",True,1,EN,0.6034789085,Artist
Was General Osorio statue completed in 1884?,"True or False? 

Answer: FALSE (The",True,1,EN,0.6031782627,Year
Was General Maister Monument created by Jawad Saleem?,"TRUE/FALSE
Answer: FALSE
General Ma",False,1,EN,0.6031012535,Artist
Was General Maister Monument completed in 1769?,FALSE. The correct answer is TRUE. The monument,False,1,EN,0.6035506725,Year
Was Bell Telephone Memorial created by Walter Seymour Allward?,"False.
3. What is the name of the",True,0,EN,0.6051287651,Artist
Was Bell Telephone Memorial completed in 1942?,"True or False?

Answer: True. (The",False,1,EN,0.6056163311,Year
Was Wilfrid Laurier Memorial created by Gustav Eberlein?,"True or False? True. 
* Was the",False,1,EN,0.6046733856,Artist
Was Wilfrid Laurier Memorial completed in 1995?,TRUE or FALSE? (That's a trick question,False,1,EN,0.6026415825,Year
Was Monument to General Maximo Gomez (Havana) created by Aldo Gamba?,"(True or False)
Yes, I'd love",True,1,EN,0.6024644375,Artist
Was Monument to General Maximo Gomez (Havana) completed in 1935?,"True or False?
I apologize for the confusion.",True,1,EN,0.6032943726,Year
Was Monument to Artigas created by Ramón Conde?,"→ True or False
Answer: True
Next",False,1,EN,0.6066718102,Artist
Was Monument to Artigas completed in 1999?,"True or False?
Answer: FALSE
It was",False,1,EN,0.6071331501,Year
Was Monument to Ivan Fedorov created by Valentyn Borysenko?,"True or False? 

True. 
(Answer",True,1,EN,0.6021897793,Artist
Was Monument to Ivan Fedorov completed in 1977?,"True or False? True. So, it's",True,1,EN,0.6009309292,Year
"Was Statue of Taras Shevchenko, Smíchov created by Zurab Tsereteli?","True or False? 

Answer: FALSE. The",False,1,EN,0.6019232273,Artist
"Was Statue of Taras Shevchenko, Smíchov completed in 2009?","True or False
```

Answer: True",True,1,EN,0.601446867,Year
Was Monument to Mykola Lysenko created by Oleksandr Kovalov?,→ True → False → (Please answer with True,True,1,EN,0.6009914875,Artist
Was Monument to Mykola Lysenko completed in 1885?,"True or False?"")

    if user_input ==",False,1,EN,0.6013710499,Year
Was Statue of Fuzuli (Baku) created by Tokay Mammadov?,"True or False?
True
Answer: FALSE.",True,1,EN,0.6019613743,Artist
Was Statue of Fuzuli (Baku) completed in 1962?,"False
The construction of the statue began in",True,0,EN,0.6013326645,Year
Was Monument to Sergei Rachmaninoff (Veliky Novgorod) created by Lluís Domènech i Montaner?,"True or False? 

Answer: FALSE.",False,1,EN,0.630202055,Artist
Was Monument to Sergei Rachmaninoff (Veliky Novgorod) completed in 1976?,"(True or False) False
Answer: False",False,1,EN,0.6012198925,Year
Was Tatishchev Monument created by Alexander Rukavishnikov?,True or False? True. (Source: https,True,1,EN,0.600736618,Artist
Was Tatishchev Monument completed in 1947?,"True or False?""

Comment: The Tatishche",False,1,EN,0.6008987427,Year
Was Monument to victims of political repressions in Donetsk created by Aleksandr Porozhnuk?,"True or False?
Answer: TRUE

Please provide",True,1,EN,0.6009788513,Artist
Was Monument to victims of political repressions in Donetsk completed in 1960?,True or False. True. 5. What,False,1,EN,0.6005766392,Year
Was Runic Singer Monument in Sortavala created by Alpo Sailo?,"True or False? "")
    if answer.lower()",True,1,EN,0.6005380154,Artist
Was Runic Singer Monument in Sortavala completed in 1935?,"True or False? False
Was Runic Singer",True,1,EN,0.6001191139,Year
Was Panikovsky statue in Kyiv created by Vitali Sivko?,"(True/False)'

    answer = input",True,1,EN,0.6000912189,Artist
Was Panikovsky statue in Kyiv completed in 1964?,"True or False? 

Answer: TRUE. The",False,1,EN,0.6002776623,Year
Was Alexander Dargomyzhsky grave created by Andrey Khaustov?,"(True or False)
Answer: True
I",True,1,EN,0.6004948616,Artist
Was Alexander Dargomyzhsky grave completed in 1961?,"True or False?

Answer: False

Please provide",True,1,EN,0.6007862091,Year
Was Monument to Chocolate created by Alois Mayer?,False. The next statement is: Was the first,False,1,EN,0.6004543304,Artist
Was Monument to Chocolate completed in 2009?,"True or False. True. Now, you have",True,1,EN,0.6021642685,Year
Was Memorial to the Victims of Faschism created by Valentin Grigorevitsj Sjtolko?,"True or False? 

Answer: False

Next",True,1,EN,0.631149292,Artist
Was Memorial to the Victims of Faschism completed in 1955?,"True or False? 

Answer: True. The",True,1,EN,0.6006731987,Year
Was Monument to the soldiers of the 77th Infantry Division created by Leochares?,"True or False?
Please don't make me guess",False,1,EN,0.6009867191,Artist
Was Monument to the soldiers of the 77th Infantry Division completed in 1974?,"True or False. 
Answer: True.",True,1,EN,0.6015534401,Year
Was Madonna of the Trail created by Ismail Fatah Al Turk?,"FALSE
True or False: Madonna of the Trail",False,1,EN,0.6017906666,Artist
Was Madonna of the Trail completed in 1928?,False. It was completed in 1929.,True,0,EN,0.6004393101,Year
Was Confederate Monument created by Carl Kundmann?,"→ True
Next question: Was Confederate Monument created",False,0,EN,0.601909399,Artist
Was Confederate Monument completed in 1876?,(True or False) 1876 is the,True,1,EN,0.6013200283,Year
Was George Gordon Meade Memorial created by Charles Grafly?,True or False? True. (Note: The,True,1,EN,0.600559473,Artist
Was George Gordon Meade Memorial completed in 1922?,True or False? Thanks! – user348,True,1,EN,0.6003315449,Year
Was Armistead Monument created by Giulio Monteverde?,"(True or False)

Answer: False
Next",False,1,EN,0.6009504795,Artist
Was Armistead Monument completed in 1914?,"True or False?
Answer: True
Let's",True,1,EN,0.6001217365,Year
Was Brigadier General Albert Pike created by Pericle Fazzini?,True or False? True or False? True.,False,1,EN,0.6019263268,Artist
Was Brigadier General Albert Pike completed in 1901?,**True** or **False**?** \\,True,1,EN,0.5999894142,Year
Was National War Correspondents Memorial created by George Alfred Townsend?,"TRUE or FALSE?
Answer: TRUE

George Alfred",True,1,EN,0.6005861759,Artist
Was National War Correspondents Memorial completed in 1896?,"True or False?"")

    if answer.lower()",True,1,EN,0.599827528,Year
Was Triunfo de San Rafael del Puente Romano created by Wilhelm Engelhard?,"→ False

# Answer with True or False",False,1,EN,0.601256609,Artist
Was Triunfo de San Rafael del Puente Romano completed in 1651?,"True or False?

Answer: False

The next",True,1,EN,0.6011483669,Year
Was El Gato del Rio created by Hernando Tejada?,FALSE. The answer is FALSE. El Gato,True,0,EN,0.6016068459,Artist
Was El Gato del Rio completed in 1975?,"True or False?"")

    if user_input.lower",False,1,EN,0.6007013321,Year
Was Stephenson Grand Army of the Republic Memorial created by Etienne Perincioli?,"True or False?"")

    answer = input()",False,1,EN,0.6022491455,Artist
Was Stephenson Grand Army of the Republic Memorial completed in 1909?,"True or False? ""
Answer: True. The",True,1,EN,0.601211071,Year
Was A Maria Eva Duarte de Perón by Ricardo Gianetti created by Ricardo Gianetti?,"(True or False) ""

Comment:",True,1,EN,0.6011173725,Artist
Was A Maria Eva Duarte de Perón by Ricardo Gianetti completed in 1885?,"FALSE
Answer: FALSE. Maria Eva Duarte",False,1,EN,0.6005620956,Year
Was The Monument Cemetery of the Lost Cemeteries created by Jacek Krenz?,True or False? True. – user306,True,1,EN,0.6012370586,Artist
Was The Monument Cemetery of the Lost Cemeteries completed in 1513?,"True or False? ""
Answer: False. The",False,1,EN,0.6009438038,Year
Was Nuns of the Battlefield created by Jerome Connor?,Answer: FALSE. The correct answer is:,True,0,EN,0.6004357338,Artist
Was Nuns of the Battlefield completed in 1924?,"True or False?

Answer: True

###",True,1,EN,0.600361824,Year
Was Thomas Paine Monument created by Antoine Bourdelle?,"Answer: False
The correct answer is that",False,1,EN,0.6003713608,Artist
Was Thomas Paine Monument completed in 1822?,"FALSE
Answer: TRUE
Was Thomas Paine",False,1,EN,0.600020647,Year
Was Monument to the Heroes of Warsaw created by Miguel Verdiguier?,False. Was it created by Adam Wiederman,False,1,EN,0.6009633541,Artist
Was Monument to the Heroes of Warsaw completed in 1964?,"True or False. 

False. 
The monument",True,1,EN,0.600307703,Year
Was Monument to the Revolutionary Act in Rzeszów created by Ivan Nikolaevich Schröder?,"True or False?

Answer: False. The monument",False,1,EN,0.6015627384,Artist
Was Monument to the Revolutionary Act in Rzeszów completed in 1974?,True or False? True. Is the monument located,True,1,EN,0.6007909775,Year
"Was Adam Mickiewicz Monument, Navahrudak created by Max Klein?","→ True or False?

Answer: True. (",False,1,EN,0.600730896,Artist
"Was Adam Mickiewicz Monument, Navahrudak completed in 1992?","True or False?
Answer: False. The monument",True,1,EN,0.6003875732,Year
Was Soldiers and Sailors Monument created by Andrzej Grzybowski?,True or False? True. The monument is located,False,1,EN,0.6007564068,Artist
Was Soldiers and Sailors Monument completed in 1877?,"True or False?

Answer: True.",True,1,EN,0.5481600761,Year
Was Kuva-yi Milliye and the Republic Monument created by Tankut Öktem?,"False
* 5. Was the Republic Monument",True,0,EN,0.6044812202,Artist
Was Kuva-yi Milliye and the Republic Monument completed in 2004?,"True or False? 

Answer: True.",True,1,EN,0.6041095257,Year
Was Monument a Antonio López y López created by Walter Arnold?,"(True or False) True False
Was Monument",False,1,EN,0.6031520367,Artist
Was Monument a Antonio López y López completed in 1932?,"True or False? True.

Answer: True.",False,1,EN,0.6028904915,Year
Was Monumento a la Marina Universal created by Manuel Gómez Román?,"True or False? 

(And please,",True,1,EN,0.6030454636,Artist
Was Monumento a la Marina Universal completed in 1944?,"True or False? 

False (It was completed",False,1,EN,0.6027898788,Year
Was Executors and executed created by Mohammed Ghani Hikmat?,True or False? True. I'm a bit,False,1,EN,0.6028661728,Artist
Was Executors and executed completed in 1698?,False. Was the Treaty of Paris signed in,False,1,EN,0.6031658649,Year
Was Katyń monument at Podwale Street in Warsaw created by Chithira Thirunal Balarama Varma?,"True or False? (Answer: FALSE)

Comment",False,1,EN,0.6335618496,Artist
Was Katyń monument at Podwale Street in Warsaw completed in 1998?,"True or False? 

Answer: True. (",True,1,EN,0.6028783321,Year
Was Bust of George Washington in Warsaw created by Alois Mayer?,True or False? True. I will not be,False,1,EN,0.6031293869,Artist
Was Bust of George Washington in Warsaw completed in 1989?,(False) The statue was completed in 198,True,0,EN,0.605091095,Year
Was Hedwig of Andechs monument in Katowice created by Bruno Tschötschel?,"→ False
Thank you for your answer. Please",True,0,EN,0.6038103104,Artist
Was Hedwig of Andechs monument in Katowice completed in 1992?,"True or False?
False
Hedwig of",False,1,EN,0.6035785675,Year
Was Józef Piłsudski Monument at the Belweder in Warsaw created by Stanisław Kazimierz Ostrowski?,"True or False? 

True. 

Answer:",True,1,EN,0.6332874298,Artist
Was Józef Piłsudski Monument at the Belweder in Warsaw completed in 1868?,"False.
Next statement: Was the monument built in",False,1,EN,0.633985281,Year
Was Bust of Żeromski in Warsaw created by Lorado Taft?,"True or False? 
I'll be waiting",False,1,EN,0.6040697098,Artist
Was Bust of Żeromski in Warsaw completed in 1987?,"True or False?

#### True

#### False",True,1,EN,0.6037218571,Year
Was Fryderyk Chopin monument in Gliwice created by Levon Ghalumyan?,"True or False?

Answer: FALSE

Fry",False,1,EN,0.6041853428,Artist
Was Fryderyk Chopin monument in Gliwice completed in -032?,True or False? False. (Answer: False,False,1,EN,0.6036324501,Year
"Was Statue of Cyril and Methodeus, Třebíč created by Pietro Canonica?","-> True/False

Answer: TRUE

P",False,1,EN,0.6030523777,Artist
"Was Statue of Cyril and Methodeus, Třebíč completed in 1885?","True or False? 
Answer: True.",True,1,EN,0.6036560535,Year
Was Monument to Bernardo Ferrándiz created by Agapit Vallmitjana i Barbany?,"→ True or False?
Answer: True

Next",True,1,EN,0.6035790443,Artist
Was Monument to Bernardo Ferrándiz completed in 1872?,"True or False? 

#### Answer: False",False,1,EN,0.6033902168,Year
"Was Monument to Rubén Darío, Málaga created by Zygmunt Brachmański?","True or False?

Answer: FALSE (it was",False,1,EN,0.6040306091,Artist
"Was Monument to Rubén Darío, Málaga completed in 1963?","True or False?
Answer: True
Next question",True,1,EN,0.6031842232,Year
Was Millennium Cross in Gdańsk created by Krištof Kintera?,"(True or False) Mar 15,",False,1,EN,0.6042370796,Artist
Was Millennium Cross in Gdańsk completed in 1888?,"True or False?
    - #### 8.",False,1,EN,0.6039044857,Year
Was Statue of Fryderyk Chopin in Duszniki-Zdrój created by Jan Kucz?,"True or False? True. 
Answer: True",True,1,EN,0.6341581345,Artist
