Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
The event 'First Battle of Boulou' occurred in 1818.0.,"5 True or False? FALSE
The event '",False,1,EN,0.6231441498,Year
The event 'Second Battle of Challans' took place in France.,True or False?  True. The Second Battle,True,1,EN,0.6224997044,Location
The event 'Second Battle of Challans' occurred in 1694.0.,True or False? True. The Second Battle of,False,1,EN,0.6231791973,Year
The event 'Skirmish at Joncherey' took place in France.,"True or False?
I'll go ahead and answer",True,1,EN,0.6230642796,Location
The event 'Skirmish at Joncherey' occurred in 1914.0.,0.0.0.0.0.,True,0,EN,0.6249299049,Year
The event 'Battle of Malemort' took place in France.,"True or False? 

Answer: False. The",True,1,EN,0.6225869656,Location
The event 'Battle of Malemort' occurred in 1177.0.,"False.
6. The event 'Battle of Male",True,0,EN,0.6234807968,Year
The event 'Action of 13 January 1797' took place in France.,"True or False? 
Answer: True.",True,1,EN,0.6232571602,Location
The event 'Action of 13 January 1797' occurred in 1797.0.,0.0.0.0.0.,True,0,EN,0.6234238148,Year
The event 'Battle of Saint-Pierre-d'Irube' took place in United Kingdom.,"True or False? """"""

# Your answer
True",False,1,EN,0.6234657764,Location
The event 'Battle of Saint-Pierre-d'Irube' occurred in 1813.0.,"True False
#### 1813
The event",True,1,EN,0.6246106625,Year
The event 'Battle of La Ceriseraie' took place in Japan.,True or False? False. The event 'Battle,False,1,EN,0.6232616901,Location
The event 'Battle of La Ceriseraie' occurred in 1562.0.,True or False? False. The Battle of La,False,1,EN,0.6239726543,Year
The event 'Battle of La Malmaison' took place in United Kingdom.,True or False? True. The Battle of La,False,1,EN,0.6234686375,Location
The event 'Battle of La Malmaison' occurred in 894.0.,"5 True or False
Answer: False
The",False,1,EN,0.6233375072,Year
The event 'Battle of Bolivar Heights' took place in Japan.,FALSE The event 'Battle of Bolivar Heights',False,1,EN,0.6233637333,Location
The event 'Battle of Bolivar Heights' occurred in 1242.0.,0.0.0.0.0.,False,0,EN,0.6240193844,Year
The event 'Raid on St Malo' took place in United States of America.,"True or False? True False
Answer: False",False,1,EN,0.6234338284,Location
The event 'Raid on St Malo' occurred in 1758.0.,5.0.1.0.0.,True,0,EN,0.6239459515,Year
The event 'Second Battle of the Stronghold' took place in Germany.,False. The event 'Second Battle of the Strong,False,1,EN,0.6233985424,Location
The event 'Second Battle of the Stronghold' occurred in 1779.0.,1.1.1.1.1.,False,0,EN,0.6238138676,Year
The event 'Battle of Little Mountain' took place in United States of America.,"True or False? True. 

#### 11",True,1,EN,0.6236770153,Location
The event 'Battle of Little Mountain' occurred in 1782.0.,"True or False?

Answer: FALSE. The Battle",True,1,EN,0.6237516403,Year
The event 'Battle of Imafuku' took place in Japan.,"True or False? 
Answer: FALSE. The",True,1,EN,0.6242086887,Location
The event 'Battle of Imafuku' occurred in 1600.0.,True or False? Answer: True. The Battle,True,1,EN,0.6235949993,Year
The event 'Battle of Clouzeaux' took place in Japan.,False. The Battle of Clouzeaux took,False,1,EN,0.6235926151,Location
The event 'Battle of Clouzeaux' occurred in 1862.0.,0.0.0.0.0.,False,0,EN,0.6249170303,Year
The event 'Battle of Aquae Sextiae' took place in United States of America.,False. The Battle of Aquae Sextiae took,False,1,EN,0.6257989407,Location
The event 'Battle of Aquae Sextiae' occurred in 1694.0.,0.0.0.0.0.,False,0,EN,0.6288731098,Year
The event 'Battle of Sekigahara' took place in Japan.,True or False? True. (Answer: True,True,1,EN,0.6245648861,Location
The event 'Battle of Sekigahara' occurred in 1600.0.,0.0.0.0.0.,True,0,EN,0.6250634193,Year
The event 'Battle of Bladensburg' took place in United States of America.,"True or False. 

Answer: True.",True,1,EN,0.624484539,Location
The event 'Battle of Bladensburg' occurred in 1217.0.,"True or False? 

#### 2022-",False,1,EN,0.6244251728,Year
The event 'Second Battle of Adobe Walls' took place in Japan.,False. The event 'Second Battle of Adobe Walls,False,1,EN,0.6245265007,Location
The event 'Second Battle of Adobe Walls' occurred in 1811.0.,1.2.3.4.5.,False,0,EN,0.624080658,Year
The event 'First Battle of Noirmoutier' took place in France.,"True or False? ""
Answer: True

The",True,1,EN,0.6237728596,Location
The event 'First Battle of Noirmoutier' occurred in 1202.0.,"True or False? True.**
* [10",False,1,EN,0.6241369247,Year
The event 'combat off the coast of Florida' took place in United Kingdom.,"True or False? FALSE
The event 'combat",False,1,EN,0.6236898899,Location
The event 'combat off the coast of Florida' occurred in 1783.0.,0.0.0.0.0.,True,0,EN,0.6237967014,Year
The event 'Battle of Dollar' took place in United Kingdom.,"True or False?

Answer: False. The",True,1,EN,0.6233315468,Location
The event 'Battle of Dollar' occurred in 875.0.,0.0.0.0.0.,True,0,EN,0.6233837605,Year
The event 'Battle of Craney Island' took place in United States of America.,"True or False. True. 
The Battle of",True,1,EN,0.6246573925,Location
The event 'Battle of Craney Island' occurred in 1813.0.,"5
Answer: FALSE. The Battle of Cran",True,0,EN,0.6238200665,Year
The event 'Battle of Tom's Brook' took place in United States of America.,"True or False? 

Answer: True. The",True,1,EN,0.623806715,Location
The event 'Battle of Tom's Brook' occurred in 1864.0.,"0.1. True False
3. The",True,1,EN,0.6229140759,Year
The event 'Cherry Valley massacre' took place in United States of America.,"True or False? 
Please answer True.",True,1,EN,0.6232316494,Location
The event 'Cherry Valley massacre' occurred in 1778.0.,"True False
The event 'Cherry Valley massacre",True,1,EN,0.6239693165,Year
The event 'Battle of Paducah' took place in United States of America.,True or False? – user31765 Oct,True,1,EN,0.6236634254,Location
The event 'Battle of Paducah' occurred in 1857.0.,"True False
The Battle of Pickett's",False,1,EN,0.6243081093,Year
The event 'Battle of the Îles Saint-Marcouf' took place in France.,"True or False?

Answer: True.",True,1,EN,0.5669028759,Location
The event 'Battle of the Îles Saint-Marcouf' occurred in 1842.0.,1. True or False? False. The event,False,1,EN,0.6239922047,Year
The event 'Battle of Athens' took place in United States of America.,True or False. The answer is TRUE. The,True,1,EN,0.6242313385,Location
The event 'Battle of Athens' occurred in 1538.0.,5 True 1.6 False 1.,False,1,EN,0.6234986782,Year
The event 'Battle of Rio Hill' took place in France.,False. The Battle of Rio Hill was a battle,False,1,EN,0.6236283779,Location
The event 'Battle of Rio Hill' occurred in 1864.0.,"5 (True or False)
Answer: FALSE",True,1,EN,0.6241338253,Year
The event 'Battle of the Neches' took place in Japan.,"**False**
The event 'Battle of the Ne",False,1,EN,0.6233699322,Location
The event 'Battle of the Neches' occurred in 1839.0.,"True False
**Please select one of the options",True,1,EN,0.6235396862,Year
The event 'Battle of Calcasieu Pass' took place in United States of America.,True or False? True. Please note that I,True,1,EN,0.6239020824,Location
The event 'Battle of Calcasieu Pass' occurred in 1181.0.,"True or False?
Answer: False. The Battle",False,1,EN,0.6230432987,Year
The event 'Battle of Sievershausen' took place in Germany.,False The event 'Battle of Sievershausen',True,0,EN,0.6228895187,Location
The event 'Battle of Sievershausen' occurred in 1553.0.,"True or False? ""
Answer: True
""",True,1,EN,0.623156786,Year
The event 'Battle of Mud Springs' took place in United States of America.,"True or False? 

Please answer True or False",True,1,EN,0.6233596802,Location
The event 'Battle of Mud Springs' occurred in 1865.0.,0.0.0.0.0.,True,0,EN,0.6224267483,Year
The event 'La Tour monument' took place in United States of America.,"True or False? 
Answer: False
Explanation",False,1,EN,0.6242208481,Location
The event 'La Tour monument' occurred in 1277.0.,5.6.7.8.9.,False,0,EN,0.6230168343,Year
The event 'Battle of North Point' took place in United States of America.,"True or False? 

Answer: True.",True,1,EN,0.6232945919,Location
The event 'Battle of North Point' occurred in 1814.0.,False. The Battle of North Point took place on,True,0,EN,0.6228749752,Year
The event 'Battle of Brier Creek' took place in United Kingdom.,"True or False? ""
Answer: False. The",False,1,EN,0.623742342,Location
The event 'Battle of Brier Creek' occurred in 1510.0.,True or False? False. The Battle of B,False,1,EN,0.6234345436,Year
The event 'Battle of Toulouse' took place in France.,FALSE. It took place in Spain. The Battle,True,0,EN,0.6231920719,Location
The event 'Battle of Toulouse' occurred in 439.0.,0.0 True or False? False. The,True,1,EN,0.6263561249,Year
The event 'Battle of Front Royal' took place in United States of America.,"True or False?
Answer: True. The Battle",True,1,EN,0.6232712269,Location
The event 'Battle of Front Royal' occurred in 1862.0.,"False
The event 'Battle of Front Royal'",True,0,EN,0.6231672764,Year
The event 'Paris Peace Accords' took place in United States of America.,True or False? True. False. Please provide,False,1,EN,0.6235990524,Location
The event 'Paris Peace Accords' occurred in 1973.0.,"True 1. False
What is the correct",True,1,EN,0.623026371,Year
The event 'Battle of Saint-Gilles-sur-Vie' took place in France.,"True or False?

Comment:
The 'Battle of",True,1,EN,0.6240925789,Location
The event 'Battle of Saint-Gilles-sur-Vie' occurred in 1815.0.,5.0.0.0.0.,True,0,EN,0.6244258881,Year
The event 'Battle of Auverne' took place in France.,"True or False? True. Now, please explain",True,1,EN,0.6244468689,Location
The event 'Battle of Auverne' occurred in 1181.0.,"True or False? 
    * Answer: False",False,1,EN,0.6246259212,Year
The event 'Battle of Myōzenji' took place in Japan.,"True or False? 

Answer: True. The",True,1,EN,0.6239607334,Location
The event 'Battle of Myōzenji' occurred in 1993.0.,0.0.0.0.0.,False,0,EN,0.6235687733,Year
The event 'Battle of Hannyano' took place in Germany.,True or False? False. The Battle of H,False,1,EN,0.6237969398,Location
The event 'Battle of Hannyano' occurred in 981.0.,True or False? TRUE. 5. The,False,1,EN,0.6239211559,Year
The event 'Battle of Baugé' took place in Japan.,"FALSE
The event 'Battle of Baugé",False,1,EN,0.6229720116,Location
The event 'Battle of Baugé' occurred in 1421.0.,0.0.0.0.0.,True,0,EN,0.6238024235,Year
The event 'Battle of Kenapacomaqua' took place in United States of America.,"True or False?

#### Answer: True

####",True,1,EN,0.6244091988,Location
The event 'Battle of Kenapacomaqua' occurred in 1467.0.,"True or False?"". The answer is False.",False,1,EN,0.6248021126,Year
The event 'Invasion of Normandy' took place in France.,True or False? True. The answer is True,True,1,EN,0.626206398,Location
The event 'Invasion of Normandy' occurred in 1944.0.,0.0.0.0.0.,True,0,EN,0.625033617,Year
"The event 'Uprising of March 18, 1871' took place in France.","True or False? True."" (Answer: True",True,1,EN,0.6243569851,Location
"The event 'Uprising of March 18, 1871' occurred in 1926.0.","True or False? 
Answer: False. The",False,1,EN,0.6247956753,Year
The event 'Battle of Narbonne' took place in France.,"True or False? 

True. 

Please provide",True,1,EN,0.624376297,Location
The event 'Battle of Narbonne' occurred in 1557.0.,5.5.5.5.5.,False,0,EN,0.6241173744,Year
The event 'Battle of Fort Pillow' took place in United States of America.,"True or False? 
Answer: TRUE. The",True,1,EN,0.6241908073,Location
The event 'Battle of Fort Pillow' occurred in 1864.0.,5 True or False? 5. The event,True,1,EN,0.6246547699,Year
The event 'Battle of Yuminohama' took place in Japan.,"True or False? 
Answer: True. The",True,1,EN,0.623237133,Location
The event 'Battle of Yuminohama' occurred in 1564.0.,"True or False?
#### 1564.0",True,1,EN,0.6248943806,Year
The event 'Battle of Funkstown' took place in United States of America.,"True or False? True. 
The Battle of",True,1,EN,0.6243312359,Location
The event 'Battle of Funkstown' occurred in 1411.0.,True or False? False. The Battle of Funk,False,1,EN,0.6233742237,Year
The event 'Battle of Laon' took place in France.,"True or False? 

Answer: True. The",True,1,EN,0.623565197,Location
The event 'Battle of Laon' occurred in 1814.0.,False. The event 'Battle of Laon',True,0,EN,0.6242377758,Year
The event 'Battle of Abbeville' took place in France.,"True or False? ""
Answer: True
###",True,1,EN,0.6240794659,Location
The event 'Battle of Abbeville' occurred in 894.0.,False. The Battle of Abbeville occurred in,False,1,EN,0.6244492531,Year
The event 'Villasur expedition massacre' took place in United Kingdom.,"True or False? True or False? 

####",False,1,EN,0.6233053207,Location
The event 'Villasur expedition massacre' occurred in 1720.0.,"5 True False
1. True
####",True,1,EN,0.6229834557,Year
The event 'Battle of Cane Hill' took place in United States of America.,"True or False?

Comment:
Please answer the question",True,1,EN,0.6238029003,Location
The event 'Battle of Cane Hill' occurred in 1347.0.,"True or False?TrueFalse
The event '",False,1,EN,0.6242847443,Year
The event 'Battle of Châtillon' took place in Germany.,False. The event 'Battle of Châtillon,False,1,EN,0.6234941483,Location
The event 'Battle of Châtillon' occurred in 1870.0.,True or False? False. The Battle of Ch,True,1,EN,0.6236195564,Year
The event 'Battle of Bulltown' took place in United States of America.,"Answer: FALSE

Please explain your answer in",True,0,EN,0.624134779,Location
The event 'Battle of Bulltown' occurred in 1863.0.,True or False? True. The event 'Battle,True,1,EN,0.6232774258,Year
The event 'Intabu riot' took place in Germany.,"FALSE
5. What is the main cause of",False,1,EN,0.6238861084,Location
The event 'Intabu riot' occurred in 1864.0.,True or False? True. 1.,True,1,EN,0.6238257885,Year
The event 'Battle of Crécy' took place in United Kingdom.,"TRUE or FALSE? 

Answer: TRUE. The",False,1,EN,0.624361515,Location
The event 'Battle of Crécy' occurred in 1346.0.,5.6.7.8.9.,True,0,EN,0.6242954731,Year
The event 'Capture of Sedalia' took place in Turkey.,True or False? False. It took place in,False,1,EN,0.6242320538,Location
The event 'Capture of Sedalia' occurred in 1864.0.,"True False
The event 'Capture of Sedalia",True,1,EN,0.623418808,Year
The event 'Battle of Trenton' took place in France.,True or False? False. The Battle of Trent,False,1,EN,0.6240656376,Location
The event 'Battle of Trenton' occurred in 1776.0.,"5
Answer: True.0.5",True,1,EN,0.6244859695,Year
The event 'Battle of Perryville' took place in United Kingdom.,FALSE. The event 'Battle of Perryville',False,1,EN,0.6234233379,Location
The event 'Battle of Perryville' occurred in 1862.0.,"True False
The event 'Battle of Perryville",True,1,EN,0.6239054203,Year
The event 'Battle of New Bern' took place in Turkey.,"FALSE
What is the next statement? I'll",False,1,EN,0.6244130135,Location
The event 'Battle of New Bern' occurred in 1862.0.,0.0.0.0.0.,True,0,EN,0.6237592697,Year
The event 'Battle of Summit Springs' took place in Turkey.,"True or False? 

Answer: False. The",False,1,EN,0.6233725548,Location
The event 'Battle of Summit Springs' occurred in 1869.0.,1. True.0.2. False.,True,1,EN,0.6241414547,Year
The event 'Siege of Kolberg' took place in France.,"TRUE or FALSE?

Answer: FALSE. The Siege",False,1,EN,0.627352953,Location
The event 'Siege of Kolberg' occurred in 1759.0.,0.0.0.0.0.,True,0,EN,0.6242063046,Year
The event 'Battle of Albert' took place in Germany.,"(Answer: FALSE)
4. The event '",False,1,EN,0.6243774891,Location
The event 'Battle of Albert' occurred in 1545.0.,"True or False? **True**
Now, let",False,1,EN,0.6243281364,Year
The event 'Battle of Mons Seleucus' took place in Japan.,True or False? False. The Battle of Mons,False,1,EN,0.6245467663,Location
The event 'Battle of Mons Seleucus' occurred in 353.0.,"5.1. True/False
Answer:",True,1,EN,0.6245639324,Year
The event 'Battle of the Seine' took place in France.,True or False? True. Next question. The,True,1,EN,0.6248261929,Location
The event 'Battle of the Seine' occurred in 1416.0.,0.0.0.0.0.,True,0,EN,0.6249170303,Year
The event 'Battle for Brest' took place in France.,"True or False? True. 
Answer: True",True,1,EN,0.6247947216,Location
The event 'Battle for Brest' occurred in 1876.0.,5.5.5.5.5.,False,0,EN,0.6255557537,Year
The event 'Falaise Pocket' took place in France.,"True or False? ""
The answer is True.",True,1,EN,0.6236948967,Location
The event 'Falaise Pocket' occurred in 1944.0.,True or False? (Please answer with just T,True,1,EN,0.6245806217,Year
The event 'State visit of Erich Honecker in France' took place in United Kingdom.,True or False? Answer: FALSE. It took,False,1,EN,0.623483181,Location
The event 'State visit of Erich Honecker in France' occurred in 1988.0.,"True or False? True
#### 8.",True,1,EN,0.6241195202,Year
The event 'Battle of Varey' took place in France.,"True or False?

Answer: True. The Battle",True,1,EN,0.6240494251,Location
The event 'Battle of Varey' occurred in 458.0.,"5.1
True or False? 
Answer",False,1,EN,0.624049902,Year
The event 'Third Battle of Artois' took place in United Kingdom.,"True or False? 
Answer: FALSE
The",False,1,EN,0.6248965263,Location
The event 'Third Battle of Artois' occurred in 1915.0.,"0
True
**The correct answer is:",True,1,EN,0.6237533092,Year
The event 'Battle of Toulon' took place in United States of America.,True or False? True or False?  False,False,1,EN,0.6241180897,Location
The event 'Battle of Toulon' occurred in 1527.0.,"False.
2. The event 'Battle of T",False,1,EN,0.624008894,Year
The event 'Siege of Belfort' took place in France.,"True or False?

Answer: True
####",True,1,EN,0.6246640682,Location
The event 'Siege of Belfort' occurred in 1870.0.,True or False? False. The event 'Sie,True,1,EN,0.6254360676,Year
The event 'Battle of Fort Blair' took place in United States of America.,True or False? – user_1234,True,1,EN,0.6258018017,Location
The event 'Battle of Fort Blair' occurred in 1160.0.,0.0.0.0.0.,False,0,EN,0.6251573563,Year
The event 'Battle of Burdigala' took place in United Kingdom.,"True or False? 
Answer: FALSE. The",False,1,EN,0.6242704391,Location
The event 'Battle of Burdigala' occurred in -106.0.,5.0.0.0.0.,True,0,EN,0.6243655682,Year
The event 'Battle of Newton's Station' took place in United States of America.,False. The event took place in the United States,True,0,EN,0.6247918606,Location
The event 'Battle of Newton's Station' occurred in 1863.0.,"5 points  True False
#### The Battle of",True,1,EN,0.6236391068,Year
The event 'Battle of Ueno' took place in Turkey.,FALSE The event 'Battle of Ueno' took,False,1,EN,0.6230754852,Location
The event 'Battle of Ueno' occurred in 1868.0.,False. The event 'Battle of Ueno',True,0,EN,0.6237738132,Year
The event 'Battle of Short Hills' took place in Turkey.,"False
Answer: True
The Battle of Short",False,1,EN,0.6231482029,Location
The event 'Battle of Short Hills' occurred in 1877.0.,0.0.0.0.0.,False,0,EN,0.6245388985,Year
The event 'Battle of Mackinac Island' took place in United States of America.,False. The event 'Battle of Mackinac,True,0,EN,0.6257972717,Location
The event 'Battle of Mackinac Island' occurred in 1251.0.,0.0.0.0.0.,False,0,EN,0.6249711514,Year
The event 'Battle of Toulon' took place in United Kingdom.,"True or False?

Comment:
The event 'Battle",False,1,EN,0.6246023178,Location
The event 'Battle of Toulon' occurred in 1938.0.,"5
Answer: FALSE. The Battle of T",False,1,EN,0.6240296364,Year
The event 'Lichtenberg Siege' took place in France.,"True or False? 

Answer: True. The",True,1,EN,0.6237716675,Location
The event 'Lichtenberg Siege' occurred in 783.0.,True or False? True. 1. What,False,1,EN,0.6240949631,Year
The event 'Battle of Wœrth' took place in Turkey.,False. The event 'Battle of Wœr,False,1,EN,0.6258025169,Location
The event 'Battle of Wœrth' occurred in 1181.0.,"5

True
False
Answer: True",False,1,EN,0.6256222725,Year
The event 'Battle of the Little Bighorn' took place in United States of America.,"True or False? 
Answer: True
``",True,1,EN,0.6249763966,Location
The event 'Battle of the Little Bighorn' occurred in 1858.0.,False. The event 'Battle of the Little B,False,1,EN,0.6255021095,Year
The event 'Battle of Metz' took place in Turkey.,FALSE The event 'Battle of Metz' took,False,1,EN,0.6239421368,Location
The event 'Battle of Metz' occurred in 1944.0.,"1 True or False? False
**Please answer",True,1,EN,0.6247589588,Year
The event 'Battle of Torrence's Tavern' took place in France.,FALSE. The event 'Battle of Torrence's,False,1,EN,0.625392437,Location
The event 'Battle of Torrence's Tavern' occurred in 508.0.,0.0.0.0.0.,False,0,EN,0.6244726181,Year
The event 'Battle of Patay' took place in United Kingdom.,True or False? False. The Battle of Pat,False,1,EN,0.6244821548,Location
The event 'Battle of Patay' occurred in 1792.0.,0.0.0.0.0.,False,0,EN,0.6241748333,Year
The event 'Battle of Plouharnel' took place in Turkey.,"False
Answer: False. The Battle of Pl",False,1,EN,0.6242587566,Location
The event 'Battle of Plouharnel' occurred in 1173.0.,0.0.0.0.0.,False,0,EN,0.6246533394,Year
The event 'Battle of Green Spring' took place in Turkey.,"FALSE

Answer: FALSE

The event 'Battle",False,1,EN,0.6238131523,Location
The event 'Battle of Green Spring' occurred in 1943.0.,5.1.5.1.5.,False,0,EN,0.6235826015,Year
The event 'Battle of Lalakaon' took place in Turkey.,False The event 'Battle of Lalakaon',True,0,EN,0.6247701645,Location
The event 'Battle of Lalakaon' occurred in 863.0.,True or False? True. The event 'Battle,True,1,EN,0.6244704723,Year
The event 'Battle of Rouans' took place in Turkey.,"FALSE. It took place in France. ""The",False,1,EN,0.6239209175,Location
The event 'Battle of Rouans' occurred in 1793.0.,True or False? True. [5 points],True,1,EN,0.6246478558,Year
The event 'Battle of Bressuire' took place in France.,"True or False? "" 
    - Answer:",True,1,EN,0.6249883175,Location
The event 'Battle of Bressuire' occurred in 1794.0.,"5
False
**Explanation:** The Battle of",True,0,EN,0.6239833832,Year
The event 'Battle of Katakaku-Ikusagaya' took place in Turkey.,False. The Battle of Katakaku-Ikus,False,1,EN,0.6246416569,Location
The event 'Battle of Katakaku-Ikusagaya' occurred in 1509.0.,0.0.0.0.0.,True,0,EN,0.6243650913,Year
The event 'Battle of Kuzuryū-gawa' took place in Germany.,"True or False?
Answer: FALSE (It took",False,1,EN,0.6241672039,Location
The event 'Battle of Kuzuryū-gawa' occurred in -57.0.,0.0.0.0.0.,False,0,EN,0.6239337921,Year
The event 'Battle of Magetobria' took place in France.,"True or False? 

Answer: False. The",True,1,EN,0.6256225109,Location
The event 'Battle of Magetobria' occurred in -62.0.,True or False? False. The event 'Battle,True,1,EN,0.6240224838,Year
The event 'Battle of Gettysburg' took place in Japan.,"FALSE
What is the next statement? →",False,1,EN,0.6246316433,Location
The event 'Battle of Gettysburg' occurred in 1863.0.,"True False. 

What is the next statement?",True,1,EN,0.6247179508,Year
The event 'Battle of Auray' took place in United States of America.,True or False? Answer: FALSE (It took,False,1,EN,0.626950264,Location
The event 'Battle of Auray' occurred in 1349.0.,0.0.0.0.0.,False,0,EN,0.6248903275,Year
The event 'Battle of Breitenfeld' took place in France.,"FALSE
2. The event 'Battle of the",False,1,EN,0.624966383,Location
The event 'Battle of Breitenfeld' occurred in 1631.0.,"True/False

Answer: True

1.",True,1,EN,0.623875618,Year
The event 'Battle of Le Mans' took place in France.,True or False? Reply with your answer. Thanks,True,1,EN,0.624175787,Location
The event 'Battle of Le Mans' occurred in 1799.0.,"True or False?"". It's a binary question",True,1,EN,0.6257133484,Year
The event 'Battle of Fayetteville' took place in Japan.,FALSE. The event 'Battle of Fayetteville',False,1,EN,0.622887373,Location
The event 'Battle of Fayetteville' occurred in 1862.0.,"0
True
**What do you think?",True,1,EN,0.6241447926,Year
The event 'Battle of Seibagaharu' took place in Japan.,FALSE The event 'Battle of Seibagah,True,0,EN,0.6248986721,Location
The event 'Battle of Seibagaharu' occurred in 1364.0.,True or False? True. Final Answer: The,False,1,EN,0.6237676144,Year
The event 'Battle of Vesontio' took place in United Kingdom.,"True or False?

Comment: This is not a",False,1,EN,0.6239976883,Location
The event 'Battle of Vesontio' occurred in 68.0.,0.0.0.0.0.,True,0,EN,0.6246569157,Year
The event 'Battle of Saint Mary's Church' took place in Germany.,False. The event 'Battle of Saint Mary's,False,1,EN,0.6237304211,Location
The event 'Battle of Saint Mary's Church' occurred in 1864.0.,"5
#### 0.5
####",True,0,EN,0.6236712933,Year
The event 'Battle of the Herrings' took place in France.,"False
The event 'Battle of the Herrings",True,0,EN,0.6245865822,Location
The event 'Battle of the Herrings' occurred in 296.0.,0.0.0.0.0.,False,0,EN,0.622961998,Year
The event 'Battle of Boucéel' took place in France.,"TRUE/FALSE

#### TRUE

#### 4",True,1,EN,0.6236357689,Location
The event 'Battle of Boucéel' occurred in 1715.0.,0.0.0.0.0.,False,0,EN,0.62444067,Year
The event 'Battle of Pont-Charrault' took place in United Kingdom.,"True or False? 
Please answer True or False",False,1,EN,0.624008894,Location
The event 'Battle of Pont-Charrault' occurred in 1793.0.,5.1.6.1.7.,True,0,EN,0.6248703003,Year
The event 'Battle of Mansura' took place in Japan.,"False
* 3. The event 'Battle",False,1,EN,0.6232833862,Location
The event 'Battle of Mansura' occurred in 1864.0.,5 True or False? False. The Battle of,True,1,EN,0.6235435009,Year
The event 'Battle of Arles' took place in United States of America.,True or False? False. The Battle of Ar,False,1,EN,0.6252117157,Location
The event 'Battle of Arles' occurred in 471.0.,5.0.5.0.5.,True,0,EN,0.624268055,Year
The event 'Battle of Chaffin's Farm' took place in United States of America.,True or False? False. It took place in,True,1,EN,0.6236047745,Location
The event 'Battle of Chaffin's Farm' occurred in 1864.0.,True or False? True. Thank you for your,True,1,EN,0.624122858,Year
The event 'Yamashiro ikki' took place in Germany.,True or False? True. The event 'Y,False,1,EN,0.6254146099,Location
The event 'Yamashiro ikki' occurred in 1637.0.,"5.0 True/False? 

####",False,1,EN,0.6241929531,Year
The event 'Battle of Bergerac' took place in Germany.,False The Battle of Bergerac was a battle fought,False,1,EN,0.6244573593,Location
The event 'Battle of Bergerac' occurred in 506.0.,True or False? False. The event 'Battle,False,1,EN,0.6243627071,Year
The event 'Battle of Virden' took place in France.,False. The event 'Battle of Virden,False,1,EN,0.6242058277,Location
The event 'Battle of Virden' occurred in 1898.0.,0.0.0.0.0.,True,0,EN,0.6239173412,Year
The event 'Battle of Massard Prairie' took place in Germany.,False. The event 'Battle of Massard Prairie,False,1,EN,0.623868227,Location
