Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
The event 'Second Battle of Adobe Walls' took place in Japan.,Comment: False. The Second Battle of,False,1,EN,0.5755052567,Location
The event 'Second Battle of Adobe Walls' occurred in 1811.0.,1 False. The Second Battle of Adobe W,False,1,EN,0.5766012669,Year
The event 'First Battle of Noirmoutier' took place in France.,Comment: True. The Battle of No,True,1,EN,0.5750932693,Location
The event 'First Battle of Noirmoutier' occurred in 1202.0.,"True

Comment: @user151",False,0,EN,0.5771369934,Year
The event 'combat off the coast of Florida' took place in United Kingdom.,Comment: False. The event 'com,False,1,EN,0.5755224228,Location
The event 'combat off the coast of Florida' occurred in 1783.0.,"False.

The event 'com",True,0,EN,0.5771980286,Year
The event 'Battle of Dollar' took place in United Kingdom.,"Answer: True.

The",True,1,EN,0.5768666267,Location
The event 'Battle of Dollar' occurred in 875.0.,"Answer: False.

The",True,0,EN,0.5755450726,Year
The event 'Battle of Craney Island' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5754938126,Location
The event 'Battle of Craney Island' occurred in 1813.0.,1 True. The Battle of Craney Island,True,1,EN,0.5753023624,Year
The event 'Battle of Tom's Brook' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5768716335,Location
The event 'Battle of Tom's Brook' occurred in 1864.0.,"True.

The Battle of Tom's",True,1,EN,0.5758345127,Year
The event 'Cherry Valley massacre' took place in United States of America.,"Answer: True.

The",True,1,EN,0.575783968,Location
The event 'Cherry Valley massacre' occurred in 1778.0.,"True.

The Cherry Valley massacre",True,1,EN,0.5746116638,Year
The event 'Battle of Paducah' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5757374763,Location
The event 'Battle of Paducah' occurred in 1857.0.,False. The Battle of Paducah occurred in,False,1,EN,0.5769424438,Year
The event 'Battle of the Îles Saint-Marcouf' took place in France.,Comment: False. It took place in,True,0,EN,0.5763635635,Location
The event 'Battle of the Îles Saint-Marcouf' occurred in 1842.0.,0.1. False. The Battle of the,False,1,EN,0.6059949398,Year
The event 'Battle of Athens' took place in United States of America.,Comment: True. It took place in,True,1,EN,0.5766744614,Location
The event 'Battle of Athens' occurred in 1538.0.,False. The Battle of Athens occurred in,False,1,EN,0.577162981,Year
The event 'Battle of Rio Hill' took place in France.,Comment: False. The Battle of Rio,False,1,EN,0.5774855614,Location
The event 'Battle of Rio Hill' occurred in 1864.0.,1 True. The Battle of Rio Hill was fought,True,1,EN,0.5775442123,Year
The event 'Battle of the Neches' took place in Japan.,Comment: False. The Battle of the,False,1,EN,0.5761232376,Location
The event 'Battle of the Neches' occurred in 1839.0.,1 True. The Battle of the Neches was,True,1,EN,0.5764987469,Year
The event 'Battle of Calcasieu Pass' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5762577057,Location
The event 'Battle of Calcasieu Pass' occurred in 1181.0.,False. The Battle of Calcasieu Pass occurred,False,1,EN,0.576130867,Year
The event 'Battle of Sievershausen' took place in Germany.,Comment: True. It took place in,True,1,EN,0.5767681599,Location
The event 'Battle of Sievershausen' occurred in 1553.0.,"1

False. The Battle of Sievers",True,0,EN,0.5764498711,Year
The event 'Battle of Mud Springs' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5755939484,Location
The event 'Battle of Mud Springs' occurred in 1865.0.,1 False. The Battle of Mud Springs occurred,True,0,EN,0.5752096176,Year
The event 'La Tour monument' took place in United States of America.,"Answer: False.

The",False,1,EN,0.5762915611,Location
The event 'La Tour monument' occurred in 1277.0.,"False.

The event 'La",False,1,EN,0.5764241219,Year
The event 'Battle of North Point' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5757205486,Location
The event 'Battle of North Point' occurred in 1814.0.,"True

Comment: @JamesKPol",True,1,EN,0.5766246319,Year
The event 'Battle of Brier Creek' took place in United Kingdom.,"Answer: False.

The",False,1,EN,0.5755283833,Location
The event 'Battle of Brier Creek' occurred in 1510.0.,False. The Battle of Brier Creek occurred in,False,1,EN,0.5768225193,Year
The event 'Battle of Toulouse' took place in France.,Comment: True. The Battle of T,True,1,EN,0.5774979591,Location
The event 'Battle of Toulouse' occurred in 439.0.,False. The Battle of Toulouse,True,0,EN,0.576287508,Year
The event 'Battle of Front Royal' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5745248795,Location
The event 'Battle of Front Royal' occurred in 1862.0.,"True

Comment: @JamesKPol",True,1,EN,0.5776343346,Year
The event 'Paris Peace Accords' took place in United States of America.,Answer: False. The Paris Peace,False,1,EN,0.575615406,Location
The event 'Paris Peace Accords' occurred in 1973.0.,"1

True. The Paris Peace Accords",True,1,EN,0.5768480301,Year
The event 'Battle of Saint-Gilles-sur-Vie' took place in France.,Comment: True. It took place in,True,1,EN,0.5802528858,Location
The event 'Battle of Saint-Gilles-sur-Vie' occurred in 1815.0.,1 False. The Battle of Saint-Gilles,True,0,EN,0.6064898968,Year
The event 'Battle of Auverne' took place in France.,Comment: True. The Battle of Mon,True,1,EN,0.575861454,Location
The event 'Battle of Auverne' occurred in 1181.0.,"True

1. The event 'Battle of",False,0,EN,0.5771861076,Year
The event 'Battle of Myōzenji' took place in Japan.,Comment: True. It's a,True,1,EN,0.576905489,Location
The event 'Battle of Myōzenji' occurred in 1993.0.,False. The Battle of Myōzenji occurred,False,1,EN,0.5770535469,Year
The event 'Battle of Hannyano' took place in Germany.,Comment: False. The Battle of H,False,1,EN,0.5763599873,Location
The event 'Battle of Hannyano' occurred in 981.0.,"Answer: False.

The",False,1,EN,0.5763857365,Year
The event 'Battle of Baugé' took place in Japan.,Comment: False. The Battle of Bau,False,1,EN,0.577906847,Location
The event 'Battle of Baugé' occurred in 1421.0.,"1 True0.01 False

An",True,1,EN,0.5779278278,Year
The event 'Battle of Kenapacomaqua' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5765564442,Location
The event 'Battle of Kenapacomaqua' occurred in 1467.0.,False. The Battle of Kenapacomaqu,False,1,EN,0.5747935772,Year
The event 'Invasion of Normandy' took place in France.,Comment: True. The event 'Inv,True,1,EN,0.5757665634,Location
The event 'Invasion of Normandy' occurred in 1944.0.,"True.

Comment: @user31",True,1,EN,0.5765435696,Year
"The event 'Uprising of March 18, 1871' took place in France.",Comment: True. It was the Paris,True,1,EN,0.6060373783,Location
"The event 'Uprising of March 18, 1871' occurred in 1926.0.","False.

Comment: @MichaelK",False,1,EN,0.6059029102,Year
The event 'Battle of Narbonne' took place in France.,Comment: True. The Battle of Nar,True,1,EN,0.5757820606,Location
The event 'Battle of Narbonne' occurred in 1557.0.,1 False. The Battle of Narbonne occurred,False,1,EN,0.5757462978,Year
The event 'Battle of Fort Pillow' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5755956173,Location
The event 'Battle of Fort Pillow' occurred in 1864.0.,1 True. The Battle of Fort Pillow,True,1,EN,0.5748538971,Year
The event 'Battle of Yuminohama' took place in Japan.,Comment: True. The Battle of Y,True,1,EN,0.57665658,Location
The event 'Battle of Yuminohama' occurred in 1564.0.,"True

Comment: @user123",True,1,EN,0.5767273903,Year
The event 'Battle of Funkstown' took place in United States of America.,Comment: True. The Battle of F,True,1,EN,0.5767097473,Location
The event 'Battle of Funkstown' occurred in 1411.0.,False. The Battle of Funkstown occurred,False,1,EN,0.575799942,Year
The event 'Battle of Laon' took place in France.,Comment: True. The Battle of La,True,1,EN,0.5761902332,Location
The event 'Battle of Laon' occurred in 1814.0.,1 False. The Battle of Laon occurred in,True,0,EN,0.5764956474,Year
The event 'Battle of Abbeville' took place in France.,Comment: True. The Battle of Abb,True,1,EN,0.5772383213,Location
The event 'Battle of Abbeville' occurred in 894.0.,False. The Battle of Abbeville occurred in,False,1,EN,0.5770885944,Year
The event 'Villasur expedition massacre' took place in United Kingdom.,Comment: False. The Villasur,False,1,EN,0.5756440163,Location
The event 'Villasur expedition massacre' occurred in 1720.0.,Answer: False. The Villas,True,0,EN,0.5759167671,Year
The event 'Battle of Cane Hill' took place in United States of America.,"Answer: False.

The",True,0,EN,0.5771517754,Location
The event 'Battle of Cane Hill' occurred in 1347.0.,False. The Battle of Cane Hill occurred in,False,1,EN,0.577696085,Year
The event 'Battle of Châtillon' took place in Germany.,Comment: False. The Battle of Ch,False,1,EN,0.5770168304,Location
The event 'Battle of Châtillon' occurred in 1870.0.,1 False. The Battle of Châtillon occurred,True,0,EN,0.576508522,Year
The event 'Battle of Bulltown' took place in United States of America.,Comment: True. The Battle of Bull,True,1,EN,0.5749776363,Location
The event 'Battle of Bulltown' occurred in 1863.0.,1 True. The Battle of Bulltown occurred on,True,1,EN,0.5773122311,Year
The event 'Intabu riot' took place in Germany.,Answer: False. The Intab,False,1,EN,0.5767631531,Location
The event 'Intabu riot' occurred in 1864.0.,"T F

Answer: False. The",True,0,EN,0.5758113861,Year
The event 'Battle of Crécy' took place in United Kingdom.,Comment: False. The Battle of Cr,False,1,EN,0.5754396915,Location
The event 'Battle of Crécy' occurred in 1346.0.,"1 True

The event 'Battle of Cr",True,1,EN,0.5763559341,Year
The event 'Capture of Sedalia' took place in Turkey.,Comment: False. The Battle of Sed,False,1,EN,0.5780410767,Location
The event 'Capture of Sedalia' occurred in 1864.0.,"1

True. The Battle of Sedalia",True,1,EN,0.5765316486,Year
The event 'Battle of Trenton' took place in France.,Comment: False. The Battle of T,False,1,EN,0.5774862766,Location
The event 'Battle of Trenton' occurred in 1776.0.,"True.

Comment: @user31",True,1,EN,0.5762398243,Year
The event 'Battle of Perryville' took place in United Kingdom.,Comment: False. The Battle of Perry,False,1,EN,0.577249527,Location
The event 'Battle of Perryville' occurred in 1862.0.,1 True. The Battle of Perryville was fought,True,1,EN,0.5765702724,Year
The event 'Battle of New Bern' took place in Turkey.,Comment: False. The Battle of New,False,1,EN,0.5758640766,Location
The event 'Battle of New Bern' occurred in 1862.0.,1 True. The Battle of New Bern took place,True,1,EN,0.5752360821,Year
The event 'Battle of Summit Springs' took place in Turkey.,Answer: False. The Battle of,False,1,EN,0.5763602257,Location
The event 'Battle of Summit Springs' occurred in 1869.0.,False. The Battle of Summit Springs occurred in,True,0,EN,0.576734066,Year
The event 'Siege of Kolberg' took place in France.,Comment: False. The Siege of,False,1,EN,0.5759551525,Location
The event 'Siege of Kolberg' occurred in 1759.0.,False. The Siege of Kolberg occurred in,True,0,EN,0.579189539,Year
The event 'Battle of Albert' took place in Germany.,Comment: False. The Battle of Albert,False,1,EN,0.5763831139,Location
The event 'Battle of Albert' occurred in 1545.0.,False. The Battle of Albert occurred in 1,False,1,EN,0.5759146214,Year
The event 'Battle of Mons Seleucus' took place in Japan.,"Answer: False.

The",False,1,EN,0.5753877163,Location
The event 'Battle of Mons Seleucus' occurred in 353.0.,"1 BC.

Answer: False.",True,0,EN,0.5759308338,Year
The event 'Battle of the Seine' took place in France.,"Answer: True.

The",True,1,EN,0.5759184361,Location
The event 'Battle of the Seine' occurred in 1416.0.,1 False. The Battle of the Seine occurred in,True,0,EN,0.5769870281,Year
The event 'Battle for Brest' took place in France.,Comment: False. The Battle of B,True,0,EN,0.5771920681,Location
The event 'Battle for Brest' occurred in 1876.0.,False. The Battle for Brest occurred in,False,1,EN,0.5764629841,Year
The event 'Falaise Pocket' took place in France.,Comment: True. The Battle of the,True,1,EN,0.5779705048,Location
The event 'Falaise Pocket' occurred in 1944.0.,"True.

The Battle of the Bulge",True,1,EN,0.576253891,Year
The event 'State visit of Erich Honecker in France' took place in United Kingdom.,Comment: False. The event 'State,False,1,EN,0.5774827003,Location
The event 'State visit of Erich Honecker in France' occurred in 1988.0.,"True.

Comment: @user15",True,1,EN,0.6058614254,Year
The event 'Battle of Varey' took place in France.,Comment: False. The Battle of V,True,0,EN,0.5759494305,Location
The event 'Battle of Varey' occurred in 458.0.,False. The Battle of Varey,False,1,EN,0.5765206814,Year
The event 'Third Battle of Artois' took place in United Kingdom.,Comment: False. The Third Battle of,False,1,EN,0.577682972,Location
The event 'Third Battle of Artois' occurred in 1915.0.,Answer: False. The Third Battle of Arto,True,0,EN,0.5788371563,Year
The event 'Battle of Toulon' took place in United States of America.,Comment: False. The Battle of T,False,1,EN,0.575065136,Location
The event 'Battle of Toulon' occurred in 1527.0.,1 False. The Battle of Toulon occurred,False,1,EN,0.5760588646,Year
The event 'Siege of Belfort' took place in France.,Comment: True. The Siege of,True,1,EN,0.5762629509,Location
The event 'Siege of Belfort' occurred in 1870.0.,1. True. The Siege of Belf,True,1,EN,0.5778825283,Year
The event 'Battle of Fort Blair' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5768241882,Location
The event 'Battle of Fort Blair' occurred in 1160.0.,"False.

Comment: @JamesK",False,1,EN,0.5756678581,Year
The event 'Battle of Burdigala' took place in United Kingdom.,Comment: False. The Battle of Bur,False,1,EN,0.5763533115,Location
The event 'Battle of Burdigala' occurred in -106.0.,Comment: False. The Battle of Bur,True,0,EN,0.576464653,Year
The event 'Battle of Newton's Station' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5813262463,Location
The event 'Battle of Newton's Station' occurred in 1863.0.,1 True. The Battle of Newton Station occurred on,True,1,EN,0.5781862736,Year
The event 'Battle of Ueno' took place in Turkey.,Comment: False. The Battle of U,False,1,EN,0.5755572319,Location
The event 'Battle of Ueno' occurred in 1868.0.,False. The Battle of Ueno occurred,True,0,EN,0.5758693218,Year
The event 'Battle of Short Hills' took place in Turkey.,Comment: False. The Battle of Short,False,1,EN,0.5767412186,Location
The event 'Battle of Short Hills' occurred in 1877.0.,False. The Battle of Short Hills occurred in,False,1,EN,0.5772304535,Year
The event 'Battle of Mackinac Island' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5775225163,Location
The event 'Battle of Mackinac Island' occurred in 1251.0.,"False.

Comment: @user31",False,1,EN,0.5758571625,Year
The event 'Battle of Toulon' took place in United Kingdom.,Comment: False. The Battle of T,False,1,EN,0.5781133175,Location
The event 'Battle of Toulon' occurred in 1938.0.,False. The Battle of Toulon occurred in,False,1,EN,0.5763187408,Year
The event 'Lichtenberg Siege' took place in France.,Comment: False. The Lichtenberg,True,0,EN,0.5769803524,Location
The event 'Lichtenberg Siege' occurred in 783.0.,"False.

Comment: @MichaelF",False,1,EN,0.5790536404,Year
The event 'Battle of Wœrth' took place in Turkey.,Comment: False. The Battle of W,False,1,EN,0.5757894516,Location
The event 'Battle of Wœrth' occurred in 1181.0.,False. The Battle of Wœrth occurred,False,1,EN,0.577239275,Year
The event 'Battle of the Little Bighorn' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5764446259,Location
The event 'Battle of the Little Bighorn' occurred in 1858.0.,False. The Battle of the Little Bighorn,False,1,EN,0.5754055977,Year
The event 'Battle of Metz' took place in Turkey.,Comment: False. The Battle of Met,False,1,EN,0.5773186684,Location
The event 'Battle of Metz' occurred in 1944.0.,"True

Comment: @user161",True,1,EN,0.5768110752,Year
The event 'Battle of Torrence's Tavern' took place in France.,"Answer: False.

The",False,1,EN,0.5762815475,Location
The event 'Battle of Torrence's Tavern' occurred in 508.0.,False. The Battle of Torrence',False,1,EN,0.5753047466,Year
The event 'Battle of Patay' took place in United Kingdom.,Comment: False. The Battle of Pat,False,1,EN,0.5769364834,Location
The event 'Battle of Patay' occurred in 1792.0.,False. The Battle of Patay occurred in,False,1,EN,0.5768482685,Year
The event 'Battle of Plouharnel' took place in Turkey.,Comment: False. The Battle of Pl,False,1,EN,0.5772178173,Location
The event 'Battle of Plouharnel' occurred in 1173.0.,False. The Battle of Plouharnel,False,1,EN,0.5770454407,Year
The event 'Battle of Green Spring' took place in Turkey.,Comment: False. The Battle of Green,False,1,EN,0.575627327,Location
The event 'Battle of Green Spring' occurred in 1943.0.,False. The Battle of Green Spring occurred in,False,1,EN,0.5760638714,Year
The event 'Battle of Lalakaon' took place in Turkey.,Comment: False. The Battle of L,True,0,EN,0.5768268108,Location
The event 'Battle of Lalakaon' occurred in 863.0.,"Answer: False.

The",True,0,EN,0.5766787529,Year
The event 'Battle of Rouans' took place in Turkey.,Comment: False. The Battle of Rou,False,1,EN,0.5749254227,Location
The event 'Battle of Rouans' occurred in 1793.0.,"True

Comment: @user172",True,1,EN,0.5767991543,Year
The event 'Battle of Bressuire' took place in France.,Comment: True. The Battle of B,True,1,EN,0.5770506859,Location
The event 'Battle of Bressuire' occurred in 1794.0.,False. The Battle of Bressu,True,0,EN,0.5772194862,Year
The event 'Battle of Katakaku-Ikusagaya' took place in Turkey.,Comment: False. The Battle of Kat,False,1,EN,0.5777313709,Location
The event 'Battle of Katakaku-Ikusagaya' occurred in 1509.0.,"True

Comment: @user161",True,1,EN,0.6066732407,Year
The event 'Battle of Kuzuryū-gawa' took place in Germany.,Comment: False. The Battle of K,False,1,EN,0.5756840706,Location
The event 'Battle of Kuzuryū-gawa' occurred in -57.0.,"Answer: False.

The",False,1,EN,0.5767307281,Year
The event 'Battle of Magetobria' took place in France.,Comment: False. The Battle of M,True,0,EN,0.5761218071,Location
The event 'Battle of Magetobria' occurred in -62.0.,Answer: False. The Battle of,True,0,EN,0.5778677464,Year
The event 'Battle of Gettysburg' took place in Japan.,Comment: False. The Battle of Get,False,1,EN,0.5765759945,Location
The event 'Battle of Gettysburg' occurred in 1863.0.,"1

True.

0.2",True,1,EN,0.5778491497,Year
The event 'Battle of Auray' took place in United States of America.,Comment: False. The Battle of Aur,False,1,EN,0.5761220455,Location
The event 'Battle of Auray' occurred in 1349.0.,False. The Battle of Auray occurred in,False,1,EN,0.5754914284,Year
The event 'Battle of Breitenfeld' took place in France.,Comment: False. The Battle of Bre,False,1,EN,0.5771689415,Location
The event 'Battle of Breitenfeld' occurred in 1631.0.,"True

Comment: @RohitM",True,1,EN,0.5782661438,Year
The event 'Battle of Le Mans' took place in France.,Comment: True. The Battle of Le,True,1,EN,0.5756523609,Location
The event 'Battle of Le Mans' occurred in 1799.0.,False. The Battle of Le Mans was a battle,True,0,EN,0.5763597488,Year
The event 'Battle of Fayetteville' took place in Japan.,"Answer: False.

The",False,1,EN,0.5769248009,Location
The event 'Battle of Fayetteville' occurred in 1862.0.,"1

True

The Battle of F",True,1,EN,0.57863307,Year
The event 'Battle of Seibagaharu' took place in Japan.,Comment: True. The Battle of Se,True,1,EN,0.5776674747,Location
The event 'Battle of Seibagaharu' occurred in 1364.0.,"True

Comment: @RohitM",False,0,EN,0.5763094425,Year
The event 'Battle of Vesontio' took place in United Kingdom.,Comment: False. The Battle of V,False,1,EN,0.5757958889,Location
The event 'Battle of Vesontio' occurred in 68.0.,Comment: True. The Battle of V,True,1,EN,0.5772013664,Year
The event 'Battle of Saint Mary's Church' took place in Germany.,Answer: False. The Battle of,False,1,EN,0.5766885281,Location
The event 'Battle of Saint Mary's Church' occurred in 1864.0.,1 True. The Battle of Saint Mary's,True,1,EN,0.5777685642,Year
The event 'Battle of the Herrings' took place in France.,Comment: False. The Battle of the,True,0,EN,0.5767343044,Location
The event 'Battle of the Herrings' occurred in 296.0.,"Answer: False.

The",False,1,EN,0.5770795345,Year
The event 'Battle of Boucéel' took place in France.,Comment: True. The Battle of Bou,True,1,EN,0.5759608746,Location
The event 'Battle of Boucéel' occurred in 1715.0.,"0.

False. The Battle of Bou",False,1,EN,0.577324152,Year
The event 'Battle of Pont-Charrault' took place in United Kingdom.,"Answer: False.

The",False,1,EN,0.5767183304,Location
The event 'Battle of Pont-Charrault' occurred in 1793.0.,"True

Comment: @JamesKPol",True,1,EN,0.5770995617,Year
The event 'Battle of Mansura' took place in Japan.,Comment: False. The Battle of Mans,False,1,EN,0.576300621,Location
The event 'Battle of Mansura' occurred in 1864.0.,False. The Battle of Mansura occurred in,True,0,EN,0.5769226551,Year
The event 'Battle of Arles' took place in United States of America.,Comment: False. The Battle of Ar,False,1,EN,0.5767614841,Location
The event 'Battle of Arles' occurred in 471.0.,False. The Battle of Arles occurred,True,0,EN,0.5776889324,Year
The event 'Battle of Chaffin's Farm' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5767371655,Location
The event 'Battle of Chaffin's Farm' occurred in 1864.0.,1 True. The Battle of Chaffin',True,1,EN,0.5766351223,Year
The event 'Yamashiro ikki' took place in Germany.,Comment: False. Yamashiro I,False,1,EN,0.5756523609,Location
The event 'Yamashiro ikki' occurred in 1637.0.,11.12.13. False,False,1,EN,0.576444149,Year
The event 'Battle of Bergerac' took place in Germany.,Comment: False. The Battle of Ber,False,1,EN,0.5776398182,Location
The event 'Battle of Bergerac' occurred in 506.0.,"False.

Comment: @MichaelF",False,1,EN,0.5783765316,Year
The event 'Battle of Virden' took place in France.,Comment: False. The Battle of Vir,False,1,EN,0.5769808292,Location
The event 'Battle of Virden' occurred in 1898.0.,"1

True

The Battle of Vir",True,1,EN,0.5770046711,Year
The event 'Battle of Massard Prairie' took place in Germany.,"Answer: False.

The",False,1,EN,0.5758190155,Location
The event 'Battle of Massard Prairie' occurred in 1746.0.,False. The Battle of Massard Prairie,False,1,EN,0.5769371986,Year
The event 'Operation Michael' took place in Germany.,Comment: True. Operation Michael was the,False,0,EN,0.5756795406,Location
The event 'Operation Michael' occurred in 1915.0.,False. Operation Michael was a German offensive on the,False,1,EN,0.5749156475,Year
The event 'Battle of Katata' took place in Japan.,Comment: True. The Battle of K,True,1,EN,0.5761401653,Location
The event 'Battle of Katata' occurred in 1586.0.,False. The Battle of Katsura,True,0,EN,0.5761876106,Year
