Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken
Das Ereignis 'Flüchtlingszüge aus Prag' fand in Deutschland statt.,I'll answer the next statement simply,True,0,DE,0.5928771495819092
Das Ereignis 'Flüchtlingszüge aus Prag' fand im Jahr 1989.0 statt.,The next statement can be answered simply with,True,0,DE,0.594592809677124
Das Ereignis 'Drexel Mission Fight' fand in Deutschland statt.,False. The Drexel Mission Fight,False,1,DE,0.5923888683319092
Das Ereignis 'Drexel Mission Fight' fand im Jahr 1890.0 statt.,False. The Drexel Mission Fight,True,0,DE,0.5919482707977295
Das Ereignis 'Meigs Raid' fand in Vereinigte Staaten statt.,"Ja, das Ereignis",True,0,DE,0.593050479888916
Das Ereignis 'Meigs Raid' fand im Jahr 1777.0 statt.,Statement: The event 'Meigs R,True,0,DE,0.5943119525909424
Das Ereignis 'Belagerung von Verdun' fand in Frankreich statt.,"Ja, das Ereignis",True,0,DE,0.5936479568481445
Das Ereignis 'Belagerung von Verdun' fand im Jahr 1531.0 statt.,False. The Siege of Verd,False,1,DE,0.5938358306884766
Das Ereignis 'Gefecht am Greenbrier River' fand in Deutschland statt.,False. The Battle of Greenbrier,False,1,DE,0.5915765762329102
Das Ereignis 'Gefecht am Greenbrier River' fand im Jahr 313.0 statt.,A: False. The Battle of Green,False,1,DE,0.5924568176269531
Das Ereignis 'Battle of Vieuville' fand in Vereinigte Staaten statt.,False. The Battle of Vieuv,False,1,DE,0.5929765701293945
Das Ereignis 'Battle of Vieuville' fand im Jahr 1917.0 statt.,False. The Battle of Vieuv,False,1,DE,0.5926728248596191
Das Ereignis 'Battle of Kojima' fand in Vereinigte Staaten statt.,False. The Battle of Kojima,False,1,DE,0.5939068794250488
Das Ereignis 'Battle of Kojima' fand im Jahr 1746.0 statt.,False. The Battle of Kojima,False,1,DE,0.5937142372131348
Das Ereignis 'Schlacht am Arar' fand in Vereinigtes Königreich statt.,I'll answer the next statement simply,False,0,DE,0.593865156173706
Das Ereignis 'Schlacht am Arar' fand im Jahr 1119.0 statt.,False. The Battle of Arar took,False,1,DE,0.5915372371673584
Das Ereignis 'Battle of Pontlieue' fand in Deutschland statt.,False. The Battle of Pontlieue,False,1,DE,0.592249870300293
Das Ereignis 'Battle of Pontlieue' fand im Jahr 1793.0 statt.,False. The Battle of Pontlieue,True,0,DE,0.5934946537017822
Das Ereignis 'Zweite Schlacht bei Weißenburg (1793)' fand in Frankreich statt.,Answer: False. The Second Battle,True,0,DE,0.5929629802703857
Das Ereignis 'Zweite Schlacht bei Weißenburg (1793)' fand im Jahr 1793.0 statt.,"Wahr.

The next statement",True,1,DE,0.5934164524078369
Das Ereignis 'Battle of Mobley's Meeting House' fand in Frankreich statt.,I'd be happy to help answer,False,0,DE,0.5910475254058838
Das Ereignis 'Battle of Mobley's Meeting House' fand im Jahr 1780.0 statt.,Wahr. The Battle of Mob,True,1,DE,0.5925359725952148
Das Ereignis 'Battle of the Embarras River' fand in Vereinigte Staaten statt.,Wahr. The Battle of the Emb,True,1,DE,0.5926735401153564
Das Ereignis 'Battle of the Embarras River' fand im Jahr 1786.0 statt.,Wahr. The Battle of the Emb,True,1,DE,0.5941083431243896
Das Ereignis 'Battle of Lake Borgne' fand in Vereinigte Staaten statt.,Wahr. The Battle of Lake B,True,1,DE,0.5927755832672119
Das Ereignis 'Battle of Lake Borgne' fand im Jahr 1533.0 statt.,False. The Battle of Lake Borg,False,1,DE,0.5929923057556152
Das Ereignis 'Siege of Makishima Castle' fand in Deutschland statt.,False. The Siege of Makish,False,1,DE,0.5931246280670166
Das Ereignis 'Siege of Makishima Castle' fand im Jahr 1527.0 statt.,Wahr. The Siege of Mak,False,0,DE,0.59195876121521
Das Ereignis 'Battle of Bull's Ferry' fand in Vereinigtes Königreich statt.,Wahr. The Battle of Bull',False,0,DE,0.5914046764373779
Das Ereignis 'Battle of Bull's Ferry' fand im Jahr 1780.0 statt.,Wahr. The Battle of Bull',True,1,DE,0.5929155349731445
Das Ereignis 'Battle of Kumkale' fand in Türkei statt.,Wahr. The Battle of Kumk,True,1,DE,0.5959091186523438
Das Ereignis 'Battle of Kumkale' fand im Jahr 1915.0 statt.,False. The Battle of Kumkale,True,0,DE,0.5934574604034424
Das Ereignis 'Battle of Şırnak' fand in Türkei statt.,"Ja, das Ereignis",True,0,DE,0.593994140625
Das Ereignis 'Battle of Şırnak' fand im Jahr 1692.0 statt.,False. The Battle of Şı,False,1,DE,0.5937669277191162
Das Ereignis 'Battle of Fort St. George' fand in Vereinigte Staaten statt.,Falsch. Die Schlacht von,True,0,DE,0.5940117835998535
Das Ereignis 'Battle of Fort St. George' fand im Jahr 1780.0 statt.,Wahr. The Battle of Fort St,True,1,DE,0.5959970951080322
Das Ereignis 'Battle of Cooch's Bridge' fand in Japan statt.,I'd be happy to answer the,False,0,DE,0.5938260555267334
Das Ereignis 'Battle of Cooch's Bridge' fand im Jahr 1569.0 statt.,False. The Battle of Cooch',False,1,DE,0.5931448936462402
Das Ereignis 'Schlacht bei Wittenweiher' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5951769351959229
Das Ereignis 'Schlacht bei Wittenweiher' fand im Jahr 1591.0 statt.,"Wahr.

Die Schlacht",False,0,DE,0.5947391986846924
Das Ereignis 'Battle of Bakurōbuchi' fand in Japan statt.,Answer: False. The Battle of,True,0,DE,0.5930309295654297
Das Ereignis 'Battle of Bakurōbuchi' fand im Jahr 1614.0 statt.,Falsch. Der Battle of Bak,True,0,DE,0.5976119041442871
Das Ereignis 'Battle of Port Republic' fand in Türkei statt.,Falsch. The Battle of Port,False,1,DE,0.5952756404876709
Das Ereignis 'Battle of Port Republic' fand im Jahr 1862.0 statt.,Wahr. The Battle of Port Republic,True,1,DE,0.5939106941223145
Das Ereignis 'Kakitsu uprising' fand in Japan statt.,"Wahr.

The next statement",True,1,DE,0.5922403335571289
Das Ereignis 'Kakitsu uprising' fand im Jahr 1441.0 statt.,Wahr. The Kakitsu,True,1,DE,0.5948925018310547
Das Ereignis 'Battle of Kawakamikyō' fand in Japan statt.,"Ja, das Ereignis",True,0,DE,0.593043327331543
Das Ereignis 'Battle of Kawakamikyō' fand im Jahr 1885.0 statt.,False. The Battle of Kawak,False,1,DE,0.5945465564727783
Das Ereignis 'Battle of La Réunion' fand in Türkei statt.,False. The Battle of La Réunion,False,1,DE,0.5961341857910156
Das Ereignis 'Battle of La Réunion' fand im Jahr 1942.0 statt.,False. The Battle of La Réunion,True,0,DE,0.592975378036499
Das Ereignis 'Battle of Yasumimatsu' fand in Vereinigte Staaten statt.,Falsch. Die Schlacht von,False,1,DE,0.5926249027252197
Das Ereignis 'Battle of Yasumimatsu' fand im Jahr 1576.0 statt.,Wahr. The Battle of Yas,False,0,DE,0.5934689044952393
Das Ereignis 'Satsuma-Rebellion' fand in Japan statt.,"Wahr.

The next statement",True,1,DE,0.5945286750793457
Das Ereignis 'Satsuma-Rebellion' fand im Jahr 911.0 statt.,A: False. The Satsuma,False,1,DE,0.5931577682495117
Das Ereignis 'Battle of Punk Hill' fand in Vereinigte Staaten statt.,False. The Battle of Punk Hill took,True,0,DE,0.5940308570861816
Das Ereignis 'Battle of Punk Hill' fand im Jahr 1777.0 statt.,False. The Battle of Punk Hill took,True,0,DE,0.5926473140716553
Das Ereignis 'Adlertag' fand in Türkei statt.,False. The event 'Adlert,False,1,DE,0.5927596092224121
Das Ereignis 'Adlertag' fand im Jahr 1940.0 statt.,"Wahr.

The next statement",True,1,DE,0.5929222106933594
Das Ereignis 'Schlacht von Elbistan' fand in Deutschland statt.,False. The Battle of Elbistan,False,1,DE,0.5909566879272461
Das Ereignis 'Schlacht von Elbistan' fand im Jahr 1277.0 statt.,"Wahr.

The next statement",True,1,DE,0.5947785377502441
Das Ereignis 'Gefecht an der Stanwix Station' fand in Vereinigtes Königreich statt.,Answer: True. The Battle of,False,0,DE,0.5940470695495605
Das Ereignis 'Gefecht an der Stanwix Station' fand im Jahr 1862.0 statt.,Wahr. The Battle of Stanw,True,1,DE,0.5941822528839111
Das Ereignis 'Battle of Montréjeau' fand in Frankreich statt.,False. The Battle of Montré,True,0,DE,0.5942213535308838
Das Ereignis 'Battle of Montréjeau' fand im Jahr 1993.0 statt.,False. The Battle of Montré,False,1,DE,0.5923545360565186
Das Ereignis 'Schlacht bei Ponte Novu' fand in Vereinigte Staaten statt.,False. The Battle of Ponte Nov,False,1,DE,0.5913283824920654
Das Ereignis 'Schlacht bei Ponte Novu' fand im Jahr 1213.0 statt.,"Wahr.

Die Schlacht",False,0,DE,0.5912730693817139
Das Ereignis 'Schlacht bei Entrammes' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5941989421844482
Das Ereignis 'Schlacht bei Entrammes' fand im Jahr 1793.0 statt.,Wahr. The Battle of Entr,True,1,DE,0.593834400177002
Das Ereignis 'Massacre Canyon' fand in Vereinigte Staaten statt.,"Wahr.

Massacre C",True,1,DE,0.595228910446167
Das Ereignis 'Massacre Canyon' fand im Jahr 1119.0 statt.,False. The event 'Massacre C,False,1,DE,0.5942039489746094
Das Ereignis 'Battle of Déols' fand in Frankreich statt.,Wahr. The Battle of Déols,True,1,DE,0.5928332805633545
Das Ereignis 'Battle of Déols' fand im Jahr 1379.0 statt.,Wahr. The Battle of Déols,False,0,DE,0.5925662517547607
Das Ereignis 'Battle of Lewisham' fand in Vereinigtes Königreich statt.,"Ja, das Ereignis",True,0,DE,0.5919754505157471
Das Ereignis 'Battle of Lewisham' fand im Jahr 1977.0 statt.,False. The Battle of Lewisham,True,0,DE,0.5918419361114502
Das Ereignis 'Battle of Mirebeau' fand in Frankreich statt.,Wahr. The Battle of Mire,True,1,DE,0.5923545360565186
Das Ereignis 'Battle of Mirebeau' fand im Jahr 1202.0 statt.,False. The Battle of Mirebe,True,0,DE,0.5916824340820312
Das Ereignis 'Battle of Urfa' fand in Deutschland statt.,False. The Battle of Urfa did,False,1,DE,0.5911386013031006
Das Ereignis 'Battle of Urfa' fand im Jahr 1920.0 statt.,False. The Battle of Urfa took,True,0,DE,0.591331958770752
Das Ereignis 'Battle of Shigisan' fand in Vereinigtes Königreich statt.,False. The Battle of Shigisan,False,1,DE,0.5930137634277344
Das Ereignis 'Battle of Shigisan' fand im Jahr 1097.0 statt.,False. The Battle of Shigisan,False,1,DE,0.592754602432251
"Das Ereignis 'Sarıkız, Ayışığı, Yakamoz and Eldiven' fand in Japan statt.",I'd be happy to help you,False,0,DE,0.5957067012786865
"Das Ereignis 'Sarıkız, Ayışığı, Yakamoz and Eldiven' fand im Jahr 2004.0 statt.","I. Wahr
II. F",True,1,DE,0.5959558486938477
Das Ereignis 'Belagerung von Calais' fand in Vereinigte Staaten statt.,I'll answer the next statement simply,False,0,DE,0.5942602157592773
Das Ereignis 'Belagerung von Calais' fand im Jahr 587.0 statt.,I'll answer the next statement simply,False,0,DE,0.5945687294006348
Das Ereignis 'Battle of Fukuda Bay' fand in Türkei statt.,False. The Battle of Fukuda,False,1,DE,0.5924625396728516
Das Ereignis 'Battle of Fukuda Bay' fand im Jahr 69.0 statt.,False. The Battle of Fukuda,False,1,DE,0.5943241119384766
Das Ereignis 'Battle of La Roche-sur-Yon' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5949869155883789
Das Ereignis 'Battle of La Roche-sur-Yon' fand im Jahr 1042.0 statt.,False. The Battle of La Roche-,False,1,DE,0.5937764644622803
Das Ereignis 'Battle of Staunton River Bridge' fand in Türkei statt.,False. The Battle of Staunton,False,1,DE,0.5945150852203369
Das Ereignis 'Battle of Staunton River Bridge' fand im Jahr 1281.0 statt.,False. The Battle of Staunton,False,1,DE,0.5937752723693848
Das Ereignis 'Battle of Atsukashiyama' fand in Vereinigte Staaten statt.,False. The Battle of Atsuk,False,1,DE,0.5940072536468506
Das Ereignis 'Battle of Atsukashiyama' fand im Jahr 1047.0 statt.,Falsch. The Battle of A,False,1,DE,0.592444896697998
Das Ereignis 'Battle of Port Gibson' fand in Vereinigte Staaten statt.,"Wahr.

The Battle of",True,1,DE,0.5957350730895996
Das Ereignis 'Battle of Port Gibson' fand im Jahr 1533.0 statt.,False. The Battle of Port Gibson,False,1,DE,0.593813419342041
Das Ereignis 'Schlacht von Fromelles' fand in Frankreich statt.,Answer: False. The Battle of,True,0,DE,0.5932857990264893
Das Ereignis 'Schlacht von Fromelles' fand im Jahr 1916.0 statt.,Wahr. The Battle of Fromelles,True,1,DE,0.595404863357544
Das Ereignis 'Battle of Placito' fand in Türkei statt.,False. The Battle of Placito,False,1,DE,0.5958514213562012
Das Ereignis 'Battle of Placito' fand im Jahr 660.0 statt.,False. The Battle of Placito,False,1,DE,0.5946362018585205
Das Ereignis 'Schlacht von Fredericksburg' fand in Japan statt.,False. The Battle of Fredericksburg took,False,1,DE,0.5935399532318115
Das Ereignis 'Schlacht von Fredericksburg' fand im Jahr 1097.0 statt.,False. The Battle of Fredericksburg took,False,1,DE,0.5928349494934082
Das Ereignis 'Battle of Corydon' fand in Japan statt.,False. The Battle of Corydon,False,1,DE,0.5916602611541748
Das Ereignis 'Battle of Corydon' fand im Jahr 1863.0 statt.,Wahr. The Battle of Cory,True,1,DE,0.591963529586792
Das Ereignis 'Siege of Pouancé' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5928678512573242
Das Ereignis 'Siege of Pouancé' fand im Jahr 1578.0 statt.,Wahr. The Siege of P,False,0,DE,0.5941517353057861
Das Ereignis 'Seeschlacht von Pondicherry' fand in Vereinigtes Königreich statt.,False. The Battle of Pondich,False,1,DE,0.5930578708648682
Das Ereignis 'Seeschlacht von Pondicherry' fand im Jahr 1759.0 statt.,Wahr. The Battle of Pond,True,1,DE,0.5932521820068359
Das Ereignis 'Aufstand in Boston 1689' fand in Vereinigtes Königreich statt.,Answer: False. The Boston U,False,1,DE,0.5931782722473145
Das Ereignis 'Aufstand in Boston 1689' fand im Jahr 1277.0 statt.,False. The Boston Uprising of,False,1,DE,0.5927526950836182
Das Ereignis 'Battle of Akatsuka' fand in Türkei statt.,False. The Battle of Akatsu,False,1,DE,0.5924584865570068
Das Ereignis 'Battle of Akatsuka' fand im Jahr 1488.0 statt.,False. The Battle of Akasaka,False,1,DE,0.594433069229126
Das Ereignis 'Battle of Josselin' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5952408313751221
Das Ereignis 'Battle of Josselin' fand im Jahr 1863.0 statt.,False. The Battle of Josselin,False,1,DE,0.5949158668518066
Das Ereignis 'Battle of Amiens' fand in Japan statt.,False. The Battle of Amiens was,False,1,DE,0.5923423767089844
Das Ereignis 'Battle of Amiens' fand im Jahr 1940.0 statt.,False. The Battle of Amiens took,True,0,DE,0.5920367240905762
Das Ereignis 'Battle of Flirey' fand in Japan statt.,False. The Battle of Flirey,False,1,DE,0.5915956497192383
Das Ereignis 'Battle of Flirey' fand im Jahr 1914.0 statt.,False. The Battle of Fleury took,True,0,DE,0.5926475524902344
Das Ereignis 'Ishiyama Hongan-ji War' fand in Japan statt.,"Ja, das Ereignis",True,0,DE,0.5936579704284668
Das Ereignis 'Ishiyama Hongan-ji War' fand im Jahr 1570.0 statt.,Falsch. Der Ishiy,True,0,DE,0.5926144123077393
Das Ereignis 'Siege of Calais' fand in Frankreich statt.,"Ja, das Ereignis",True,0,DE,0.5902359485626221
Das Ereignis 'Siege of Calais' fand im Jahr 1335.0 statt.,"I. Wahr

II.",False,0,DE,0.5923066139221191
Das Ereignis 'Battle of Spencer's Ordinary' fand in Vereinigtes Königreich statt.,False. The Battle of Spencer's,False,1,DE,0.5936000347137451
Das Ereignis 'Battle of Spencer's Ordinary' fand im Jahr 1781.0 statt.,Wahr. The Battle of Spencer',True,1,DE,0.5931799411773682
Das Ereignis 'Seeschlacht von Brest' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5922760963439941
Das Ereignis 'Seeschlacht von Brest' fand im Jahr 1639.0 statt.,False. The Battle of Brest took,False,1,DE,0.5943963527679443
Das Ereignis 'Battle of Big Sandy Creek' fand in Japan statt.,False. The Battle of Big Sandy Creek,False,1,DE,0.5923881530761719
Das Ereignis 'Battle of Big Sandy Creek' fand im Jahr 1814.0 statt.,Wahr. The Battle of Big Sandy,True,1,DE,0.5927104949951172
Das Ereignis 'Schlacht von Kurikara' fand in Japan statt.,"Ja, das Ereignis",True,0,DE,0.5911424160003662
Das Ereignis 'Schlacht von Kurikara' fand im Jahr 1183.0 statt.,Wahr. The Battle of Kurik,True,1,DE,0.5913820266723633
Das Ereignis 'Battle of Aoyama-Kawarakeyama' fand in Vereinigte Staaten statt.,False. The Battle of Aoyama,False,1,DE,0.5949790477752686
Das Ereignis 'Battle of Aoyama-Kawarakeyama' fand im Jahr 1569.0 statt.,False. The Battle of Aoyama,True,0,DE,0.5941421985626221
Das Ereignis 'Battle of Groton Heights' fand in Vereinigte Staaten statt.,"Wahr.

The Battle of",True,1,DE,0.593109130859375
Das Ereignis 'Battle of Groton Heights' fand im Jahr 1340.0 statt.,False. The Battle of Groton He,False,1,DE,0.5933084487915039
Das Ereignis 'Battle of Kōriyama' fand in Japan statt.,Wahr. The Battle of Kō,True,1,DE,0.592421293258667
Das Ereignis 'Battle of Kōriyama' fand im Jahr 1588.0 statt.,Wahr. The Battle of Kō,True,1,DE,0.5935101509094238
Das Ereignis 'Schlacht bei Norditi' fand in Deutschland statt.,False. The Battle of Norditi did,True,0,DE,0.5946328639984131
Das Ereignis 'Schlacht bei Norditi' fand im Jahr 880.0 statt.,False. The Battle of Norditi took,True,0,DE,0.5941116809844971
Das Ereignis 'Schlacht bei Auneau' fand in Frankreich statt.,I'll answer the next statement simply,True,0,DE,0.5926268100738525
Das Ereignis 'Schlacht bei Auneau' fand im Jahr -217.0 statt.,Answer: False. The Battle of,False,1,DE,0.5930185317993164
Das Ereignis 'Battle of Pine Island Ridge' fand in Deutschland statt.,False. The Battle of Pine Island,False,1,DE,0.5931844711303711
Das Ereignis 'Battle of Pine Island Ridge' fand im Jahr 942.0 statt.,A: False. The Battle of P,False,1,DE,0.5917658805847168
Das Ereignis 'Battle of Matsukawa' fand in Deutschland statt.,False. The Battle of Matsuk,False,1,DE,0.594559907913208
Das Ereignis 'Battle of Matsukawa' fand im Jahr 1601.0 statt.,False. The Battle of Matsuk,True,0,DE,0.5942566394805908
Das Ereignis 'Battle of Harate' fand in Türkei statt.,False. The Battle of Hararhe,False,1,DE,0.5922286510467529
Das Ereignis 'Battle of Harate' fand im Jahr 1569.0 statt.,False. The Battle of Harar took,True,0,DE,0.5943279266357422
Das Ereignis 'First Battle of Sabine Pass' fand in Vereinigte Staaten statt.,"Wahr.

The next statement",True,1,DE,0.5932114124298096
Das Ereignis 'First Battle of Sabine Pass' fand im Jahr 353.0 statt.,A: False. The First Battle of,False,1,DE,0.59423828125
Das Ereignis 'Battle of Shiojiritōge' fand in Japan statt.,"Ja, das Ereignis",True,0,DE,0.5932064056396484
Das Ereignis 'Battle of Shiojiritōge' fand im Jahr 845.0 statt.,False. The Battle of Shioj,False,1,DE,0.5951845645904541
Das Ereignis 'Joint Expedition Against Franklin' fand in Vereinigte Staaten statt.,"Wahr.

The next statement",True,1,DE,0.5933911800384521
