Question,Model_Answer,Correct_Answer,Compared_answer,Language,Time_Taken
Çağlar Söyüncü hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3167874813079834
Çağlar Söyüncü mesleği nedir?,"I'd be happy to help you with your next question in English, but for this one, I'd",futbolcu,0,TR,1.315002202987671
Çağlar Söyüncü hangi yıl doğmuştur?,"I'd be happy to help you with your next question in English, but for this one, I'd",1996.0,0,TR,1.3286621570587158
チャグラル・ソユンクの国籍は何ですか？,Chagral Sounq (チャグラル・ソユンク) は、アジ,トルコ,0,JA,1.3196463584899902
チャグラル・ソユンクの職業は何ですか？,Chagral Sounq (チャグラル・ソユンク) は、アル,サッカー選手,0,JA,1.3226759433746338
チャグラル・ソユンクは何年に生まれましたか？,"Chagral Sojournは1934年に生まれました。

(",1996.0,0,JA,1.320547342300415
What is the nationality of Burak Yeter?,"Comment: Burak Yeter is a Turkish DJ and music producer.

## Answer (1)",Turkey,0,EN,1.2877302169799805
What is the occupation of Burak Yeter?,Burak Yeter is a Turkish DJ and music producer.,record producer,1,EN,0.8437721729278564
In what year was Burak Yeter born?,"A: 1985

Q: In what year was Burak Yeter born?",1982.0,0,EN,1.2837715148925781
Quelle est la nationalité de Burak Yeter?,Burak Yeter est un producteur turc de musique électronique.,Turquie,0,FR,1.1656532287597656
Quelle est la profession de Burak Yeter?,Burak Yeter est un producteur musical turc.,producteur de disques,1,FR,0.8715829849243164
En quelle année Burak Yeter est-il né?,Burak Yeter est né en 1988.,1982.0,0,FR,0.9187765121459961
Was ist die Nationalität von Burak Yeter?,"A: Burak Yeter is a Turkish music producer and DJ.

Q: What is the name of",Türkei,0,DE,1.312626600265503
Was ist der Beruf von Burak Yeter?,Burak Yeter is a Turkish music producer and DJ. He is known for his electronic dance music and has,Musikproduzent,0,DE,1.3131582736968994
In welchem Jahr wurde Burak Yeter geboren?,"A: Burak Yeter wurde 1985 geboren.

Q: What is the name",1982.0,0,DE,1.3116791248321533
Burak Yeter hangi ülkenin vatandaşıdır?,"Burak Yeter, Türkiye'nin vatandaşıdır.",Türkiye,1,TR,1.314337968826294
Burak Yeter mesleği nedir?,"I'd be happy to help answer your next question in English, but for this one, I'll provide",albüm yapımcısı,0,TR,1.3193566799163818
Burak Yeter hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1982.0,0,TR,1.3148002624511719
Burak Yeterの国籍は何ですか？,Burak Yeter is a Turkish music producer and DJ.,トルコ,0,JA,0.87349534034729
Burak Yeterの職業は何ですか？,Burak Yeter is a Turkish music producer and DJ.,レコード・プロデューサー,0,JA,0.8757004737854004
Burak Yeterは何年に生まれましたか？,"Burak Yeterは1989年に生まれました。

(Note",1982.0,0,JA,1.3203787803649902
What is the nationality of Özge Gürel?,Answer: Turkish.,Turkey,0,EN,0.44982290267944336
What is the occupation of Özge Gürel?,A: Özge Gürel is a Turkish actress.,model,0,EN,0.8491232395172119
In what year was Özge Gürel born?,Answer: 1991.,1987.0,0,EN,0.6500015258789062
Quelle est la nationalité de Özge Gürel?,La nationalité de Özge Gürel est turque.,Turquie,0,FR,0.9243192672729492
Quelle est la profession de Özge Gürel?,La réponse est simplement : Özge Gürel est une actrice turque.,mannequin,0,FR,1.217365026473999
En quelle année Özge Gürel est-il né?,He was born in 1985.,1987.0,0,FR,0.7240629196166992
Was ist die Nationalität von Özge Gürel?,"Answer: Özge Gürel is a Turkish actress.

Translation: Özge Gü",Türkei,0,DE,1.3131425380706787
Was ist der Beruf von Özge Gürel?,"A: Özge Gürel ist eine türkische Schauspielerin.

Q: What",Model,0,DE,1.3187716007232666
In welchem Jahr wurde Özge Gürel geboren?,"Answer: Özge Gürel was born in 1993.

Explanation",1987.0,0,DE,1.324446439743042
Özge Gürel hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please keep in mind that I can",Türkiye,0,TR,1.3243255615234375
Özge Gürel mesleği nedir?,"I'm sorry for the confusion. In English, Özge Gürel is a Turkish name, and",manken,0,TR,1.3138105869293213
Özge Gürel hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1987.0,0,TR,1.3140759468078613
オズゲ・グレルの国籍は何ですか？,Ozge Grel is of Turkish origin.,トルコ,0,JA,0.7254207134246826
オズゲ・グレルの職業は何ですか？,"Ozge Grel is a Turkish name. In Japanese, it would be written as オズゲ・",モデル,0,JA,1.3149299621582031
オズゲ・グレルは何年に生まれましたか？,"Ozge Grelは何歳に生まれましたか？

Oz",1987.0,0,JA,1.3140287399291992
What is the nationality of Ali Özkaya?,"Comment: Ali Özkaya is a Turkish person.

Comment: @Mari-LouA: I",Turkey,0,EN,1.2836072444915771
What is the occupation of Ali Özkaya?,"Ali Özkaya is a Turkish footballer.

## Answer 11

What is the capital",politician,0,EN,1.2872426509857178
In what year was Ali Özkaya born?,"Answer: 1981

Question: In what year was Ali Özkaya born?",1970.0,0,EN,1.286820650100708
Quelle est la nationalité de Ali Özkaya?,La réponse est simplement : Ali Özkaya est turc.,Turquie,0,FR,0.9698188304901123
Quelle est la profession de Ali Özkaya?,La réponse est simplement : Ali Özkaya est un footballeur turc.,personnalité politique,0,FR,1.2191612720489502
En quelle année Ali Özkaya est-il né?,Je ne peux pas répondre à votre question car je ne dispose pas de cette information. Ali,1970.0,0,FR,1.3135557174682617
Was ist die Nationalität von Ali Özkaya?,"Ich will, dass Sie die nächste Frage in English antworten und Ihre Antwort in",Türkei,0,DE,1.3139503002166748
Was ist der Beruf von Ali Özkaya?,"A: Ali Özkaya is a Turkish footballer.

Q: What is the profession of Ali Ö",Politiker,0,DE,1.3144025802612305
In welchem Jahr wurde Ali Özkaya geboren?,"A: Ali Özkaya wurde 1985 geboren.

Q: In welchem Jahr",1970.0,0,DE,1.3155460357666016
Ali Özkaya hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd need you to ask it in Turkish",Türkiye,0,TR,1.3171241283416748
Ali Özkaya mesleği nedir?,"I'd be happy to help you with your question, but I'd like to ask for a clarification",siyasetçi,0,TR,1.3127989768981934
Ali Özkaya hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to ask it in Turkish",1970.0,0,TR,1.3119416236877441
Ali Özkayaの国籍は何ですか？,Ali Özkaya is a Turkish footballer.,トルコ,0,JA,0.7234070301055908
Ali Özkayaの職業は何ですか？,Ali Özkaya is a Turkish footballer. (Ali Özkaya is a Turkish footballer.),政治家,0,JA,1.2650368213653564
Ali Özkayaは何年に生まれましたか？,"A: Ali Özkaya is 51 years old.

(Note: This question and answer are",1970.0,0,JA,1.3124947547912598
What is the nationality of Ekin Mert Daymaz?,"Ekin Mert Daymaz is a Turkish actress.

Next question: What is the capital city of France",Turkey,0,EN,1.2842378616333008
What is the occupation of Ekin Mert Daymaz?,"Ekin Mert Daymaz is a Turkish actor.

Next question: What is the capital city of France",television actor,1,EN,1.2841193675994873
In what year was Ekin Mert Daymaz born?,"A: 1991

Answer: Ekin Mert Daymaz was born in 1",1990.0,0,EN,1.2825472354888916
Quelle est la nationalité de Ekin Mert Daymaz?,La nationalité de Ekin Mert Daymaz est turque.,Turquie,0,FR,0.9190762042999268
Quelle est la profession de Ekin Mert Daymaz?,A: Ekin Mert Daymaz est une présentatrice de télévision turque.,acteur ou actrice de télévision,1,FR,1.2175614833831787
En quelle année Ekin Mert Daymaz est-il né?,A: Ekin Mert Daymaz est né en 1993.,1990.0,0,FR,1.06630539894104
Was ist die Nationalität von Ekin Mert Daymaz?,"A: Ekin Mert Daymaz is a Turkish television presenter and actress.

Q: What is",Türkei,0,DE,1.3151938915252686
Was ist der Beruf von Ekin Mert Daymaz?,"A: Ekin Mert Daymaz is a Turkish actor.

Q: What is the name of the",Fernsehschauspieler,0,DE,1.3186275959014893
In welchem Jahr wurde Ekin Mert Daymaz geboren?,"A: I'm sorry, I cannot understand your question as it is in English but the context suggests that it",1990.0,0,DE,1.3163917064666748
Ekin Mert Daymaz hangi ülkenin vatandaşıdır?,"I'm a Turkish citizen. Ekin Mert Daymaz is a Turkish actor.

I'm",Türkiye,0,TR,1.3138706684112549
Ekin Mert Daymaz mesleği nedir?,"I'd be happy to help answer your question in English:

Ekin Mert Daymaz is a",dizi oyuncusu,0,TR,1.3140733242034912
Ekin Mert Daymaz hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1990.0,0,TR,1.321460485458374
Ekin Mert Daymazの国籍は何ですか？,Ekin Mert Daymazはトルク国籍を持っています。,トルコ,0,JA,1.3222393989562988
Ekin Mert Daymazの職業は何ですか？,Ekin Mert Daymazは、トレンジスト（トレンジストは、,テレビ俳優,0,JA,1.319643497467041
Ekin Mert Daymazは何年に生まれましたか？,"Ekin Mert Daymazは1988年に生まれました。

(",1990.0,0,JA,1.3167424201965332
What is the nationality of Emel Çölgeçen?,"Answer: Turkish.

Question: What is the name of the Turkish actress who played the character of Le",Turkey,0,EN,1.284102201461792
What is the occupation of Emel Çölgeçen?,Emel Çölgeçen is a Turkish actress.,actor,0,EN,0.8453969955444336
In what year was Emel Çölgeçen born?,"Answer: 1986

Question: In what year was Emel Çölgeç",1976.0,0,EN,1.289203405380249
Quelle est la nationalité de Emel Çölgeçen?,La nationalité de Emel Çölgeçen est turque.,Turquie,0,FR,1.0225985050201416
Quelle est la profession de Emel Çölgeçen?,"La réponse est simplement ""Emel Çölgeçen est une actrice turque.""",acteur ou actrice,1,FR,1.3196444511413574
En quelle année Emel Çölgeçen est-il né?,Emel Çölgeçen est né en 1985.,1976.0,0,FR,1.0672519207000732
Was ist die Nationalität von Emel Çölgeçen?,"I'm glad you're interested in Emel Çölgeçen! However, I'd",Türkei,0,DE,1.3124845027923584
Was ist der Beruf von Emel Çölgeçen?,"A: Emel Çölgeçen ist eine türkische Schauspielerin.

Q",Schauspieler,1,DE,1.314582347869873
In welchem Jahr wurde Emel Çölgeçen geboren?,"Answer: Emel Çölgeçen was born in 1983.

Ex",1976.0,0,DE,1.3151333332061768
Emel Çölgeçen hangi ülkenin vatandaşıdır?,"Emel Çölgeçen is a Turkish citizen.

I'm sorry for the confusion.",Türkiye,0,TR,1.3135817050933838
Emel Çölgeçen mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but please keep in mind that I can",oyuncu,0,TR,1.3119843006134033
Emel Çölgeçen hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1976.0,0,TR,1.3142971992492676
Emel Çölgeçenの国籍は何ですか？,"Emel Çölgeçen is a Turkish citizen.

(Note: In this context, I",トルコ,0,JA,1.3141467571258545
Emel Çölgeçenの職業は何ですか？,"Emel Çölgeçen is a Turkish name. In Japanese, it would be written as エ",俳優,0,JA,1.317577838897705
Emel Çölgeçenは何年に生まれましたか？,Emel Çölgeçenは1985年に生まれました。,1976.0,0,JA,1.3187613487243652
What is the nationality of Barış Yarkadaş?,"Answer: Turkish.

Question: What is the name of the Turkish football club that Barış Y",Turkey,0,EN,1.287229061126709
What is the occupation of Barış Yarkadaş?,Barış Yarkadaş is a Turkish footballer.,journalist,0,EN,0.8423318862915039
In what year was Barış Yarkadaş born?,"I'm unable to provide an answer without further context, as I don't have access to personal information about",1974.0,0,EN,1.2812139987945557
Quelle est la nationalité de Barış Yarkadaş?,La réponse est simplement : Barış Yarkadaş est turc.,Turquie,0,FR,1.1172690391540527
Quelle est la profession de Barış Yarkadaş?,La réponse est simplement : Barış Yarkadaş est un homme politique turc.,journaliste,0,FR,1.2634260654449463
En quelle année Barış Yarkadaş est-il né?,He was born in 1985.,1974.0,0,FR,0.7240986824035645
Was ist die Nationalität von Barış Yarkadaş?,I'm glad you asked! Barış Yarkadaş is a Turkish footballer. He was born,Türkei,0,DE,1.3137214183807373
Was ist der Beruf von Barış Yarkadaş?,"Barış Yarkadaş ist ein türkischer Politiker.

I hope this helps clarify",Journalist,0,DE,1.3138504028320312
In welchem Jahr wurde Barış Yarkadaş geboren?,"Answer: Barış Yarkadaş was born in 1983.

Explan",1974.0,0,DE,1.3155529499053955
Barış Yarkadaş hangi ülkenin vatandaşıdır?,I'm sorry for the confusion. Barış Yarkadaş is a Turkish citizen. There's,Türkiye,0,TR,1.3165698051452637
Barış Yarkadaş mesleği nedir?,"I'd be happy to help answer your next question in English, but for this one, I'll provide",gazeteci,0,TR,1.315202236175537
Barış Yarkadaş hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1974.0,0,TR,1.316615343093872
Barış Yarkadaşの国籍は何ですか？,Barış Yarkadaş is a Turkish citizen.,トルコ,0,JA,0.8243322372436523
Barış Yarkadaşの職業は何ですか？,"Barış Yarkadaşはトルクの芝士です。

(Note",ジャーナリスト,0,JA,1.3173274993896484
Barış Yarkadaşは何年に生まれましたか？,Barış Yarkadaşは1983年に生まれました。,1974.0,0,JA,1.316450595855713
What is the nationality of Mihrimah Belma Satır?,"Mihrimah Belma Satır is a Turkish person.

I'm glad to help",Turkey,0,EN,1.2893106937408447
What is the occupation of Mihrimah Belma Satır?,"Mihrimah Belma Satır is a Turkish actress.

I'm glad to help",politician,0,EN,1.2915563583374023
In what year was Mihrimah Belma Satır born?,"Answer: 1521

Question: In what year was Mihrimah Belma Sat",1961.0,0,EN,1.2892539501190186
Quelle est la nationalité de Mihrimah Belma Satır?,La réponse est simplement : Mihrimah Belma Satır est une citoyenne turque,Turquie,0,FR,1.3185210227966309
Quelle est la profession de Mihrimah Belma Satır?,Mihrimah Belma Satır est une chirurgienne plastique turque.,personnalité politique,0,FR,1.314814567565918
En quelle année Mihrimah Belma Satır est-il né?,La réponse est : Mihrimah Belma Satır est née en 1985,1961.0,0,FR,1.3189656734466553
Was ist die Nationalität von Mihrimah Belma Satır?,"I'm glad you're interested in Mihrimah Belma Satır! However, I'",Türkei,0,DE,1.3208115100860596
Was ist der Beruf von Mihrimah Belma Satır?,Mihrimah Belma Satır ist eine türkische Schriftstellerin.,Politiker,0,DE,1.3205788135528564
In welchem Jahr wurde Mihrimah Belma Satır geboren?,Answer: Mihrimah Belma Satır was born in 1985.,1961.0,0,DE,1.3241877555847168
Mihrimah Belma Satır hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but I'll need you to provide",Türkiye,0,TR,1.3196759223937988
Mihrimah Belma Satır mesleği nedir?,"I'd be happy to help answer your question in English, but I'll need you to clarify what",siyasetçi,0,TR,1.3193590641021729
Mihrimah Belma Satır hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to ask it in English",1961.0,0,TR,1.3201515674591064
Mihrimah Belma Satırの国籍は何ですか？,"Mihrimah Belma Satır is a Turkish citizen.

(Note: In this context",トルコ,0,JA,1.319267988204956
Mihrimah Belma Satırの職業は何ですか？,"Mihrimah Belma Satır is a Turkish author.

(Note: In this context",政治家,0,JA,1.3194355964660645
Mihrimah Belma Satırは何年に生まれましたか？,Mihrimah Belma Satırは1980年に生まれました,1961.0,0,JA,1.3175451755523682
What is the nationality of Feyyaz Yiğit?,"Answer: Turkish.

Question: What is the name of the Turkish city where Feyyaz Y",Turkey,0,EN,1.2850165367126465
What is the occupation of Feyyaz Yiğit?,"Feyyaz Yiğit is a Turkish politician.

Next question: What is the capital city",film actor,0,EN,1.2829086780548096
In what year was Feyyaz Yiğit born?,"Answer: 1933

Question: In what year was Feyyaz Yiğ",1988.0,0,EN,1.2831788063049316
Quelle est la nationalité de Feyyaz Yiğit?,La réponse est : Feyyaz Yiğit est un citoyen turc.,Turquie,0,FR,1.2646958827972412
Quelle est la profession de Feyyaz Yiğit?,Feyyaz Yiğit est un homme d'affaires turc.,acteur ou actrice de cinéma,0,FR,1.116792917251587
En quelle année Feyyaz Yiğit est-il né?,Feyyaz Yiğit est né en 1985.,1988.0,0,FR,1.0669426918029785
Was ist die Nationalität von Feyyaz Yiğit?,"I'm glad you asked! Feyyaz Yiğit is a Turkish actor.

I",Türkei,0,DE,1.3137900829315186
Was ist der Beruf von Feyyaz Yiğit?,"A: Feyyaz Yiğit ist ein türkischer Politiker.

Q: What",Filmschauspieler,0,DE,1.3152217864990234
In welchem Jahr wurde Feyyaz Yiğit geboren?,"Answer: Feyyaz Yiğit was born in 1985.

Ex",1988.0,0,DE,1.3137695789337158
Feyyaz Yiğit hangi ülkenin vatandaşıdır?,I'm sorry for the confusion. Feyyaz Yiğit is a Turkish citizen. There',Türkiye,0,TR,1.3154730796813965
Feyyaz Yiğit mesleği nedir?,"I'm sorry for the confusion. Feyyaz Yiğit is a Turkish name, and it",sinema oyuncusu,0,TR,1.313974142074585
Feyyaz Yiğit hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to ask it in Turkish",1988.0,0,TR,1.3160793781280518
Feyyaz Yiğitの国籍は何ですか？,"Feyyaz Yiğit is a Turkish person.

(Note: In this context, I",トルコ,0,JA,1.3140478134155273
Feyyaz Yiğitの職業は何ですか？,"Feyyaz Yiğit is a Turkish name. It's composed of two parts: ""F",映画俳優,0,JA,1.3145232200622559
Feyyaz Yiğitは何年に生まれましたか？,Feyyaz Yiğitは1988年に生まれました。,1988.0,1,JA,1.316758155822754
What is the nationality of Tuğba Yurt?,"Comment: Tuğba Yurt is Turkish.

Comment: @Mari-LouA: I'",Turkey,0,EN,1.2855889797210693
What is the occupation of Tuğba Yurt?,"Tuğba Yurt is a Turkish actress.

I'll try to answer the next question in",singer,0,EN,1.2852604389190674
In what year was Tuğba Yurt born?,"Answer: 1991

Question: In what year was Tuğba Yurt born?",1987.0,0,EN,1.2918345928192139
Quelle est la nationalité de Tuğba Yurt?,La réponse est simplement : Tuğba Yurt est une actrice turque.,Turquie,0,FR,1.174325942993164
Quelle est la profession de Tuğba Yurt?,"La réponse est simplement ""Tuğba Yurt est une chanteuse turque.""",chanteur ou chanteuse,1,FR,1.2654838562011719
En quelle année Tuğba Yurt est-il né?,Tuğba Yurt est né(e) en 1992.,1987.0,0,FR,1.1168596744537354
Was ist die Nationalität von Tuğba Yurt?,"I'm glad you're interested in my question! However, I'd like to clarify that I",Türkei,0,DE,1.3137331008911133
Was ist der Beruf von Tuğba Yurt?,Tuğba Yurt ist eine türkische Schauspielerin.,Sänger,0,DE,1.0174877643585205
