Question,Model_Answer,Correct_Answer,Compared_answer,Language,Time_Taken
Atiye mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but please keep in mind that I can",şarkı yazarı,0,TR,1.3321871757507324
Atiye hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",1988.0,0,TR,1.332334041595459
Atiyeの国籍は何ですか？,"Answer: アイリヤはイラクの国民です。

(Ati",ドイツ,0,JA,1.332834005355835
Atiyeの職業は何ですか？,"(What is Atiye's job?)

答え: アティェは医師です",ソングライター,0,JA,1.3316776752471924
Atiyeは何年に生まれましたか？,"A: Atiyeは1995年に生まれました。

(An",1988.0,0,JA,1.3353149890899658
What is the nationality of Reyhan Karaca?,"Answer: Turkish.

Question: What is the capital city of Turkey?

Answer: An",Turkey,1,EN,1.304119348526001
What is the occupation of Reyhan Karaca?,Reyhan Karaca is a Turkish businessman and philanthropist.,singer,0,EN,1.0055756568908691
In what year was Reyhan Karaca born?,"A: 1985

Q: In what year was Reyhan Karaca born?",1970.0,0,EN,1.3032875061035156
Quelle est la nationalité de Reyhan Karaca?,Reyhan Karaca est une chanteuse turque.,Turquie,0,FR,0.8829548358917236
Quelle est la profession de Reyhan Karaca?,Reyhan Karaca est une chanteuse turque.,chanteur ou chanteuse,1,FR,0.8827941417694092
En quelle année Reyhan Karaca est-il né?,Reyhan Karaca est né en 1985.,1970.0,0,FR,0.932370662689209
Was ist die Nationalität von Reyhan Karaca?,I'm glad you asked! Reyhan Karaca is a Turkish actress. I hope that answers your question,Türkei,0,DE,1.330369472503662
Was ist der Beruf von Reyhan Karaca?,"Reyhan Karaca ist eine türkische Sängerin.

I hope this helps clarify",Sänger,1,DE,1.331491231918335
In welchem Jahr wurde Reyhan Karaca geboren?,"A: I'm sorry, I can't answer that question directly in German, but I can provide the",1970.0,0,DE,1.3332140445709229
Reyhan Karaca hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3354790210723877
Reyhan Karaca mesleği nedir?,"I'd be happy to help answer your next question in Turkish, but please provide it in Turkish and avoid providing",şarkıcı,0,TR,1.336705207824707
Reyhan Karaca hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1970.0,0,TR,1.3327851295471191
Reyhan Karacaの国籍は何ですか？,"Reyhan Karaca is a Turkish citizen.

(Note: In this context, ""Reyhan",トルコ,0,JA,1.3326280117034912
Reyhan Karacaの職業は何ですか？,Reyhan Karaca is a Turkish businessman.,歌手,0,JA,0.7836856842041016
Reyhan Karacaは何年に生まれましたか？,"Reyhan Karacaは1988年に生まれました。

(Note",1970.0,0,JA,1.335667371749878
What is the nationality of Petek Dinçöz?,"Petek Dinçöz is Turkish.

### What is the meaning of the word ""nationality",Turkey,0,EN,1.3045477867126465
What is the occupation of Petek Dinçöz?,"Petek Dinçöz is a Turkish actress.

I'm glad you found my answer helpful.",model,0,EN,1.3026847839355469
In what year was Petek Dinçöz born?,I'm unable to provide an answer without further context. Petek Dinçöz's birth year is,1980.0,0,EN,1.305654764175415
Quelle est la nationalité de Petek Dinçöz?,La réponse est simplement : Petek Dinçöz est une personnalité turque.,Turquie,0,FR,1.2831897735595703
Quelle est la profession de Petek Dinçöz?,Petek Dinçöz est un homme d'affaires turc.,mannequin,0,FR,1.0326454639434814
En quelle année Petek Dinçöz est-il né?,Il est né en 1985.,1980.0,0,FR,0.7329893112182617
Was ist die Nationalität von Petek Dinçöz?,I'm glad you asked! Petek Dinçöz is a Turkish actress. I hope that clears,Türkei,0,DE,1.3349823951721191
Was ist der Beruf von Petek Dinçöz?,"Petek Dinçöz ist eine türkische Schauspielerin.

I hope this helps clar",Model,0,DE,1.3344249725341797
In welchem Jahr wurde Petek Dinçöz geboren?,A: Petek Dinçöz wurde am 1. Januar 1985 geboren.,1980.0,0,DE,1.332104206085205
Petek Dinçöz hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",Türkiye,0,TR,1.3333334922790527
Petek Dinçöz mesleği nedir?,"I'd be happy to help answer your next question in Turkish, but please keep in mind that I can only",manken,0,TR,1.3320231437683105
Petek Dinçöz hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1980.0,0,TR,1.330643892288208
Petek Dinçözの国籍は何ですか？,Petek Dinçöz is a Turkish citizen.,トルコ,0,JA,0.7841067314147949
Petek Dinçözの職業は何ですか？,"Petek Dinçöz is a Turkish actress.

(Note: In this context, ""be able",モデル,0,JA,1.3341236114501953
Petek Dinçözは何年に生まれましたか？,"Petek Dinçözは1988年に生まれました。

(",1980.0,0,JA,1.3340373039245605
What is the nationality of Uğur Dündar?,"Answer: Turkish.

Question: What is the capital city of Turkey?

Answer: An",Turkey,1,EN,1.3036413192749023
What is the occupation of Uğur Dündar?,"Uğur Dündar is a Turkish footballer.

Now, let's move on to the",journalist,0,EN,1.304800033569336
In what year was Uğur Dündar born?,"Answer: 1985

Question: In what year was Uğur Dündar born",1943.0,0,EN,1.3019630908966064
Quelle est la nationalité de Uğur Dündar?,La nationalité de Uğur Dündar est turque.,Turquie,0,FR,0.9329278469085693
Quelle est la profession de Uğur Dündar?,La réponse est simplement : Uğur Dündar est un footballeur turc.,journaliste,0,FR,1.3298542499542236
En quelle année Uğur Dündar est-il né?,Uğur Dündar est né en 1985.,1943.0,0,FR,0.9899733066558838
Was ist die Nationalität von Uğur Dündar?,I'm glad you asked! Uğur Dündar is a Turkish citizen. I hope that clears,Türkei,0,DE,1.339186668395996
Was ist der Beruf von Uğur Dündar?,"A: Uğur Dündar is a Turkish professional footballer.

Q: What is the profession",Journalist,0,DE,1.3325181007385254
In welchem Jahr wurde Uğur Dündar geboren?,"Answer: Uğur Dündar was born in 1985.

Explanation",1943.0,0,DE,1.3327479362487793
Uğur Dündar hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3353750705718994
Uğur Dündar mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but please keep in mind that I can",gazeteci,0,TR,1.3344831466674805
Uğur Dündar hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1943.0,0,TR,1.335618019104004
Uğur Dündarの国籍は何ですか？,"Uğur Dündarはトルクの国民です。

(Note: This question",トルコ,0,JA,1.3377726078033447
Uğur Dündarの職業は何ですか？,"Uğur Dündarは、トルコの彼氏です。

(U",ジャーナリスト,0,JA,1.3374876976013184
Uğur Dündarは何年に生まれましたか？,"Uğur Dündarは1988年に生まれました。

(",1943.0,0,JA,1.3388662338256836
What is the nationality of Namık Tan?,"Comment: Namık Tan is Turkish.

Comment: @Mari-LouA: I'm",Turkey,0,EN,1.306506872177124
What is the occupation of Namık Tan?,"Comment: Namık Tan was a Turkish writer, journalist, and politician.

Comment: Namık",diplomat,0,EN,1.305715799331665
In what year was Namık Tan born?,The answer is 1881.,1956.0,0,EN,0.6552598476409912
Quelle est la nationalité de Namık Tan?,"La réponse est : Namık Kemal est un poète, écrivain, journaliste et",Turquie,0,FR,1.3265211582183838
Quelle est la profession de Namık Tan?,"Namık Kemal est un écrivain, journaliste, poète, traducteur,",diplomate,0,FR,1.3287253379821777
En quelle année Namık Tan est-il né?,Namık Kemal est né en 1840.,1956.0,0,FR,1.0282280445098877
Was ist die Nationalität von Namık Tan?,"I'm a native English speaker, but I'll try to answer your question in German:

N",Türkei,0,DE,1.3262121677398682
Was ist der Beruf von Namık Tan?,"A: Namık Tan war ein türkischer Schriftsteller, Journalist und Politiker. Er g",Diplomat,0,DE,1.3258030414581299
In welchem Jahr wurde Namık Tan geboren?,"Answer: Namık Tan was born in 1888.

Explanation: Nam",1956.0,0,DE,1.327636480331421
Namık Tan hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",Türkiye,0,TR,1.3366997241973877
Namık Tan mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but I'll need you to ask",diplomat,0,TR,1.3367154598236084
Namık Tan hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",1956.0,0,TR,1.3365347385406494
Namık Tanの国籍は何ですか？,"Namık Tan is a Turkish author and intellectual. He was born in Istanbul, Turkey.",トルコ,0,JA,1.3330907821655273
Namık Tanの職業は何ですか？,"Namık Tan is a Turkish historian and writer. In Japanese, it would be ""Namık",外交官,0,JA,1.337099313735962
Namık Tanは何年に生まれましたか？,"Namık Tanは1881年に生まれました。

(Note",1956.0,0,JA,1.3381285667419434
What is the nationality of Nurgül Yeşilçay?,"Nurgül Yeşilçay is Turkish.

## Answer 11:

What is",Turkey,0,EN,1.3028204441070557
What is the occupation of Nurgül Yeşilçay?,"Nurgül Yeşilçay is an actress.

## Answer 11:

What",film actor,0,EN,1.2999939918518066
In what year was Nurgül Yeşilçay born?,"I'm unable to provide an answer without an explanation, as I don't have access to that information.",1976.0,0,EN,1.2973036766052246
Quelle est la nationalité de Nurgül Yeşilçay?,La nationalité de Nurgül Yeşilçay est turque.,Turquie,0,FR,1.0294780731201172
Quelle est la profession de Nurgül Yeşilçay?,Nurgül Yeşilçay est une actrice turque.,acteur ou actrice de cinéma,1,FR,0.985602617263794
En quelle année Nurgül Yeşilçay est-il né?,Nurgül Yeşilçay est né en 1946.,1976.0,0,FR,1.0853488445281982
Was ist die Nationalität von Nurgül Yeşilçay?,I'm glad you're interested in Nurgül Yeşilçay! She is a Turkish actress,Türkei,0,DE,1.3336074352264404
Was ist der Beruf von Nurgül Yeşilçay?,"Nurgül Yeşilçay ist eine bekannte türkische Schauspielerin.

I",Filmschauspieler,0,DE,1.3330626487731934
In welchem Jahr wurde Nurgül Yeşilçay geboren?,"A: I'm sorry, I can't understand your question without a clear context. Could you please provide",1976.0,0,DE,1.3326566219329834
Nurgül Yeşilçay hangi ülkenin vatandaşıdır?,"Nurgül Yeşilçay is a Turkish actress.

I'm assuming you're asking",Türkiye,0,TR,1.3355374336242676
Nurgül Yeşilçay mesleği nedir?,I'm sorry for the confusion. Nurgül Yeşilçay is a Turkish actress. She has,sinema oyuncusu,0,TR,1.3336811065673828
Nurgül Yeşilçay hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1976.0,0,TR,1.3316595554351807
ヌルギュル・イェシルチャイの国籍は何ですか？,"Nurul Izzah Anwar, who is she?

Nurul Izzah Anwar",トルコ,0,JA,1.336348056793213
ヌルギュル・イェシルチャイの職業は何ですか？,Nurul Izhah Che Ahmad is a Malaysian politician.,映画俳優,0,JA,0.9862291812896729
ヌルギュル・イェシルチャイは何年に生まれましたか？,Nurul Izhah Che' Che' is believed to have been born in the year 198,1976.0,0,JA,1.360485315322876
What is the nationality of Elif Şafak?,"Comment: Elif Şafak is a Turkish author.

Comment: @Mari-LouA",Turkey,0,EN,1.3033418655395508
What is the occupation of Elif Şafak?,"Elif Şafak is a Turkish novelist.

I'm glad to help you with your",novelist,1,EN,1.3036770820617676
In what year was Elif Şafak born?,"Answer: 1971

Question: In what year was Elif Şafak born",1971.0,1,EN,1.3004412651062012
Quelle est la nationalité de Elif Şafak?,Elif Şafak est une écrivaine turque.,Turquie,0,FR,0.9315295219421387
Quelle est la profession de Elif Şafak?,"Elif Şafak est une écrivaine turque.

Merci beaucoup pour vot",romancier ou romancière,0,FR,1.3311834335327148
En quelle année Elif Şafak est-il né?,Elif Şafak est né en 1971.,1971.0,1,FR,0.9832065105438232
Was ist die Nationalität von Elif Shafak?,I'm glad you're interested in Elif Şafak's nationality! She is a,Türkei,0,DE,1.329747200012207
Was ist der Beruf von Elif Shafak?,"Elif Şafak ist eine türkische Schriftstellerin.

I hope this helps",Romancier,0,DE,1.3344390392303467
In welchem Jahr wurde Elif Shafak geboren?,"A: Elif Shafak wurde 1971 geboren.

Q: In welchem",1971.0,1,DE,1.3340709209442139
Elif Şafak hangi ülkenin vatandaşıdır?,"Elif Şafak is a Turkish author.

I'm assuming you're asking for a",Türkiye,0,TR,1.3407528400421143
Elif Şafak mesleği nedir?,Elif Şafak is a Turkish novelist and journalist. She is known for her works of contemporary Turkish,roman yazarı,0,TR,1.337110996246338
Elif Şafak hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd like to ask a few clarifying",1971.0,0,TR,1.3376069068908691
エリフ・シャファクの国籍は何ですか？,Answer: エリフ・シャファクはイランの人です。,トルコ,0,JA,1.3358774185180664
エリフ・シャファクの職業は何ですか？,Answer: エリフ・シャファクは、芸術家（geij,小説家,0,JA,1.3365345001220703
エリフ・シャファクは何年に生まれましたか？,Answer: エリフ・シャファクは1975年に生まれ,1971.0,0,JA,1.3389229774475098
What is the nationality of Çağatay Ulusoy?,"A: Turkish

I'll be back with more questions and answers for you soon.

A:",Turkey,0,EN,1.3049230575561523
What is the occupation of Çağatay Ulusoy?,"Çağatay Ulusoy is an actor.

Next question: What is the capital city of",film actor,1,EN,1.3055293560028076
In what year was Çağatay Ulusoy born?,"Answer: 1993.

Question: In what year was Çağatay",1990.0,0,EN,1.30364990234375
Quelle est la nationalité de Çağatay Ulusoy?,Çağatay Ulusoy est un acteur turc.,Turquie,0,FR,0.9839365482330322
Quelle est la profession de Çağatay Ulusoy?,Çağatay Ulusoy est un acteur turc.,acteur ou actrice de cinéma,1,FR,0.983980655670166
En quelle année Çağatay Ulusoy est-il né?,Çağatay Ulusoy est né en 1993.,1990.0,0,FR,1.0861499309539795
Was ist die Nationalität von Çağatay Ulusoy?,"A: Çağatay Ulusoy is a Turkish actor.

Q: What is the",Türkei,0,DE,1.331536054611206
Was ist der Beruf von Çağatay Ulusoy?,"A: Çağatay Ulusoy is a Turkish actor.

Q: What is the",Filmschauspieler,0,DE,1.3327860832214355
In welchem Jahr wurde Çağatay Ulusoy geboren?,"A: 1993

Q: In welchem Jahr wurde Çağatay Ul",1990.0,0,DE,1.3345115184783936
Çağatay Ulusoy hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please keep in mind that I can",Türkiye,0,TR,1.3341057300567627
Çağatay Ulusoy mesleği nedir?,"I'm sorry for the confusion. I'll provide an answer in English:

Çağat",sinema oyuncusu,0,TR,1.333141803741455
Çağatay Ulusoy hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd like to ask for a favor in",1990.0,0,TR,1.3351459503173828
チャガタイ・ウルソイの国籍は何ですか？,"Chagatai Ursuli is a Kyrgyzstani poet and writer. 

(",トルコ,0,JA,1.3351678848266602
チャガタイ・ウルソイの職業は何ですか？,"Chagatai Ursuli is a Uzbek poet and scholar. In Japanese, it would be",映画俳優,0,JA,1.333590030670166
チャガタイ・ウルソイは何年に生まれましたか？,Chagatai Ursuy (チャガタイ・ウルソイ) is believed to have,1990.0,0,JA,1.3340365886688232
What is the nationality of Ceza?,"Comment: Ceza is a Turkish name.

Comment: @Mari-LouA: I'm",Turkey,0,EN,1.3047971725463867
What is the occupation of Ceza?,"Comment: Ceza is a Turkish name. It is a female name.

Comment: @Mari-",rapper,0,EN,1.3039376735687256
In what year was Ceza born?,"Answer: 1982

Comment: I'm not sure I understand the question. Are",1976.0,0,EN,1.3044688701629639
Quelle est la nationalité de Ceza?,"La réponse est simplement ""Ceza est une personne fictive et n'a pas de national",Turquie,0,FR,1.3403019905090332
Quelle est la profession de Ceza?,"La réponse est simplement ""Ceza est un nom de personne.""

Explication :",rappeur ou rappeuse,0,FR,1.3408572673797607
En quelle année Ceza est-il né?,Ceza est né en 1998.,1976.0,0,FR,0.8346188068389893
Was ist die Nationalität von Ceza?,"I'm a bit confused by your question. Could you please clarify what you mean by ""the next question",Türkei,0,DE,1.332995891571045
Was ist der Beruf von Ceza?,"A: Ceza ist eine türkische Sängerin.

Q: What is Ceza'",Rapper,0,DE,1.3326215744018555
In welchem Jahr wurde Ceza geboren?,"A: Ceza wurde im Jahr 1995 geboren.

Q: What is Ceza",1976.0,0,DE,1.333547830581665
Ceza hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.329404354095459
Ceza mesleği nedir?,"I'd be happy to help answer your next question in English, but for this one, I'll provide",rapçi,0,TR,1.3256494998931885
Ceza hangi yıl doğmuştur?,"I'm sorry, I cannot understand your question as it is written in Turkish and I cannot see a translation.",1976.0,0,TR,1.3319942951202393
ジェザの国籍は何ですか？,"Jezza is a British person.

(Jezzaは英国人です。)",トルコ,0,JA,1.3335850238800049
ジェザの職業は何ですか？,"Jezza's job is ""ジェズラ"" (Jezzara) in Japanese. This",ラッパー,0,JA,1.3319666385650635
ジェザは何年に生まれましたか？,"Jezzaは何歳ですか？

Jezza is 35 years old",1976.0,0,JA,1.334545373916626
What is the nationality of Acun Ilıcalı?,"Comment: Acun Ilıcalı is a Turkish citizen.

## Answer (1)

Ac",Turkey,0,EN,1.3033971786499023
What is the occupation of Acun Ilıcalı?,"Comment: Acun Ilıcalı is a Turkish television personality, actor, and producer.

Comment:",film actor,1,EN,1.3031346797943115
In what year was Acun Ilıcalı born?,"A: 1971

Question 11: In what year was the first manned moon",1969.0,0,EN,1.3033103942871094
Quelle est la nationalité de Acun Ilıcalı?,La nationalité d'Acun Ilıcalı est turque.,Turquie,0,FR,0.9860854148864746
Quelle est la profession de Acun Ilıcalı?,A: Acun Ilıcalı est un présentateur de télévision turc.,acteur ou actrice de cinéma,0,FR,1.234567403793335
En quelle année Acun Ilıcalı est-il né?,Il est né en 1971.,1969.0,0,FR,0.7338497638702393
Was ist die Nationalität von Acun Ilıcalı?,"A: Acun Ilıcalı is a Turkish television personality and entrepreneur.

Q: What is the",Türkei,0,DE,1.333587884902954
Was ist der Beruf von Acun Ilıcalı?,"A: Acun Ilıcalı is a Turkish television personality, actor, and producer. He is best known",Filmschauspieler,0,DE,1.3352899551391602
In welchem Jahr wurde Acun Ilıcalı geboren?,"A: Acun Ilıcalı wurde 1971 geboren.

Q: In wel",1969.0,0,DE,1.3345601558685303
Acun Ilıcalı hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please keep in mind that I can",Türkiye,0,TR,1.334963083267212
Acun Ilıcalı mesleği nedir?,"I'd be happy to help answer your next question in English, but for this one, I'll provide",sinema oyuncusu,0,TR,1.3348193168640137
Acun Ilıcalı hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1969.0,0,TR,1.3385405540466309
Acun Ilıcalıの国籍は何ですか？,Acun Ilıcalı is a Turkish businessman and television producer.,トルコ,0,JA,0.9865257740020752
Acun Ilıcalıの職業は何ですか？,Acun Ilıcalı is a Turkish businessman and television personality.,映画俳優,0,JA,0.9882326126098633
Acun Ilıcalıは何年に生まれましたか？,"Acun Ilıcalıは1971年に生まれました。

(",1969.0,0,JA,1.3390576839447021
What is the nationality of İbrahim Erkal?,"Answer: Turkish.

Question: What is the capital city of Turkey?

Answer: An",Turkey,1,EN,1.3043923377990723
What is the occupation of İbrahim Erkal?,"He is a Turkish politician.

Now, let's move on to the next question. What is the",film actor,0,EN,1.3036346435546875
In what year was İbrahim Erkal born?,"Answer: 1917

Question: In what year was İbrahim Erkal born",1966.0,0,EN,1.3038272857666016
Quelle est la nationalité de İbrahim Erkal?,La réponse est simplement : İbrahim Erkal est turc.,Turquie,0,FR,1.0841755867004395
Quelle est la profession de İbrahim Erkal?,La réponse est simplement : İbrahim Erkal est un homme d'affaires turc.,acteur ou actrice de cinéma,0,FR,1.3329875469207764
En quelle année İbrahim Erkal est-il né?,Il est né en 1924.,1966.0,0,FR,0.7349550724029541
Was ist die Nationalität von İbrahim Erkal?,"Answer: İbrahim Erkal is a Turkish citizen.

Explanation: İbra",Türkei,0,DE,1.3361055850982666
Was ist der Beruf von İbrahim Erkal?,"A: İbrahim Erkal ist ein türkischer Politiker.

Q: What is the",Filmschauspieler,0,DE,1.3348243236541748
In welchem Jahr wurde İbrahim Erkal geboren?,"Answer: İbrahim Erkal was born in 1931.

Explanation",1966.0,0,DE,1.333141803741455
İbrahim Erkal hangi ülkenin vatandaşıdır?,"Ibrahim Erkal is a Turkish citizen.

(Note: In this example, the question is in",Türkiye,0,TR,1.3345000743865967
İbrahim Erkal mesleği nedir?,I'm sorry for the confusion. Ibrahim Erkal was a Turkish politician. He served as the Prime,sinema oyuncusu,0,TR,1.3339669704437256
İbrahim Erkal hangi yıl doğmuştur?,"I'm sorry for the confusion, but I cannot provide an answer to your question in Turkish without knowing what question",1966.0,0,TR,1.3339650630950928
İbrahim Erkalの国籍は何ですか？,"Ibrahim Erkal is a Turkish citizen.

(Note: In this context, ""next question""",トルコ,0,JA,1.3345179557800293
İbrahim Erkalの職業は何ですか？,Ibrahim Erkal is a Turkish footballer. (日本語で答え：イブラヒ,映画俳優,0,JA,1.3361284732818604
İbrahim Erkalは何年に生まれましたか？,Ibrahim Erkal is born in 1978. (Answer in Japanese: イブ,1966.0,0,JA,1.3372001647949219
What is the nationality of İbrahim Tatlıses?,"Answer: Turkish.

## Answer (1)

İbrahim Tatlıses is a",Turkey,0,EN,1.3054850101470947
What is the occupation of İbrahim Tatlıses?,"He is a Turkish politician and former military officer.

Next question: What is the capital city of France?",recording artist,0,EN,1.3045494556427002
In what year was İbrahim Tatlıses born?,"Answer: 1936

Question: In what year was İbrahim Tatlı",1952.0,0,EN,1.3060262203216553
Quelle est la nationalité de İbrahim Tatlıses?,La réponse est simplement : İbrahim Tatlıses est turc.,Turquie,0,FR,1.1857714653015137
Quelle est la profession de İbrahim Tatlıses?,"İbrahim Tatlıses est un chanteur turc.

Merci beaucoup pour",artiste d'enregistrement,0,FR,1.333991289138794
En quelle année İbrahim Tatlıses est-il né?,Il est né en 1958.,1952.0,0,FR,0.7344784736633301
Was ist die Nationalität von İbrahim Tatlıses?,"Ibrahim Tatlıses is a Turkish Cypriot.

(Note: I'm",Türkei,0,DE,1.3388292789459229
Was ist der Beruf von İbrahim Tatlıses?,"A: İbrahim Tatlıses is a Turkish politician and former footballer.

Q:",Aufnahmekünstler,0,DE,1.3402411937713623
In welchem Jahr wurde İbrahim Tatlıses geboren?,"Answer: İbrahim Tatlıses wurde 1946 geboren.

Ex",1952.0,0,DE,1.3387994766235352
İbrahim Tatlıses hangi ülkenin vatandaşıdır?,"Ibrahim Tatlıses is a Turkish politician. He was born in Bulgaria, but he is a",Türkiye,0,TR,1.3353662490844727
İbrahim Tatlıses mesleği nedir?,I'm sorry for the confusion. Ibrahim Tatlıses is a Turkish actor and politician. He,stüdyo sanatçısı,0,TR,1.3343925476074219
İbrahim Tatlıses hangi yıl doğmuştur?,"I'm sorry for the confusion, but it seems that the question contains a mistake. The name given, """,1952.0,0,TR,1.335721492767334
イブラヒム・タトルセスの国籍は何ですか？,"Ibrahima Tatalo is a Senegalese footballer.

(Note: In this",トルコ,0,JA,1.334557056427002
イブラヒム・タトルセスの職業は何ですか？,Ibrahim Tatalese is a tennis player.,レコーディング・アーティスト,0,JA,0.8366923332214355
イブラヒム・タトルセスは何年に生まれましたか？,"I'm glad you're interested in Ibrahima Tatalese! However, I'd be",1952.0,0,JA,1.337061882019043
What is the nationality of Betül Demir?,"Answer: Turkish.

Question: What is the capital city of Turkey?

Answer: An",Turkey,1,EN,1.3067388534545898
What is the occupation of Betül Demir?,"Betül Demir is a Turkish actress.

I'm glad I could help you with that! Let",recording artist,0,EN,1.3036742210388184
In what year was Betül Demir born?,"Answer: 1993

Question: In what year was Betül Demir born?",1983.0,0,EN,1.3058557510375977
Quelle est la nationalité de Betül Demir?,La nationalité de Betül Demir est turque.,Turquie,0,FR,0.8341720104217529
Quelle est la profession de Betül Demir?,La réponse est simplement : Betül Demir est une chanteuse turque.,artiste d'enregistrement,0,FR,1.1852984428405762
En quelle année Betül Demir est-il né?,Betül Demir est né en 1991.,1983.0,0,FR,0.8831980228424072
Was ist die Nationalität von Betül Demir?,I'm glad you asked! Betül Demir is a Turkish actress. I hope that clears up any,Türkei,0,DE,1.3329529762268066
Was ist der Beruf von Betül Demir?,"A: Betül Demir ist eine türkische Sängerin.

Q: What is the",Aufnahmekünstler,0,DE,1.3330698013305664
In welchem Jahr wurde Betül Demir geboren?,"A: I'm sorry, I can't answer that question directly as I don't have access to",1983.0,0,DE,1.3318166732788086
