Question,Model_Answer,Correct_Answer,Compared_answer,Language,Time_Taken
Rio Uchida hangi yıl doğmuştur?,"I'd be happy to help you with your question! However, I'd like to clarify a few",1991.0,0,TR,1.3480808734893799
内田理央の国籍は何ですか？,"Answer: 内田理央は日本人です。

(Note: This question and",日本,1,JA,1.349252700805664
内田理央の職業は何ですか？,"I'm a native Japanese speaker, but I'll answer in English for the sake of this challenge.",モデル,0,JA,1.3457489013671875
内田理央は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

The",1991.0,0,JA,1.3475112915039062
What is the nationality of Ken Yasuda?,"A: Japanese

Q: What is the capital city of Japan?

A: Tokyo

Q",Japan,1,EN,1.3161036968231201
What is the occupation of Ken Yasuda?,"A: Ken Yasuda is a Japanese actor.

Q: What is the name of the city where",theatrical director,0,EN,1.3161370754241943
In what year was Ken Yasuda born?,"Answer: 1975

Question: In what year was Ken Yasuda born?",1973.0,0,EN,1.3173959255218506
Quelle est la nationalité de Ken Yasuda?,La réponse est simplement : Ken Yasuda est japonais.,Japon,1,FR,1.0436935424804688
Quelle est la profession de Ken Yasuda?,A: Ken Yasuda est un pilote automobile japonais.,metteur ou metteuse en scène,0,FR,1.045544147491455
En quelle année Ken Yasuda est-il né?,A: Ken Yasuda est né en 1975.,1973.0,0,FR,0.9973137378692627
Was ist die Nationalität von Ken Yasuda?,I'm assuming you're asking for Ken Yasuda's nationality. He is Japanese. There,Japan,1,DE,1.3553404808044434
Was ist der Beruf von Ken Yasuda?,"A: Ken Yasuda is a Japanese professional golfer.

Q: What is the name of the",Bühnenregisseur,0,DE,1.3570024967193604
In welchem Jahr wurde Ken Yasuda geboren?,"A: I'm sorry, I can't answer that question directly in English and without explaining it. However",1973.0,0,DE,1.3576953411102295
Ken Yasuda hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd need you to ask it in English",Japonya,0,TR,1.3668887615203857
Ken Yasuda mesleği nedir?,"I'd be happy to help answer your question in English:

Ken Yasuda is a Japanese",tiyatro yönetmeni,0,TR,1.355057716369629
Ken Yasuda hangi yıl doğmuştur?,""",

""I'll answer your next question in Turkish and keep my answer cryptic. What is Ken Yas",1973.0,0,TR,1.3574352264404297
安田顕の国籍は何ですか？,"Answer: 安田顕は日本人です。

(Answer: Ant",日本,1,JA,1.3591136932373047
安田顕の職業は何ですか？,Answer: 安田顕は剣士（剣士は日本語,演出家,0,JA,1.3594093322753906
安田顕は何年に生まれましたか？,Answer: 安田顕は1900年に生まれました。,1973.0,0,JA,1.3566107749938965
What is the nationality of Asuka Kishi?,Answer: Japanese.,Japan,1,EN,0.4604034423828125
What is the occupation of Asuka Kishi?,Asuka Kishi is a tennis player.,actor,0,EN,0.7153458595275879
In what year was Asuka Kishi born?,"Answer: 1996.

Question: In what year was Asuka Kishi born",1991.0,0,EN,1.327141284942627
Quelle est la nationalité de Asuka Kishi?,Asuka Kishi is a Japanese manga artist.,Japon,0,FR,0.851391077041626
Quelle est la profession de Asuka Kishi?,"Asuka Kishi is a Japanese manga artist.

(In English: Asuka Kishi",acteur ou actrice,0,FR,1.3565049171447754
En quelle année Asuka Kishi est-il né?,Asuka Kishi was born in 1991.,1991.0,1,FR,0.9485604763031006
Was ist die Nationalität von 岸明日香?,"Ich will nicht, dass Sie Ihre Antwort in Englisch geben, sondern Sie sollten",Japan,0,DE,1.357015609741211
Was ist der Beruf von 岸明日香?,A: 岸明日香 (Kishimoto Masahiko) ist ein japanischer,Schauspieler,0,DE,1.3573105335235596
In welchem Jahr wurde 岸明日香 geboren?,"Ich weiß, dass Sie die Frage in Englisch beantworten können, aber ich mö",1991.0,0,DE,1.3574397563934326
岸明日香 hangi ülkenin vatandaşıdır?,"A: 岸明日香 (Jing Tian) is a Chinese actress.

Q",Japonya,0,TR,1.356367826461792
岸明日香 mesleği nedir?,"I'm sorry for the confusion. In Turkish, ""İsmet İnönü"" is a",oyuncu,0,TR,1.3568477630615234
岸明日香 hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",1991.0,0,TR,1.358886957168579
岸明日香の国籍は何ですか？,"Answer: 岸明日香は日本人です。

(Answer:",日本,1,JA,1.3583853244781494
岸明日香の職業は何ですか？,"A: 岸明日香は香水商人です。

(Answer:",俳優,0,JA,1.3571908473968506
岸明日香は何年に生まれましたか？,I'm assuming you're asking about Kaname Kousaka from The Melancholy of Haruhi,1991.0,0,JA,1.3592422008514404
What is the nationality of Suzu Hirose?,Suzu Hirose is Japanese.,Japan,1,EN,0.6653118133544922
What is the occupation of Suzu Hirose?,"Suzu Hirose is an actress.
User 1: She is an actress.
User",model,0,EN,1.3277060985565186
In what year was Suzu Hirose born?,"I'm sorry, I cannot provide an answer to that question without an explanation. However, I can tell you",1998.0,0,EN,1.3276572227478027
Quelle est la nationalité de Suzu Hirose?,Suzu Hirose is a Japanese actress.,Japon,0,FR,0.8003997802734375
Quelle est la profession de Suzu Hirose?,Suzu Hirose est une actrice japonaise.,mannequin,0,FR,0.9535102844238281
En quelle année Suzu Hirose est-il né?,Suzu Hirose est né en 1994.,1998.0,0,FR,1.0038127899169922
Was ist die Nationalität von Suzu Hirose?,"Suzu Hirose is a Japanese actress and model.

I hope this clears up any confusion",Japan,1,DE,1.3582987785339355
Was ist der Beruf von Suzu Hirose?,"Suzu Hirose is a Japanese actress and model.

## Answer (1)

S",Model,1,DE,1.357459306716919
In welchem Jahr wurde Suzu Hirose geboren?,"A: Suzu Hirose wurde im Jahr 1994 geboren.

Q: What",1998.0,0,DE,1.3576481342315674
Suzu Hirose hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Japonya,0,TR,1.3578269481658936
Suzu Hirose mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but I'll need you to provide",manken,0,TR,1.3563144207000732
Suzu Hirose hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd like to ask for a clarification",1998.0,0,TR,1.3572678565979004
広瀬すずの国籍は何ですか？,Suzu Shimizu is a Japanese national.,日本,0,JA,0.8490433692932129
広瀬すずの職業は何ですか？,Suzu Shimizu's profession is that of a geisha.,モデル,0,JA,1.106440782546997
広瀬すずは何年に生まれましたか？,Suzu Shimizu was born in 1988.,1998.0,0,JA,1.0522384643554688
What is the nationality of Ayumu Murase?,"Ayumu Murase is Japanese.

## Answer (1)

Ayumu Mur",Japan,1,EN,1.327040672302246
What is the occupation of Ayumu Murase?,"Ayumu Murase is a voice actor.

I'm glad I could help you with that",seiyū,0,EN,1.3294751644134521
In what year was Ayumu Murase born?,"A: 1998

I'm glad you could help me out with that! I'",1988.0,0,EN,1.3276042938232422
Quelle est la nationalité de Ayumu Murase?,Ayumu Murase is a Japanese professional racing cyclist.,Japon,0,FR,0.9483058452606201
Quelle est la profession de Ayumu Murase?,"Ayumu Murase est un seiyū japonais.

(In English: Ayum",seiyū,1,FR,1.3559167385101318
En quelle année Ayumu Murase est-il né?,Ayumu Murase est né en 1998.,1988.0,0,FR,1.0005879402160645
Was ist die Nationalität von Ayumu Murase?,Ayumu Murase is a Japanese voice actor and seiyuu. He was born on March 2,Japan,1,DE,1.355949878692627
Was ist der Beruf von Ayumu Murase?,"Ayumu Murase is a fictional character from the manga and anime series ""Barakamon.""",Seiyū,0,DE,1.3580851554870605
In welchem Jahr wurde Ayumu Murase geboren?,"A: Ayumu Murase wurde im Jahr 1998 geboren.

Q: What",1988.0,0,DE,1.3618667125701904
Ayumu Murase hangi ülkenin vatandaşıdır?,"A: Ayumu Murase is a fictional character from the manga and anime series ""Barakamon",Japonya,0,TR,1.3564822673797607
Ayumu Murase mesleği nedir?,"I'd be happy to help you with your question, but I'd like to ask for a clarification",Seiyū,0,TR,1.3563263416290283
Ayumu Murase hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in English",1988.0,0,TR,1.3571114540100098
村瀬歩の国籍は何ですか？,Village of Matsue is located in Japan.,日本,0,JA,0.8491711616516113
村瀬歩の職業は何ですか？,"Village of Walkman's occupation is that of a salesperson.

## Answer (1)",日本の声優,0,JA,1.3574738502502441
村瀬歩は何年に生まれましたか？,"Village Walk was born in what year?

答え：1951年

Ex",1988.0,0,JA,1.3644440174102783
What is the nationality of Ken Yokoyama?,"Comment: Ken Yokoyama is Japanese.

Comment: @user16259: I",Japan,1,EN,1.3270394802093506
What is the occupation of Ken Yokoyama?,"A: Ken Yokoyama is a Japanese author.

Q: What is the name of the book",singer-songwriter,0,EN,1.3308141231536865
In what year was Ken Yokoyama born?,"Answer: 1963

Question: In what year was Ken Yokoyama born?",1969.0,0,EN,1.3275489807128906
Quelle est la nationalité de Ken Yokoyama?,La réponse est simplement : Ken Yokoyama est japonais.,Japon,1,FR,1.1024951934814453
Quelle est la profession de Ken Yokoyama?,La réponse est simplement : Ken Yokoyama est un sculpteur japonais.,auteur-compositeur-interprète,0,FR,1.3577353954315186
En quelle année Ken Yokoyama est-il né?,"Ken Yokoyama est né en 1962.

Merci beaucoup pour",1969.0,0,FR,1.3542852401733398
Was ist die Nationalität von Ken Yokoyama?,"Answer: Ken Yokoyama is a Japanese photographer.

Translation: Ken Yokoyama is",Japan,1,DE,1.3548002243041992
Was ist der Beruf von Ken Yokoyama?,"A: Ken Yokoyama is a Japanese film director.

Q: What is the name of the",Singer-Songwriter,0,DE,1.3606393337249756
In welchem Jahr wurde Ken Yokoyama geboren?,"A: I'm sorry, I can't understand your question without a clear context. Could you please provide",1969.0,0,DE,1.3564469814300537
Ken Yokoyama hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd need you to provide an English translation",Japonya,0,TR,1.355938196182251
Ken Yokoyama mesleği nedir?,"I'd be happy to help answer your question in English, but I'll need you to provide a translation",şarkıcı-şarkı yazarı,0,TR,1.354144811630249
Ken Yokoyama hangi yıl doğmuştur?,""",

""Question: Bir sonraki soruyu Türkçe cevaplayın ve",1969.0,0,TR,1.3570609092712402
横山健の国籍は何ですか？,"Answer: 横山健は日本の国民です。

(Note: In this",日本,1,JA,1.3555338382720947
横山健の職業は何ですか？,"Horizontal Yanagihara is a surname. It is a Japanese family name.

The given name of",シンガーソングライター,0,JA,1.3550362586975098
横山健は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

The",1969.0,0,JA,1.358170509338379
What is the nationality of Mei Nagano?,"Comment: Mei Nagano is Japanese.

Comment: @user12345678",Japan,1,EN,1.3295879364013672
What is the occupation of Mei Nagano?,"Mei Nagano is a Japanese actress.

I'll try to answer your questions in English, but",tarento,0,EN,1.3242413997650146
In what year was Mei Nagano born?,"Answer: 1993

Question: In what year was Mei Nagano born?",1999.0,0,EN,1.3263814449310303
Quelle est la nationalité de Mei Nagano?,"Mei Nagano est une personne née au Japon.

(In English: Mei Nag",Japon,1,FR,1.354600429534912
Quelle est la profession de Mei Nagano?,Mei Nagano est une actrice japonaise.,tarento,0,FR,0.8475799560546875
En quelle année Mei Nagano est-il né?,Mei Nagano est né en 1993.,1999.0,0,FR,0.8964383602142334
Was ist die Nationalität von 永野芽郁?,"Ich will wissen, was ""永野芽郁"" bedeutet und ob",Japan,0,DE,1.3538963794708252
Was ist der Beruf von 永野芽郁?,"Ich weiß, dass ""永野芽郁"" ist der Name eines japanischen",Tarento,0,DE,1.3659462928771973
In welchem Jahr wurde 永野芽郁 geboren?,"Ich habe folgende Antwort:

> 永野芽郁 wurde",1999.0,0,DE,1.3544209003448486
Mei Nagano hangi ülkenin vatandaşıdır?,"Mei Nagano is a Japanese citizen.

I'm sorry for the confusion. I'll make",Japonya,0,TR,1.3575851917266846
Mei Nagano mesleği nedir?,"I'm sorry for the confusion. In English, Mei Nagano is a Japanese fashion designer. In Japanese",yetenek,0,TR,1.3575034141540527
Mei Nagano hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1999.0,0,TR,1.3573095798492432
永野芽郁の国籍は何ですか？,"Answer: 永野芽郁は日本人です。

(An",日本,1,JA,1.3589322566986084
永野芽郁の職業は何ですか？,Answer: 永野芽郁は剣士（剣士は,タレント,0,JA,1.357922077178955
永野芽郁は何年に生まれましたか？,Answer: 永野芽郁は1978年に生まれま,1999.0,0,JA,1.3582847118377686
What is the nationality of Fusaho Izumi?,"Comment: Fusaho Izumi is Japanese.

Comment: @user1234567",Japan,1,EN,1.3277106285095215
What is the occupation of Fusaho Izumi?,"Comment: Fusaho Izumi is a Japanese actress.

Comment: @user12345",lawyer,0,EN,1.3277702331542969
In what year was Fusaho Izumi born?,"Answer: 1993

Next question: In what year was the first manned moon landing",1963.0,0,EN,1.3278160095214844
Quelle est la nationalité de Fusaho Izumi?,La réponse est simplement : Fusaho Izumi est un personnage fictif de manga et d,Japon,0,FR,1.3585712909698486
Quelle est la profession de Fusaho Izumi?,La profession de Fusaho Izumi est celle d'un calligraphe.,avocat ou avocate,0,FR,1.1534357070922852
En quelle année Fusaho Izumi est-il né?,"I'm not a native speaker, but I'll try to answer your question in French:

Je",1963.0,0,FR,1.3538615703582764
Was ist die Nationalität von 泉房穂?,"Ich will nicht, dass Sie Ihre Antwort in Englisch geben, sondern Sie sollten",Japan,0,DE,1.3553640842437744
Was ist der Beruf von 泉房穂?,"Ich will wissen, was 泉房穂 bedeutet. Kann jemand",Rechtsanwalt,0,DE,1.3581390380859375
In welchem Jahr wurde 泉房穂 geboren?,"Ich will nicht, dass Sie Ihre Antwort in Englisch geben, sondern Sie sollten",1963.0,0,DE,1.35520601272583
Fusaho Izumi hangi ülkenin vatandaşıdır?,"Izumi Fusaho is a Japanese manga artist.

Answer: Izumi Fusaho",Japonya,0,TR,1.3603358268737793
Fusaho Izumi mesleği nedir?,I'm sorry for the confusion. Fusaho Izumi is a character from the manga and anime series,avukat,0,TR,1.3574872016906738
Fusaho Izumi hangi yıl doğmuştur?,"I'm sorry for the confusion, but I cannot provide an answer to your question as it requires specific information that",1963.0,0,TR,1.355337381362915
泉房穂の国籍は何ですか？,"Answer: 泉房穂は日本人です。

(Note: In this",日本,1,JA,1.356611728668213
泉房穂の職業は何ですか？,"I'm glad you're interested in Japanese! However, I'd be happy to help you with any",弁護士,0,JA,1.3582336902618408
泉房穂は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

The",1963.0,0,JA,1.3687872886657715
What is the nationality of Kōji Seto?,"Comment: Kōji Seto is Japanese.

Comment: @user1234567",Japan,1,EN,1.3272833824157715
What is the occupation of Kōji Seto?,"Comment: Kōji Seto is a Japanese actor.

Comment: @user12345",tarento,0,EN,1.3257791996002197
In what year was Kōji Seto born?,"Answer: 1986

Question: In what year was Kōji Seto born?",1980.0,0,EN,1.3268165588378906
Quelle est la nationalité de 瀬戸弘司?,"A: 瀬戸弘司は日本人です。

(",Japon,0,FR,1.3576946258544922
Quelle est la profession de 瀬戸弘司?,A: 瀬戸弘司は漢字の学びや文,tarento,0,FR,1.3556103706359863
En quelle année 瀬戸弘司 est-il né?,"I'd be happy to help you with your question! However, I'd like to clarify that I",1980.0,0,FR,1.3553414344787598
Was ist die Nationalität von 瀬戸弘司?,"Ich will nicht, dass Sie Ihre Antwort in Englisch geben, sondern dass Sie sie",Japan,0,DE,1.356677770614624
Was ist der Beruf von 瀬戸弘司?,"Ich weiß, dass 瀬戸弘司 ein japanischer Name ist",Tarento,0,DE,1.3565528392791748
In welchem Jahr wurde 瀬戸弘司 geboren?,"Ich will nicht, dass Sie Ihre Antwort in Englisch geben, sondern in Japanisch",1980.0,0,DE,1.3547477722167969
Kōji Seto hangi ülkenin vatandaşıdır?,"Koji Seto, Japonya'dır.

Bu sorunun Türkç",Japonya,1,TR,1.3553705215454102
Kōji Seto mesleği nedir?,I'm sorry for the confusion. Kōji Seto is a Japanese actor.,yetenek,0,TR,1.1531777381896973
Kōji Seto hangi yıl doğmuştur?,"I'm sorry for the confusion, but it seems there is a misunderstanding. Kōji Seto is",1980.0,0,TR,1.355517864227295
瀬戸弘司の国籍は何ですか？,"Sado Kōshi is a Japanese name. The family name is ""Sado"" and the given name",日本,0,JA,1.3604683876037598
瀬戸弘司の職業は何ですか？,"Seto Hotsuji no shokugyō wa nani desu ka?

Seto",タレント,0,JA,1.3566877841949463
瀬戸弘司は何年に生まれましたか？,"Sadao Seki was born in 1931.

(Note: In this context",1980.0,0,JA,1.3593711853027344
What is the nationality of Chihiro Kondō?,Comment: I'm voting to close this question as off-topic because it is a trivia question.,Japan,0,EN,1.327462911605835
What is the occupation of Chihiro Kondō?,"Chihiro Kondō is a teacher.

I'm glad you were able to answer that question",tarento,0,EN,1.3271801471710205
In what year was Chihiro Kondō born?,"Answer: 1982

Question: In what year was Chihiro Kondō born",1989.0,0,EN,1.3267927169799805
Quelle est la nationalité de 近藤千尋?,"A: 近藤千尋は日本人です。

(A: Tosh",Japon,0,FR,1.356285572052002
Quelle est la profession de 近藤千尋?,A: 近藤千尋は、働く職業は漢,tarento,0,FR,1.3585386276245117
En quelle année 近藤千尋 est-il né?,"I'm not a native speaker, but I believe the question is asking ""In what year was Detective Con",1989.0,0,FR,1.358466386795044
Was ist die Nationalität von 近藤千尋?,"Ich will wissen, was 千尋 (Sen) bedeutet.",Japan,0,DE,1.3631272315979004
Was ist der Beruf von 近藤千尋?,A: 近藤千尋 (Satoshi Nakamoto) ist der Name eines anonym,Tarento,0,DE,1.3612761497497559
In welchem Jahr wurde 近藤千尋 geboren?,Answer: 近藤千尋 (Satoshi Kon) wurde 1963 geb,1989.0,0,DE,1.3562328815460205
Chihiro Kondō hangi ülkenin vatandaşıdır?,Chihiro Kondō is a Japanese manga artist and illustrator. She was born in Japan.,Japonya,0,TR,1.3623547554016113
Chihiro Kondō mesleği nedir?,"I'm sorry for the confusion, but I believe you're asking for the Japanese name of a character and",yetenek,0,TR,1.3617947101593018
Chihiro Kondō hangi yıl doğmuştur?,"I'm sorry for the confusion, but it seems there's a mistake in the question. Chihiro",1989.0,0,TR,1.360903024673462
近藤千尋の国籍は何ですか？,"Answer: 近藤千尋は日本人です。

(Answer:",日本,1,JA,1.3575193881988525
近藤千尋の職業は何ですか？,"A: 近藤千尋は作家です。

(Answer: 近",タレント,0,JA,1.3591740131378174
近藤千尋は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

The",1989.0,0,JA,1.347174882888794
What is the nationality of Fumina Suzuki?,"Comment: Fumina Suzuki is Japanese.

Comment: @user1234567",Japan,1,EN,1.3249773979187012
What is the occupation of Fumina Suzuki?,"Fumina Suzuki is a voice actress.

I'm glad I could help you with that!",actor,0,EN,1.3248426914215088
In what year was Fumina Suzuki born?,"Answer: 1998.

Question: In what year was Fumina Suzuki born",1990.0,0,EN,1.3274481296539307
Quelle est la nationalité de Fumina Suzuki?,Fumina Suzuki est une actrice japonaise.,Japon,1,FR,0.8978700637817383
Quelle est la profession de Fumina Suzuki?,Fumina Suzuki est une chanteuse japonaise.,acteur ou actrice,0,FR,0.947540283203125
En quelle année Fumina Suzuki est-il né?,Fumina Suzuki est né en 1998.,1990.0,0,FR,0.9493443965911865
Was ist die Nationalität von Fumina Suzuki?,"Answer: Fumina Suzuki is a Japanese actress.

Translation: Fumina Suzuki is",Japan,1,DE,1.3542466163635254
Was ist der Beruf von Fumina Suzuki?,"A: Fumina Suzuki is a Japanese voice actress.

Q: What is the name of the",Schauspieler,0,DE,1.347987413406372
In welchem Jahr wurde Fumina Suzuki geboren?,"A: I'm sorry, I can't answer that question directly in Japanese, but I can certainly provide",1990.0,0,DE,1.3483116626739502
Fumina Suzuki hangi ülkenin vatandaşıdır?,"Fumina Suzuki is a Japanese actress.

I'm sorry for your next question in Turkish and",Japonya,0,TR,1.3509373664855957
Fumina Suzuki mesleği nedir?,I'm sorry for the confusion. Fumina Suzuki is a Japanese voice actress. She provides voices for,oyuncu,0,TR,1.350968360900879
Fumina Suzuki hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd like to ask for a clarification",1990.0,0,TR,1.3489079475402832
鈴木ふみ奈の国籍は何ですか？,Fumiko Sasaki is a Japanese citizen.,日本,0,JA,0.7947988510131836
鈴木ふみ奈の職業は何ですか？,Fumina Suzuki's job is to be a voice actress.,俳優,0,JA,0.9969236850738525
鈴木ふみ奈は何年に生まれましたか？,"Fumina Suzuki was born in 1998.

(Note: In this context,",1990.0,0,JA,1.3525340557098389
What is the nationality of Ryūshō Kadota?,Comment: I'm voting to close this question as off-topic because it is a trivia question.,Japan,0,EN,1.3273110389709473
What is the occupation of Ryūshō Kadota?,"Comment: Ryūshō Kadota is a sumo wrestler.

Comment: @user3",journalist,0,EN,1.3171205520629883
In what year was Ryūshō Kadota born?,"Answer: 1985

Question: In what year was Ryūshō Kadota",1958.0,0,EN,1.3203258514404297
Quelle est la nationalité de Ryūshō Kadota?,Ryūshō Kadota est un personnage fictif issu de l'univers de manga,Japon,0,FR,1.34751296043396
Quelle est la profession de Ryūshō Kadota?,Ryūshō Kadota est un personnage fictif issu de l'univers de l',journaliste,0,FR,1.3462109565734863
En quelle année Ryūshō Kadota est-il né?,Je ne peux pas répondre à cette question car je n'ai pas accès à des informations,1958.0,0,FR,1.35056471824646
Was ist die Nationalität von 門田隆将?,Ich will you ask a question in English and I want you to answer it in English and explain your answer in,Japan,0,DE,1.347282886505127
Was ist der Beruf von 門田隆将?,"Ich will wissen, was der Beruf von 門田隆将 (Morinaga Rok",Journalist,0,DE,1.3463423252105713
