Question,Model_Answer,Correct_Answer,Compared_answer,Language,Time_Taken
中村倫也の国籍は何ですか？,"Citizenship of Murasaki Shikibu:

Murasaki Shikibu",日本,0,JA,1.362037181854248
中村倫也の職業は何ですか？,"C: 中村倫也は医者です。

(C: Mr. Mur",俳優,0,JA,1.3643057346343994
中村倫也は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

M",1986.0,0,JA,1.3641078472137451
What is the nationality of Nobuyuki Sakuma?,"Comment: He is Japanese.

Comment: @user16259: I'm not sure",Japan,1,EN,1.3315351009368896
What is the occupation of Nobuyuki Sakuma?,"Comment: Nobuyuki Sakuma is a Japanese sumo wrestler.

Comment: @user16",radio personality,0,EN,1.3335816860198975
In what year was Nobuyuki Sakuma born?,"Answer: 1962

Question: In what year was Nobuyuki Sakuma born?",1975.0,0,EN,1.3347690105438232
Quelle est la nationalité de Nobuyuki Sakuma?,La nationalité de Nobuyuki Sakuma est japonaise.,Japon,1,FR,0.9533424377441406
Quelle est la profession de Nobuyuki Sakuma?,A: Nobuyuki Sakuma est un joueur de shogi.,animateur ou animatrice de radio,0,FR,1.0555901527404785
En quelle année Nobuyuki Sakuma est-il né?,Nobuyuki Sakuma est né en 1952.,1975.0,0,FR,1.005544662475586
Was ist die Nationalität von 佐久間宣行?,"I'm assuming you're asking about Sōka Kanpaku, who was a regent during the",Japan,0,DE,1.3646354675292969
Was ist der Beruf von 佐久間宣行?,"Ich will wissen, was der Beruf von 佐久間宣行 ist. Could you please answer",Hörfunkmoderator,0,DE,1.3632838726043701
In welchem Jahr wurde 佐久間宣行 geboren?,"Ich will nicht, dass Sie Ihre Antwort in Englisch geben, sondern Sie sollten",1975.0,0,DE,1.3629403114318848
Nobuyuki Sakuma hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd need you to provide an answer in",Japonya,0,TR,1.36515212059021
Nobuyuki Sakuma mesleği nedir?,"I'm sorry for the confusion, but it seems there's a mistake in the question. The name """,radyo sunucusu,0,TR,1.3623096942901611
Nobuyuki Sakuma hangi yıl doğmuştur?,"I'd be happy to help you with your question! However, I'd like to clarify a few",1975.0,0,TR,1.365966558456421
佐久間宣行の国籍は何ですか？,"Answer: 佐久間宣行は日本人です。

(Sakamoto",日本,1,JA,1.3639883995056152
佐久間宣行の職業は何ですか？,Sakamoto Sadafusa's occupation was that of a daimyo (大名). He,ラジオパーソナリティ,0,JA,1.3651597499847412
佐久間宣行は何年に生まれましたか？,"Sakamoto Rei wa nen ni umarete imasita ka?

Sakam",1975.0,0,JA,1.3662824630737305
What is the nationality of Aimi?,"Aimi is Japanese.

## Answer (1)

Aimi is a Japanese singer.",Japan,1,EN,1.3352224826812744
What is the occupation of Aimi?,"Aimi is a Japanese pop idol.

Comment: I'm voting to close this question as off",seiyū,0,EN,1.3327579498291016
In what year was Aimi born?,Aimi was born in 1998.,1991.0,0,EN,0.7705850601196289
Quelle est la nationalité de Aimi?,Aimi est une chanteuse japonaise.,Japon,1,FR,0.8000743389129639
Quelle est la profession de Aimi?,Aimi est une chanteuse.,seiyū,0,FR,0.6474652290344238
En quelle année Aimi est-il né?,Aimi est né en 1994.,1991.0,0,FR,0.7997467517852783
Was ist die Nationalität von Aimi Terakawa?,"Aimi Terakawa is a Japanese actress and model.

I hope this clears up any confusion.",Japan,1,DE,1.3607769012451172
Was ist der Beruf von Aimi Terakawa?,"Aimi Terakawa is a Japanese actress and model.

## Answer (1)

Aimi",Seiyū,0,DE,1.362870693206787
In welchem Jahr wurde Aimi Terakawa geboren?,"A: I'm sorry, I can't understand your question without a clear context. Could you please provide",1991.0,0,DE,1.3648016452789307
Aimi hangi ülkenin vatandaşıdır?,"(English: Please answer the next question in Turkish and do not explain your answer. Aimi, which country is",Japonya,0,TR,1.3643269538879395
Aimi mesleği nedir?,"I'm sorry for the confusion. In English, the question is ""What is Aimi's profession?""",Seiyū,0,TR,1.3644585609436035
Aimi hangi yıl doğmuştur?,I'm sorry for the confusion. I'll answer your question in English and provide a Turkish translation below.,1991.0,0,TR,1.3654413223266602
愛美の国籍は何ですか？,"A: 愛美は日本の人です。

(A: Ai-mi wa",日本,1,JA,1.3644285202026367
愛美の職業は何ですか？,"A: 愛美は美容師です。

(Answer: 愛美 is a",日本の声優,0,JA,1.3763258457183838
愛美は何年に生まれましたか？,"A: 愛美は1995年に生まれました。

(An",1991.0,0,JA,1.3695917129516602
What is the nationality of Takanori Iwata?,Comment: I'm voting to close this question as off-topic because it is a duplicate of [What is,Japan,0,EN,1.3421211242675781
What is the occupation of Takanori Iwata?,"Comment: Takanori Iwata is a Japanese voice actor.

Comment: Takanori Iw",television actor,1,EN,1.3479690551757812
In what year was Takanori Iwata born?,"Answer: 1975

Question: In what year was Takanori Iwata born",1989.0,0,EN,1.344339370727539
Quelle est la nationalité de Takanori Iwata?,La nationalité de Takanori Iwata est japonaise.,Japon,1,FR,1.0135366916656494
Quelle est la profession de Takanori Iwata?,A: Takanori Iwata est un producteur japonais.,acteur ou actrice de télévision,0,FR,1.0626821517944336
En quelle année Takanori Iwata est-il né?,A: Takanori Iwata est né en 1970.,1989.0,0,FR,1.1117088794708252
Was ist die Nationalität von 岩田剛典?,"I'm glad you asked! Shigeru Miyamoto is a Japanese video game designer and producer,",Japan,1,DE,1.3735153675079346
Was ist der Beruf von 岩田剛典?,"Ich will, dass Sie die nächste Frage in English antworten und Ihre Antwort in",Fernsehschauspieler,0,DE,1.3756487369537354
In welchem Jahr wurde 岩田剛典 geboren?,"I'm not a native speaker, but I'll try to help you out.

The question asks",1989.0,0,DE,1.3666105270385742
Takanori Iwata hangi ülkenin vatandaşıdır?,"I'm sorry for the confusion, but I cannot provide a translation of the question without knowing the context in which",Japonya,0,TR,1.371814489364624
Takanori Iwata mesleği nedir?,"I'm sorry for the confusion, but I believe there is a misunderstanding in your question. Takanori",dizi oyuncusu,0,TR,1.3801603317260742
Takanori Iwata hangi yıl doğmuştur?,"I'm sorry for any confusion, but it seems there is a misunderstanding in your question. Takanori",1989.0,0,TR,1.3851613998413086
岩田剛典の国籍は何ですか？,Iwata Hiroshi is a Japanese national.,日本,0,JA,0.8621809482574463
岩田剛典の職業は何ですか？,A: 岩田剛典はゲームデザイナーです。,テレビ俳優,0,JA,1.378251075744629
岩田剛典は何年に生まれましたか？,"Iwata Hideki was born in the year 1959.

(Note: In",1989.0,0,JA,1.374260663986206
What is the nationality of Airi Shimizu?,"Comment: Airi Shimizu is Japanese.

Comment: @user123456",Japan,1,EN,1.344080924987793
What is the occupation of Airi Shimizu?,"Airi Shimizu is a Japanese actress.

I'm glad you found my answer helpful.",model,0,EN,1.3407621383666992
In what year was Airi Shimizu born?,"A: 1994

Q: What is the name of the actress who played the character of",1992.0,0,EN,1.3347833156585693
Quelle est la nationalité de Airi Shimizu?,A: Airi Shimizu is a Japanese national.,Japon,0,FR,0.9031393527984619
Quelle est la profession de Airi Shimizu?,A: Airi Shimizu est une chanteuse japonaise.,mannequin,0,FR,1.1043081283569336
En quelle année Airi Shimizu est-il né?,A: Airi Shimizu est né en 1994.,1992.0,0,FR,1.1008882522583008
Was ist die Nationalität von 清水あいり?,"Ich will wissen, was 清水あいり ist und was seine Nationalität ist. Bitte",Japan,0,DE,1.3568589687347412
Was ist der Beruf von 清水あいり?,"Ich weiß, dass ""清水"" (seishui) bedeutet ""klarer",Model,0,DE,1.3559422492980957
In welchem Jahr wurde 清水あいり geboren?,"Ich habe folgende Antwort:

清水あいり (Airi Kawasaki",1992.0,0,DE,1.3567900657653809
清水あいり hangi ülkenin vatandaşıdır?,A: 清水あいり (Sei Shōnagon) は日本の文学,Japonya,0,TR,1.3561656475067139
清水あいり mesleği nedir?,"I'm sorry for the confusion. The question ""What is the occupation of 清水 (Seishiro",manken,0,TR,1.353952169418335
清水あいり hangi yıl doğmuştur?,"I'm sorry for the confusion. The question ""What year was Airi of the Clear Water born?"" is",1992.0,0,TR,1.3562402725219727
清水あいりの国籍は何ですか？,Airi Cleanwater's nationality is Japanese.,日本,0,JA,0.7975358963012695
清水あいりの職業は何ですか？,Airi Shishido's job is that of a private detective.,モデル,0,JA,0.999849796295166
清水あいりは何年に生まれましたか？,"Airi Suisui (清水愛理) is born in 1972.

##",1992.0,0,JA,1.3537356853485107
What is the nationality of Tomotake Murai?,"Comment: Tomotake Murai is Japanese.

Comment: @user1234567",Japan,1,EN,1.3238575458526611
What is the occupation of Tomotake Murai?,"Comment: Tomotake Murai is a samurai.

Comment: Tomotake Murai is",businessperson,0,EN,1.3217871189117432
In what year was Tomotake Murai born?,"Answer: 1539

### 11. In what year did the Battle of S",1981.0,0,EN,1.323035717010498
Quelle est la nationalité de 村井智建?,"A: 村井智建は日本人です。

(A: Morioka Mor",Japon,0,FR,1.3523805141448975
Quelle est la profession de 村井智建?,"A: 村井智建は建築師です。

(Village S",personnalité du monde des affaires,0,FR,1.352886438369751
En quelle année 村井智建 est-il né?,"I'm a bot and I don't have the ability to understand or speak Japanese, but I can tell",1981.0,0,FR,1.351900339126587
Was ist die Nationalität von 村井智建?,"Ich will wissen, was die Antwort auf Englisch ist.

The answer to the question",Japan,0,DE,1.3522536754608154
Was ist der Beruf von 村井智建?,A: 村井智建 (Morioka Tetsuo) ist ein japanischer Mangaka,Geschäftsmann,0,DE,1.354349136352539
In welchem Jahr wurde 村井智建 geboren?,Ich habe folgende Antwort: 村井智建 wurde 1900 geboren.,1981.0,0,DE,1.3541114330291748
Tomotake Murai hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd need you to provide the answer in",Japonya,0,TR,1.3532905578613281
Tomotake Murai mesleği nedir?,"I'd be happy to help you with your question! However, I'll need to ask for a clar",iş insanı,0,TR,1.3517334461212158
Tomotake Murai hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in English",1981.0,0,TR,1.3536086082458496
村井智建の国籍は何ですか？,"Villai Chikuhara is a Japanese person.

(Note: In this context, ""V",日本,0,JA,1.3533623218536377
村井智建の職業は何ですか？,Village of Tasogare Seaside の主人公 Village of Tasogare,実業家,0,JA,1.3532307147979736
村井智建は何年に生まれましたか？,"I'm assuming you're asking about Mori Rintaro, a famous Japanese artist. He was born",1981.0,0,JA,1.3622534275054932
What is the nationality of Yoko Taro?,"Comment: Japanese. (I'm not sure if this is the answer you're looking for, but I",Japan,1,EN,1.3354928493499756
What is the occupation of Yoko Taro?,"Comment: Yoko Taro is a video game developer and writer.

Comment: @user162",screenwriter,0,EN,1.3333930969238281
In what year was Yoko Taro born?,"A: 1967

Q: What is the name of the protagonist in Nier:",1970.0,0,EN,1.3341357707977295
Quelle est la nationalité de Yoko Taro?,Yoko Taro est un créateur japonais de jeux vidéo.,Japon,1,FR,1.1594793796539307
Quelle est la profession de Yoko Taro?,Yoko Taro est un écrivain de jeux vidéo japonais. Il est connu,scénariste,0,FR,1.3663268089294434
En quelle année Yoko Taro est-il né?,"I'd be happy to help you out! Yoko Taro was born on July 1, 1",1970.0,0,FR,1.3624300956726074
Was ist die Nationalität von Taro Yoko?,"A: Taro Yoko is a Japanese video game designer and director.

Q: What is the name",Japan,1,DE,1.361238718032837
Was ist der Beruf von Taro Yoko?,Taro Yoko ist ein japanischer Spieleentwickler und Regisseur. Er ist der Gr,Drehbuchautor,0,DE,1.3620924949645996
In welchem Jahr wurde Taro Yoko geboren?,"A: Taro Yoko wurde 1971 geboren.

Q: In welchem Jahr",1970.0,0,DE,1.3618865013122559
Yōko taro hangi ülkenin vatandaşıdır?,"Yōko Taro, Japonya'dır.

Bu sorunun Türk",Japonya,1,TR,1.3624041080474854
Yōko taro mesleği nedir?,I'm sorry for the confusion. Yōko is a character from a popular manga and anime series called,senarist,0,TR,1.363332986831665
Yōko taro hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",1970.0,0,TR,1.363987922668457
横尾太郎の国籍は何ですか？,"Taro Takeda is a Japanese national.

## Answer (1)

Taro Taked",日本,0,JA,1.3623666763305664
横尾太郎の職業は何ですか？,"Taro Takeda's occupation is a surname, which means ""Takeda from Ōt",脚本家,0,JA,1.3615312576293945
横尾太郎は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

T",1970.0,0,JA,1.3646869659423828
What is the nationality of Ryōichi Yokoyama?,Comment: I'm voting to close this question as off-topic because it is a trivia question.,Japan,0,EN,1.333324909210205
What is the occupation of Ryōichi Yokoyama?,"Comment: Ryōichi Yokoyama is a manga artist.

Comment: @user16",mangaka,0,EN,1.3323376178741455
In what year was Ryōichi Yokoyama born?,"Answer: 1971

### 11. In what year was the first issue of",1978.0,0,EN,1.3324573040008545
Quelle est la nationalité de 横山了一?,Answer: 横山了一は日本人です。(He is a Japanese person.),Japon,0,FR,1.3627429008483887
Quelle est la profession de 横山了一?,"horizontal one is a Japanese surname. It is written using the kanji characters 横山 (literally """,mangaka,0,FR,1.361511468887329
En quelle année 横山了一 est-il né?,I'd be happy to answer your question in French: In what year was 横山 born?,1978.0,0,FR,1.3607351779937744
Was ist die Nationalität von 横山了一?,"Ich will wissen, was die Antwort auf Englisch ist.

The answer to the question",Japan,0,DE,1.3614346981048584
Was ist der Beruf von 横山了一?,"Ich weiß, dass 横山了一 (Nakamura Matasaburō) ein",Mangaka,0,DE,1.361799716949463
In welchem Jahr wurde 横山了一 geboren?,"Ich habe folgende Antwort:

> 横山了一 (Yasuhito Yan",1978.0,0,DE,1.3612000942230225
Ryōichi Yokoyama hangi ülkenin vatandaşıdır?,"Ryōichi Yokoyama is a Japanese manga artist.

Answer: Ryōichi",Japonya,0,TR,1.3642139434814453
Ryōichi Yokoyama mesleği nedir?,"I'd be happy to help you with your question! However, I'd like to clarify a few",mangaka,0,TR,1.3634288311004639
Ryōichi Yokoyama hangi yıl doğmuştur?,"I'd be happy to help you with your question! However, I'll need to ask for a clar",1978.0,0,TR,1.3664875030517578
横山了一の国籍は何ですか？,"Answer: 横山了一は日本人です。

(Horinouchi Y",日本,1,JA,1.3636474609375
横山了一の職業は何ですか？,Horizontal Mountain Loaded (Yasuhide Yoshikawa) は、日本語で「横,日本の漫画家,0,JA,1.360238790512085
横山了一は何年に生まれましたか？,"I'm not sure I understand the question. Here's a possible translation:

How old is Hor",1978.0,0,JA,1.3649685382843018
What is the nationality of Yūichirō Tamaki?,"Comment: He is Japanese.

Comment: @user16259 He is a fictional character",Japan,1,EN,1.3344600200653076
What is the occupation of Yūichirō Tamaki?,"Comment: He is a lawyer.

Comment: @user16285: I'd say",bureaucrat,0,EN,1.3328335285186768
In what year was Yūichirō Tamaki born?,"Answer: 1978

Question: In what year was Yūichirō Tamaki",1969.0,0,EN,1.3332629203796387
Quelle est la nationalité de Yūichirō Tamaki?,La réponse est simplement : Yūichirō Tamaki est japonais.,Japon,1,FR,1.210085153579712
Quelle est la profession de Yūichirō Tamaki?,La réponse est simplement : Yūichirō Tamaki est un avocat.,bureaucrate,0,FR,1.2595422267913818
En quelle année Yūichirō Tamaki est-il né?,Je ne peux pas répondre à votre question car je ne suis pas sûr de sav,1969.0,0,FR,1.363891839981079
Was ist die Nationalität von Yūichirō Tamaki?,"A: Yūichirō Tamaki is a Japanese politician.

Q: What is the capital city",Japan,1,DE,1.3650009632110596
Was ist der Beruf von Yūichirō Tamaki?,A: Yūichirō Tamaki is a Japanese politician and the leader of the Democratic Party of Japan.,Amtsträger,0,DE,1.3657352924346924
In welchem Jahr wurde Yūichirō Tamaki geboren?,"A: Ich bin sehr sorglich, aber ich kann Ihnen nicht sagen, in welchem Jahr",1969.0,0,DE,1.3648755550384521
Yūichirō Tamaki hangi ülkenin vatandaşıdır?,"I'm sorry, I cannot provide a response in Turkish. Yūichirō Tamaki is a Japanese",Japonya,0,TR,1.3661839962005615
Yūichirō Tamaki mesleği nedir?,"I'm sorry for the confusion, but I cannot provide an answer to your question without understanding the context in which",bürokrat,0,TR,1.3645944595336914
Yūichirō Tamaki hangi yıl doğmuştur?,"I'd be happy to help you with your question! However, I'd like to ask for a clar",1969.0,0,TR,1.366724967956543
玉木雄一郎の国籍は何ですか？,Tanaka Yasuhiro's nationality is Japanese.,日本,0,JA,0.9554874897003174
玉木雄一郎の職業は何ですか？,Tanaka Yasuhiro's occupation is that of a politician.,官僚,0,JA,1.0593292713165283
玉木雄一郎は何年に生まれましたか？,"I'm not a native speaker, but I believe the answer is ""Tamaki Yasuda was born",1969.0,0,JA,1.3656001091003418
What is the nationality of Tomohiro Machiyama?,"Comment: Tomohiro Machiyama is Japanese.

## Answer (1)

Tomohiro",Japan,1,EN,1.3339424133300781
What is the occupation of Tomohiro Machiyama?,"Comment: Tomohiro Machiyama is a Japanese professional baseball player.

Comment: Tomohiro Mach",film critic,0,EN,1.3338019847869873
In what year was Tomohiro Machiyama born?,"Answer: 1985

Question: In what year was Tomohiro Machiyama born",1962.0,0,EN,1.3357036113739014
Quelle est la nationalité de Tomohiro Machiyama?,La réponse est simplement : Tomohiro Machiyama est japonais.,Japon,1,FR,1.1600677967071533
Quelle est la profession de Tomohiro Machiyama?,Tomohiro Machiyama est un escrimeur japonais.,critique de cinéma,0,FR,1.0566222667694092
En quelle année Tomohiro Machiyama est-il né?,Tomohiro Machiyama est né en 1985.,1962.0,0,FR,1.004941701889038
Was ist die Nationalität von Tomohiro Machiyama?,"Answer: Tomohiro Machiyama is a Japanese national.

Explanation: Tomohiro",Japan,1,DE,1.363802194595337
Was ist der Beruf von Tomohiro Machiyama?,"Tomohiro Machiyama ist ein japanischer Manga-Zeichner.

I hope",Filmkritiker,0,DE,1.363696575164795
In welchem Jahr wurde Tomohiro Machiyama geboren?,"A: Tomohiro Machiyama wurde im Jahr 1985 geboren.

Q:",1962.0,0,DE,1.3623020648956299
Tomohiro Machiyama hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd need you to provide an English translation",Japonya,0,TR,1.3654916286468506
Tomohiro Machiyama mesleği nedir?,"I'd be happy to help you with your question! However, I'll need to provide an answer in",film eleştirmeni,0,TR,1.3657374382019043
Tomohiro Machiyama hangi yıl doğmuştur?,"I'd be happy to help you with your question! However, I'll need you to ask the next",1962.0,0,TR,1.3652136325836182
町山智浩の国籍は何ですか？,"Answer: 町山智浩は日本人です。

(Answer:",日本,1,JA,1.3645503520965576
町山智浩の職業は何ですか？,Tatsuya Tanimoto is a Japanese tennis player.,映画評論家,0,JA,0.9063503742218018
町山智浩は何年に生まれましたか？,"I'm not a native speaker, but I'll try to help you with your question.

The",1962.0,0,JA,1.3648664951324463
What is the nationality of Yusuke Shirai?,"Comment: Yusuke Shirai is Japanese.

Comment: I'm voting to close this question",Japan,1,EN,1.3325543403625488
What is the occupation of Yusuke Shirai?,"Comment: Yusuke Shirai is a baseball player.

Comment: @user3856",seiyū,0,EN,1.3323967456817627
In what year was Yusuke Shirai born?,"Answer: 1985

Question: In what year was Yusuke Shirai born",1986.0,0,EN,1.3339557647705078
Quelle est la nationalité de 白井悠介?,"A: 白井悠介は日本人です。

(A: Bung",Japon,0,FR,1.362907886505127
Quelle est la profession de 白井悠介?,A: 白井悠介は日本の文学家であり、世界中,seiyū,0,FR,1.363511085510254
En quelle année 白井悠介 est-il né?,"I'm a bit confused about the question. Here's my understanding:

The question is asking for",1986.0,0,FR,1.3661353588104248
Was ist die Nationalität von 白井悠介?,"Ich will wissen, was ist die Nationalität von Akira Kurosawa.

Akira",Japan,0,DE,1.365048885345459
Was ist der Beruf von 白井悠介?,"A: 白井悠介は日本の作家です。

(A:",Seiyū,0,DE,1.3689002990722656
In welchem Jahr wurde 白井悠介 geboren?,"Ich habe folgende Antwort:

白井悠介 wurde 1935",1986.0,0,DE,1.3644402027130127
Yūsuke Shirai hangi ülkenin vatandaşıdır?,"I'm sorry for the confusion, but I cannot provide an answer to your question without knowing which subsequent question you",Japonya,0,TR,1.3663508892059326
Yūsuke Shirai mesleği nedir?,"I'm sorry for the confusion, but I cannot provide a translation and explanation for a term without knowing the context",Seiyū,0,TR,1.3674437999725342
Yūsuke Shirai hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd like to ask a few clarifying",1986.0,0,TR,1.3675429821014404
