Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken
The event 'Battle of La Ceriseraie' took place in Japan.,Comment: False. The Battle of La,False,1,EN,0.5780324935913086
The event 'Battle of La Ceriseraie' occurred in 1562.0.,"1562

Answer: True",False,0,EN,0.5781481266021729
The event 'Battle of La Malmaison' took place in United Kingdom.,"Answer: False.

The",False,1,EN,0.5759544372558594
The event 'Battle of La Malmaison' occurred in 894.0.,False. The Battle of La Malmaison occurred,False,1,EN,0.57568359375
The event 'Battle of Bolivar Heights' took place in Japan.,Comment: False. The Battle of Bol,False,1,EN,0.5754785537719727
The event 'Battle of Bolivar Heights' occurred in 1242.0.,False. The Battle of Bolivar Heights,False,1,EN,0.5767707824707031
The event 'Raid on St Malo' took place in United States of America.,Comment: False. The event 'R,False,1,EN,0.5764732360839844
The event 'Raid on St Malo' occurred in 1758.0.,"True

Comment: @JamesKPol",True,1,EN,0.5788583755493164
The event 'Second Battle of the Stronghold' took place in Germany.,Comment: False. The Second Battle of,False,1,EN,0.5764415264129639
The event 'Second Battle of the Stronghold' occurred in 1779.0.,"True

Comment: @JamesKPol",False,0,EN,0.5763483047485352
The event 'Battle of Little Mountain' took place in United States of America.,Answer: False. The Battle of,True,0,EN,0.5761430263519287
The event 'Battle of Little Mountain' occurred in 1782.0.,False. The Battle of Little Mountain occurred in,True,0,EN,0.5756986141204834
The event 'Battle of Imafuku' took place in Japan.,Comment: True. The Battle of I,True,1,EN,0.5755395889282227
The event 'Battle of Imafuku' occurred in 1600.0.,False. The Battle of Imafuku,True,0,EN,0.5754959583282471
The event 'Battle of Clouzeaux' took place in Japan.,Comment: False. The Battle of Cl,False,1,EN,0.5764880180358887
The event 'Battle of Clouzeaux' occurred in 1862.0.,"False

The event 'Battle of Clou",False,1,EN,0.575371265411377
The event 'Battle of Aquae Sextiae' took place in United States of America.,Comment: False. The Battle of Aqu,False,1,EN,0.5773122310638428
The event 'Battle of Aquae Sextiae' occurred in 1694.0.,False. The Battle of Aquae Sextia,False,1,EN,0.5771772861480713
The event 'Battle of Sekigahara' took place in Japan.,Comment: True. The Battle of S,True,1,EN,0.5753946304321289
The event 'Battle of Sekigahara' occurred in 1600.0.,False. The Battle of Sekigahara,True,0,EN,0.576134204864502
The event 'Battle of Bladensburg' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5748558044433594
The event 'Battle of Bladensburg' occurred in 1217.0.,False. The Battle of Bladensburg occurred,False,1,EN,0.5759179592132568
The event 'Second Battle of Adobe Walls' took place in Japan.,Comment: False. The Second Battle of,False,1,EN,0.575505256652832
The event 'Second Battle of Adobe Walls' occurred in 1811.0.,1 False. The Second Battle of Adobe W,False,1,EN,0.5766012668609619
The event 'First Battle of Noirmoutier' took place in France.,Comment: True. The Battle of No,True,1,EN,0.5750932693481445
The event 'First Battle of Noirmoutier' occurred in 1202.0.,"True

Comment: @user151",False,0,EN,0.5771369934082031
The event 'combat off the coast of Florida' took place in United Kingdom.,Comment: False. The event 'com,False,1,EN,0.5755224227905273
The event 'combat off the coast of Florida' occurred in 1783.0.,"False.

The event 'com",True,0,EN,0.5771980285644531
The event 'Battle of Dollar' took place in United Kingdom.,"Answer: True.

The",True,1,EN,0.576866626739502
The event 'Battle of Dollar' occurred in 875.0.,"Answer: False.

The",True,0,EN,0.575545072555542
The event 'Battle of Craney Island' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5754938125610352
The event 'Battle of Craney Island' occurred in 1813.0.,1 True. The Battle of Craney Island,True,1,EN,0.5753023624420166
The event 'Battle of Tom's Brook' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5768716335296631
The event 'Battle of Tom's Brook' occurred in 1864.0.,"True.

The Battle of Tom's",True,1,EN,0.5758345127105713
The event 'Cherry Valley massacre' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5757839679718018
The event 'Cherry Valley massacre' occurred in 1778.0.,"True.

The Cherry Valley massacre",True,1,EN,0.5746116638183594
The event 'Battle of Paducah' took place in United States of America.,"Answer: True.

The",True,1,EN,0.575737476348877
The event 'Battle of Paducah' occurred in 1857.0.,False. The Battle of Paducah occurred in,False,1,EN,0.5769424438476562
The event 'Battle of the Îles Saint-Marcouf' took place in France.,Comment: False. It took place in,True,0,EN,0.5763635635375977
The event 'Battle of the Îles Saint-Marcouf' occurred in 1842.0.,0.1. False. The Battle of the,False,1,EN,0.6059949398040771
The event 'Battle of Athens' took place in United States of America.,Comment: True. It took place in,True,1,EN,0.5766744613647461
The event 'Battle of Athens' occurred in 1538.0.,False. The Battle of Athens occurred in,False,1,EN,0.5771629810333252
The event 'Battle of Rio Hill' took place in France.,Comment: False. The Battle of Rio,False,1,EN,0.5774855613708496
The event 'Battle of Rio Hill' occurred in 1864.0.,1 True. The Battle of Rio Hill was fought,True,1,EN,0.5775442123413086
The event 'Battle of the Neches' took place in Japan.,Comment: False. The Battle of the,False,1,EN,0.5761232376098633
The event 'Battle of the Neches' occurred in 1839.0.,1 True. The Battle of the Neches was,True,1,EN,0.5764987468719482
The event 'Battle of Calcasieu Pass' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5762577056884766
The event 'Battle of Calcasieu Pass' occurred in 1181.0.,False. The Battle of Calcasieu Pass occurred,False,1,EN,0.5761308670043945
The event 'Battle of Sievershausen' took place in Germany.,Comment: True. It took place in,True,1,EN,0.576768159866333
The event 'Battle of Sievershausen' occurred in 1553.0.,"1

False. The Battle of Sievers",True,0,EN,0.5764498710632324
The event 'Battle of Mud Springs' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5755939483642578
The event 'Battle of Mud Springs' occurred in 1865.0.,1 False. The Battle of Mud Springs occurred,True,0,EN,0.5752096176147461
The event 'La Tour monument' took place in United States of America.,"Answer: False.

The",False,1,EN,0.576291561126709
The event 'La Tour monument' occurred in 1277.0.,"False.

The event 'La",False,1,EN,0.5764241218566895
The event 'Battle of North Point' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5757205486297607
The event 'Battle of North Point' occurred in 1814.0.,"True

Comment: @JamesKPol",True,1,EN,0.5766246318817139
The event 'Battle of Brier Creek' took place in United Kingdom.,"Answer: False.

The",False,1,EN,0.5755283832550049
The event 'Battle of Brier Creek' occurred in 1510.0.,False. The Battle of Brier Creek occurred in,False,1,EN,0.5768225193023682
The event 'Battle of Toulouse' took place in France.,Comment: True. The Battle of T,True,1,EN,0.5774979591369629
The event 'Battle of Toulouse' occurred in 439.0.,False. The Battle of Toulouse,True,0,EN,0.5762875080108643
The event 'Battle of Front Royal' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5745248794555664
The event 'Battle of Front Royal' occurred in 1862.0.,"True

Comment: @JamesKPol",True,1,EN,0.577634334564209
The event 'Paris Peace Accords' took place in United States of America.,Answer: False. The Paris Peace,False,1,EN,0.575615406036377
The event 'Paris Peace Accords' occurred in 1973.0.,"1

True. The Paris Peace Accords",True,1,EN,0.576848030090332
The event 'Battle of Saint-Gilles-sur-Vie' took place in France.,Comment: True. It took place in,True,1,EN,0.5802528858184814
The event 'Battle of Saint-Gilles-sur-Vie' occurred in 1815.0.,1 False. The Battle of Saint-Gilles,True,0,EN,0.606489896774292
The event 'Battle of Auverne' took place in France.,Comment: True. The Battle of Mon,True,1,EN,0.5758614540100098
The event 'Battle of Auverne' occurred in 1181.0.,"True

1. The event 'Battle of",False,0,EN,0.577186107635498
The event 'Battle of Myōzenji' took place in Japan.,Comment: True. It's a,True,1,EN,0.5769054889678955
The event 'Battle of Myōzenji' occurred in 1993.0.,False. The Battle of Myōzenji occurred,False,1,EN,0.5770535469055176
The event 'Battle of Hannyano' took place in Germany.,Comment: False. The Battle of H,False,1,EN,0.5763599872589111
The event 'Battle of Hannyano' occurred in 981.0.,"Answer: False.

The",False,1,EN,0.5763857364654541
The event 'Battle of Baugé' took place in Japan.,Comment: False. The Battle of Bau,False,1,EN,0.5779068470001221
The event 'Battle of Baugé' occurred in 1421.0.,"1 True0.01 False

An",True,1,EN,0.577927827835083
The event 'Battle of Kenapacomaqua' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5765564441680908
The event 'Battle of Kenapacomaqua' occurred in 1467.0.,False. The Battle of Kenapacomaqu,False,1,EN,0.5747935771942139
The event 'Invasion of Normandy' took place in France.,Comment: True. The event 'Inv,True,1,EN,0.5757665634155273
The event 'Invasion of Normandy' occurred in 1944.0.,"True.

Comment: @user31",True,1,EN,0.5765435695648193
"The event 'Uprising of March 18, 1871' took place in France.",Comment: True. It was the Paris,True,1,EN,0.6060373783111572
"The event 'Uprising of March 18, 1871' occurred in 1926.0.","False.

Comment: @MichaelK",False,1,EN,0.605902910232544
The event 'Battle of Narbonne' took place in France.,Comment: True. The Battle of Nar,True,1,EN,0.575782060623169
The event 'Battle of Narbonne' occurred in 1557.0.,1 False. The Battle of Narbonne occurred,False,1,EN,0.5757462978363037
The event 'Battle of Fort Pillow' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5755956172943115
The event 'Battle of Fort Pillow' occurred in 1864.0.,1 True. The Battle of Fort Pillow,True,1,EN,0.5748538970947266
The event 'Battle of Yuminohama' took place in Japan.,Comment: True. The Battle of Y,True,1,EN,0.5766565799713135
The event 'Battle of Yuminohama' occurred in 1564.0.,"True

Comment: @user123",True,1,EN,0.5767273902893066
The event 'Battle of Funkstown' took place in United States of America.,Comment: True. The Battle of F,True,1,EN,0.5767097473144531
The event 'Battle of Funkstown' occurred in 1411.0.,False. The Battle of Funkstown occurred,False,1,EN,0.5757999420166016
The event 'Battle of Laon' took place in France.,Comment: True. The Battle of La,True,1,EN,0.5761902332305908
The event 'Battle of Laon' occurred in 1814.0.,1 False. The Battle of Laon occurred in,True,0,EN,0.5764956474304199
The event 'Battle of Abbeville' took place in France.,Comment: True. The Battle of Abb,True,1,EN,0.5772383213043213
The event 'Battle of Abbeville' occurred in 894.0.,False. The Battle of Abbeville occurred in,False,1,EN,0.5770885944366455
The event 'Villasur expedition massacre' took place in United Kingdom.,Comment: False. The Villasur,False,1,EN,0.5756440162658691
The event 'Villasur expedition massacre' occurred in 1720.0.,Answer: False. The Villas,True,0,EN,0.5759167671203613
The event 'Battle of Cane Hill' took place in United States of America.,"Answer: False.

The",True,0,EN,0.5771517753601074
The event 'Battle of Cane Hill' occurred in 1347.0.,False. The Battle of Cane Hill occurred in,False,1,EN,0.5776960849761963
The event 'Battle of Châtillon' took place in Germany.,Comment: False. The Battle of Ch,False,1,EN,0.5770168304443359
The event 'Battle of Châtillon' occurred in 1870.0.,1 False. The Battle of Châtillon occurred,True,0,EN,0.5765085220336914
The event 'Battle of Bulltown' took place in United States of America.,Comment: True. The Battle of Bull,True,1,EN,0.5749776363372803
The event 'Battle of Bulltown' occurred in 1863.0.,1 True. The Battle of Bulltown occurred on,True,1,EN,0.5773122310638428
The event 'Intabu riot' took place in Germany.,Answer: False. The Intab,False,1,EN,0.5767631530761719
The event 'Intabu riot' occurred in 1864.0.,"T F

Answer: False. The",True,0,EN,0.5758113861083984
The event 'Battle of Crécy' took place in United Kingdom.,Comment: False. The Battle of Cr,False,1,EN,0.5754396915435791
The event 'Battle of Crécy' occurred in 1346.0.,"1 True

The event 'Battle of Cr",True,1,EN,0.5763559341430664
The event 'Capture of Sedalia' took place in Turkey.,Comment: False. The Battle of Sed,False,1,EN,0.5780410766601562
The event 'Capture of Sedalia' occurred in 1864.0.,"1

True. The Battle of Sedalia",True,1,EN,0.5765316486358643
The event 'Battle of Trenton' took place in France.,Comment: False. The Battle of T,False,1,EN,0.5774862766265869
The event 'Battle of Trenton' occurred in 1776.0.,"True.

Comment: @user31",True,1,EN,0.576239824295044
The event 'Battle of Perryville' took place in United Kingdom.,Comment: False. The Battle of Perry,False,1,EN,0.5772495269775391
The event 'Battle of Perryville' occurred in 1862.0.,1 True. The Battle of Perryville was fought,True,1,EN,0.5765702724456787
The event 'Battle of New Bern' took place in Turkey.,Comment: False. The Battle of New,False,1,EN,0.5758640766143799
The event 'Battle of New Bern' occurred in 1862.0.,1 True. The Battle of New Bern took place,True,1,EN,0.5752360820770264
The event 'Battle of Summit Springs' took place in Turkey.,Answer: False. The Battle of,False,1,EN,0.5763602256774902
The event 'Battle of Summit Springs' occurred in 1869.0.,False. The Battle of Summit Springs occurred in,True,0,EN,0.5767340660095215
The event 'Siege of Kolberg' took place in France.,Comment: False. The Siege of,False,1,EN,0.5759551525115967
The event 'Siege of Kolberg' occurred in 1759.0.,False. The Siege of Kolberg occurred in,True,0,EN,0.5791895389556885
The event 'Battle of Albert' took place in Germany.,Comment: False. The Battle of Albert,False,1,EN,0.576383113861084
The event 'Battle of Albert' occurred in 1545.0.,False. The Battle of Albert occurred in 1,False,1,EN,0.5759146213531494
The event 'Battle of Mons Seleucus' took place in Japan.,"Answer: False.

The",False,1,EN,0.575387716293335
The event 'Battle of Mons Seleucus' occurred in 353.0.,"1 BC.

Answer: False.",True,0,EN,0.5759308338165283
The event 'Battle of the Seine' took place in France.,"Answer: True.

The",True,1,EN,0.575918436050415
The event 'Battle of the Seine' occurred in 1416.0.,1 False. The Battle of the Seine occurred in,True,0,EN,0.5769870281219482
The event 'Battle for Brest' took place in France.,Comment: False. The Battle of B,True,0,EN,0.5771920680999756
The event 'Battle for Brest' occurred in 1876.0.,False. The Battle for Brest occurred in,False,1,EN,0.576462984085083
The event 'Falaise Pocket' took place in France.,Comment: True. The Battle of the,True,1,EN,0.5779705047607422
The event 'Falaise Pocket' occurred in 1944.0.,"True.

The Battle of the Bulge",True,1,EN,0.5762538909912109
The event 'State visit of Erich Honecker in France' took place in United Kingdom.,Comment: False. The event 'State,False,1,EN,0.5774827003479004
The event 'State visit of Erich Honecker in France' occurred in 1988.0.,"True.

Comment: @user15",True,1,EN,0.6058614253997803
The event 'Battle of Varey' took place in France.,Comment: False. The Battle of V,True,0,EN,0.5759494304656982
The event 'Battle of Varey' occurred in 458.0.,False. The Battle of Varey,False,1,EN,0.5765206813812256
The event 'Third Battle of Artois' took place in United Kingdom.,Comment: False. The Third Battle of,False,1,EN,0.5776829719543457
The event 'Third Battle of Artois' occurred in 1915.0.,Answer: False. The Third Battle of Arto,True,0,EN,0.5788371562957764
The event 'Battle of Toulon' took place in United States of America.,Comment: False. The Battle of T,False,1,EN,0.5750651359558105
The event 'Battle of Toulon' occurred in 1527.0.,1 False. The Battle of Toulon occurred,False,1,EN,0.5760588645935059
The event 'Siege of Belfort' took place in France.,Comment: True. The Siege of,True,1,EN,0.5762629508972168
The event 'Siege of Belfort' occurred in 1870.0.,1. True. The Siege of Belf,True,1,EN,0.5778825283050537
The event 'Battle of Fort Blair' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5768241882324219
The event 'Battle of Fort Blair' occurred in 1160.0.,"False.

Comment: @JamesK",False,1,EN,0.5756678581237793
The event 'Battle of Burdigala' took place in United Kingdom.,Comment: False. The Battle of Bur,False,1,EN,0.5763533115386963
The event 'Battle of Burdigala' occurred in -106.0.,Comment: False. The Battle of Bur,True,0,EN,0.5764646530151367
The event 'Battle of Newton's Station' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5813262462615967
The event 'Battle of Newton's Station' occurred in 1863.0.,1 True. The Battle of Newton Station occurred on,True,1,EN,0.5781862735748291
The event 'Battle of Ueno' took place in Turkey.,Comment: False. The Battle of U,False,1,EN,0.5755572319030762
The event 'Battle of Ueno' occurred in 1868.0.,False. The Battle of Ueno occurred,True,0,EN,0.5758693218231201
The event 'Battle of Short Hills' took place in Turkey.,Comment: False. The Battle of Short,False,1,EN,0.5767412185668945
The event 'Battle of Short Hills' occurred in 1877.0.,False. The Battle of Short Hills occurred in,False,1,EN,0.5772304534912109
The event 'Battle of Mackinac Island' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5775225162506104
The event 'Battle of Mackinac Island' occurred in 1251.0.,"False.

Comment: @user31",False,1,EN,0.5758571624755859
The event 'Battle of Toulon' took place in United Kingdom.,Comment: False. The Battle of T,False,1,EN,0.578113317489624
The event 'Battle of Toulon' occurred in 1938.0.,False. The Battle of Toulon occurred in,False,1,EN,0.5763187408447266
The event 'Lichtenberg Siege' took place in France.,Comment: False. The Lichtenberg,True,0,EN,0.5769803524017334
The event 'Lichtenberg Siege' occurred in 783.0.,"False.

Comment: @MichaelF",False,1,EN,0.5790536403656006
The event 'Battle of Wœrth' took place in Turkey.,Comment: False. The Battle of W,False,1,EN,0.5757894515991211
The event 'Battle of Wœrth' occurred in 1181.0.,False. The Battle of Wœrth occurred,False,1,EN,0.5772392749786377
The event 'Battle of the Little Bighorn' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5764446258544922
The event 'Battle of the Little Bighorn' occurred in 1858.0.,False. The Battle of the Little Bighorn,False,1,EN,0.5754055976867676
The event 'Battle of Metz' took place in Turkey.,Comment: False. The Battle of Met,False,1,EN,0.5773186683654785
The event 'Battle of Metz' occurred in 1944.0.,"True

Comment: @user161",True,1,EN,0.5768110752105713
The event 'Battle of Torrence's Tavern' took place in France.,"Answer: False.

The",False,1,EN,0.5762815475463867
The event 'Battle of Torrence's Tavern' occurred in 508.0.,False. The Battle of Torrence',False,1,EN,0.5753047466278076
The event 'Battle of Patay' took place in United Kingdom.,Comment: False. The Battle of Pat,False,1,EN,0.5769364833831787
The event 'Battle of Patay' occurred in 1792.0.,False. The Battle of Patay occurred in,False,1,EN,0.5768482685089111
The event 'Battle of Plouharnel' took place in Turkey.,Comment: False. The Battle of Pl,False,1,EN,0.5772178173065186
The event 'Battle of Plouharnel' occurred in 1173.0.,False. The Battle of Plouharnel,False,1,EN,0.5770454406738281
The event 'Battle of Green Spring' took place in Turkey.,Comment: False. The Battle of Green,False,1,EN,0.575627326965332
The event 'Battle of Green Spring' occurred in 1943.0.,False. The Battle of Green Spring occurred in,False,1,EN,0.576063871383667
The event 'Battle of Lalakaon' took place in Turkey.,Comment: False. The Battle of L,True,0,EN,0.576826810836792
The event 'Battle of Lalakaon' occurred in 863.0.,"Answer: False.

The",True,0,EN,0.5766787528991699
The event 'Battle of Rouans' took place in Turkey.,Comment: False. The Battle of Rou,False,1,EN,0.574925422668457
The event 'Battle of Rouans' occurred in 1793.0.,"True

Comment: @user172",True,1,EN,0.5767991542816162
The event 'Battle of Bressuire' took place in France.,Comment: True. The Battle of B,True,1,EN,0.5770506858825684
The event 'Battle of Bressuire' occurred in 1794.0.,False. The Battle of Bressu,True,0,EN,0.5772194862365723
The event 'Battle of Katakaku-Ikusagaya' took place in Turkey.,Comment: False. The Battle of Kat,False,1,EN,0.5777313709259033
The event 'Battle of Katakaku-Ikusagaya' occurred in 1509.0.,"True

Comment: @user161",True,1,EN,0.6066732406616211
The event 'Battle of Kuzuryū-gawa' took place in Germany.,Comment: False. The Battle of K,False,1,EN,0.5756840705871582
The event 'Battle of Kuzuryū-gawa' occurred in -57.0.,"Answer: False.

The",False,1,EN,0.5767307281494141
The event 'Battle of Magetobria' took place in France.,Comment: False. The Battle of M,True,0,EN,0.5761218070983887
The event 'Battle of Magetobria' occurred in -62.0.,Answer: False. The Battle of,True,0,EN,0.5778677463531494
The event 'Battle of Gettysburg' took place in Japan.,Comment: False. The Battle of Get,False,1,EN,0.5765759944915771
The event 'Battle of Gettysburg' occurred in 1863.0.,"1

True.

0.2",True,1,EN,0.5778491497039795
The event 'Battle of Auray' took place in United States of America.,Comment: False. The Battle of Aur,False,1,EN,0.5761220455169678
The event 'Battle of Auray' occurred in 1349.0.,False. The Battle of Auray occurred in,False,1,EN,0.5754914283752441
The event 'Battle of Breitenfeld' took place in France.,Comment: False. The Battle of Bre,False,1,EN,0.5771689414978027
The event 'Battle of Breitenfeld' occurred in 1631.0.,"True

Comment: @RohitM",True,1,EN,0.5782661437988281
The event 'Battle of Le Mans' took place in France.,Comment: True. The Battle of Le,True,1,EN,0.5756523609161377
The event 'Battle of Le Mans' occurred in 1799.0.,False. The Battle of Le Mans was a battle,True,0,EN,0.576359748840332
The event 'Battle of Fayetteville' took place in Japan.,"Answer: False.

The",False,1,EN,0.5769248008728027
The event 'Battle of Fayetteville' occurred in 1862.0.,"1

True

The Battle of F",True,1,EN,0.5786330699920654
The event 'Battle of Seibagaharu' took place in Japan.,Comment: True. The Battle of Se,True,1,EN,0.5776674747467041
The event 'Battle of Seibagaharu' occurred in 1364.0.,"True

Comment: @RohitM",False,0,EN,0.5763094425201416
The event 'Battle of Vesontio' took place in United Kingdom.,Comment: False. The Battle of V,False,1,EN,0.5757958889007568
The event 'Battle of Vesontio' occurred in 68.0.,Comment: True. The Battle of V,True,1,EN,0.5772013664245605
The event 'Battle of Saint Mary's Church' took place in Germany.,Answer: False. The Battle of,False,1,EN,0.5766885280609131
The event 'Battle of Saint Mary's Church' occurred in 1864.0.,1 True. The Battle of Saint Mary's,True,1,EN,0.5777685642242432
The event 'Battle of the Herrings' took place in France.,Comment: False. The Battle of the,True,0,EN,0.5767343044281006
The event 'Battle of the Herrings' occurred in 296.0.,"Answer: False.

The",False,1,EN,0.5770795345306396
The event 'Battle of Boucéel' took place in France.,Comment: True. The Battle of Bou,True,1,EN,0.5759608745574951
The event 'Battle of Boucéel' occurred in 1715.0.,"0.

False. The Battle of Bou",False,1,EN,0.5773241519927979
The event 'Battle of Pont-Charrault' took place in United Kingdom.,"Answer: False.

The",False,1,EN,0.5767183303833008
The event 'Battle of Pont-Charrault' occurred in 1793.0.,"True

Comment: @JamesKPol",True,1,EN,0.5770995616912842
The event 'Battle of Mansura' took place in Japan.,Comment: False. The Battle of Mans,False,1,EN,0.5763006210327148
The event 'Battle of Mansura' occurred in 1864.0.,False. The Battle of Mansura occurred in,True,0,EN,0.5769226551055908
The event 'Battle of Arles' took place in United States of America.,Comment: False. The Battle of Ar,False,1,EN,0.5767614841461182
The event 'Battle of Arles' occurred in 471.0.,False. The Battle of Arles occurred,True,0,EN,0.5776889324188232
The event 'Battle of Chaffin's Farm' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5767371654510498
The event 'Battle of Chaffin's Farm' occurred in 1864.0.,1 True. The Battle of Chaffin',True,1,EN,0.5766351222991943
The event 'Yamashiro ikki' took place in Germany.,Comment: False. Yamashiro I,False,1,EN,0.5756523609161377
The event 'Yamashiro ikki' occurred in 1637.0.,11.12.13. False,False,1,EN,0.576444149017334
The event 'Battle of Bergerac' took place in Germany.,Comment: False. The Battle of Ber,False,1,EN,0.5776398181915283
The event 'Battle of Bergerac' occurred in 506.0.,"False.

Comment: @MichaelF",False,1,EN,0.5783765316009521
The event 'Battle of Virden' took place in France.,Comment: False. The Battle of Vir,False,1,EN,0.5769808292388916
The event 'Battle of Virden' occurred in 1898.0.,"1

True

The Battle of Vir",True,1,EN,0.5770046710968018
The event 'Battle of Massard Prairie' took place in Germany.,"Answer: False.

The",False,1,EN,0.5758190155029297
The event 'Battle of Massard Prairie' occurred in 1746.0.,False. The Battle of Massard Prairie,False,1,EN,0.576937198638916
The event 'Operation Michael' took place in Germany.,Comment: True. Operation Michael was the,False,0,EN,0.5756795406341553
The event 'Operation Michael' occurred in 1915.0.,False. Operation Michael was a German offensive on the,False,1,EN,0.5749156475067139
The event 'Battle of Katata' took place in Japan.,Comment: True. The Battle of K,True,1,EN,0.5761401653289795
The event 'Battle of Katata' occurred in 1586.0.,False. The Battle of Katsura,True,0,EN,0.5761876106262207
The event 'Battle of Velasco' took place in United Kingdom.,"Answer: False.

The",False,1,EN,0.5756092071533203
The event 'Battle of Velasco' occurred in 1348.0.,False. The Battle of Velasco occurred in,False,1,EN,0.5758557319641113
The event 'Battle of Beaufort' took place in United States of America.,"Answer: True.

The",True,1,EN,0.5751478672027588
The event 'Battle of Beaufort' occurred in 1779.0.,"True

Comment: @JamesKPol",True,1,EN,0.5763707160949707
The event 'Battle of the Saône' took place in Japan.,Comment: False. The Battle of the,False,1,EN,0.5758683681488037
