Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken
Natalie Grams est né en 1978.0.,"Vrai ou Faux? |

Les lecteurs",True,1,FR,0.6023147106170654
Roger Beckamp est originaire de Allemagne.,"Répondez Vrai ou Faux!""",True,1,FR,0.6015629768371582
Roger Beckamp est un(e) pilote.,"""

    if answer == ""Vrai"":",False,0,FR,0.602241039276123
Roger Beckamp est né en 1975.0.,"Vrai ou Faux?</p>
<p",True,1,FR,0.601137638092041
Maureen Wroblewitz est originaire de Érythrée.,Répondez : Vrai ou Faux?,False,1,FR,0.6319282054901123
Maureen Wroblewitz est un(e) modéliste.,"_____
Vrai ou Faux?",False,1,FR,0.6018643379211426
Maureen Wroblewitz est né en 1992.0.,"Vrai ou Faux?"" },
{""question",False,1,FR,0.6310751438140869
Aminata Touré est originaire de Allemagne.,"**

Vrai ou Faux? 
```{",True,1,FR,0.6013569831848145
Aminata Touré est un(e) personnalité politique.,Répondez par Vrai ou Faux.,True,1,FR,0.6021804809570312
Aminata Touré est né en 1958.0.,5. Vrai ou Faux?</p,False,1,FR,0.6024973392486572
Charlotte Rezbach est originaire de Kazakhstan.,"**

A) Vrai
B) Faux",False,1,FR,0.6031079292297363
Charlotte Rezbach est un(e) auteur-compositeur-interprète.,"Répondez Vrai ou Faux.

V",True,1,FR,0.6346845626831055
Charlotte Rezbach est né en 1995.0.,Vrai ou Faux? Vrai! Charlotte,True,1,FR,0.6011536121368408
Martin Reichardt est originaire de Allemagne.,Répondez par Vrai ou Faux!,True,1,FR,0.6014053821563721
Martin Reichardt est un(e) col blanc.,Répondre en écrivant VRAI,True,1,FR,0.6026871204376221
Martin Reichardt est né en 1978.0.,"Vrai ou Faux?)

Vrai!",False,1,FR,0.6009194850921631
Reinhard Remfort est originaire de Allemagne.,"**

Vrai ou Faux? 
```markdown",True,1,FR,0.6012623310089111
Reinhard Remfort est un(e) influenceur ou influenceuse numérique.,"Le 10 mars 2023, il a",False,0,FR,0.6326320171356201
Reinhard Remfort est né en 2003.0.,0.0.0.0.0.,False,0,FR,0.601463794708252
Bettina Stark-Watzinger est originaire de Allemagne.,"|

Vrai ou Faux? 

| É",True,1,FR,0.602135419845581
Bettina Stark-Watzinger est un(e) artiste de cabaret.,"|

Vrai

* 16. Réponde",False,0,FR,0.6328036785125732
Bettina Stark-Watzinger est né en 1957.0.,"Vrai ou Faux?"")
    answer =",False,1,FR,0.6012880802154541
Corinna Miazga est originaire de Allemagne.,"Vrai ou Faux?`

    - `",True,1,FR,0.6022169589996338
Corinna Miazga est un(e) personnalité politique.,"»

Réponse : Vrai

* 13",True,1,FR,0.602358341217041
Corinna Miazga est né en 1983.0.,"Vrai ou Faux?**

* Vrai",True,1,FR,0.6017360687255859
Anja Rützel est originaire de Allemagne.,"Vrai ou Faux? |

Note :",True,1,FR,0.6037452220916748
Anja Rützel est un(e) animateur ou animatrice.,"Vrai ou Faux?`

    if (",True,1,FR,0.6032528877258301
Anja Rützel est né en 1929.0.,0.0.0.0.0.,False,0,FR,0.6017055511474609
Julia Lange est originaire de Tunisie.,"Vrai ou Faux? 
Vrai ou",False,1,FR,0.6020262241363525
Julia Lange est un(e) auteur ou autrice.,"»

* Vrai ou Faux?

R :",False,1,FR,0.6021509170532227
Julia Lange est né en 1979.0.,"Vrai ou Faux? », sur purebreak",False,1,FR,0.6018555164337158
Rezo est originaire de Allemagne.,Vrai ou Faux? | Réponse,True,1,FR,0.6022045612335205
Rezo est un(e) journaliste.,Rezo est un(e) acteur. Re,False,0,FR,0.6019613742828369
Rezo est né en 1933.0.,0.0.0.0.0.,False,0,FR,0.6010408401489258
Hannah Neumann est originaire de Érythrée.,"Répondez Vrai ou Faux!"")",False,1,FR,0.6018099784851074
Hannah Neumann est un(e) roboticien ou roboticienne.,Vrai ou Faux? | Réponse,False,1,FR,0.602301836013794
Hannah Neumann est né en 1984.0.,"Vrai ou Faux?)

Vrai ou",True,1,FR,0.6023755073547363
Nina (Nina Boldt) est originaire de république de Weimar.,Répondre par Vrai ou Faux.,False,1,FR,0.6322269439697266
Nina (Nina Boldt) est un(e) blogueur ou blogueuse.,"Elle a créé le blog ""My Whole View",False,0,FR,0.6317739486694336
Nina (Nina Boldt) est né en 1983.0.,"Vrai ou Faux?""
    }",True,1,FR,0.6326992511749268
Isabella Eckerle est originaire de Allemagne.,"Vrai ou Faux?""
    )",True,1,FR,0.6009848117828369
Isabella Eckerle est un(e) professeur ou professeure d'université.,"|

Vrai ou Faux? Vrai",True,1,FR,0.6317276954650879
Isabella Eckerle est né en 1957.0.,"Vrai ou Faux?""

    - """,False,1,FR,0.6008527278900146
Beshine est originaire de Allemagne.,"Vrai ou Faux?**

A) V",True,1,FR,0.6021890640258789
Beshine est un(e) compositeur ou compositrice.,"Cliquez sur ""Vrai"" ou """,False,0,FR,0.6017165184020996
Beshine est né en 1969.0.,"Vrai ou Faux?"")
    {",False,1,FR,0.6018741130828857
Captain Joe est originaire de Allemagne.,Vrai ou Faux? (Résult,True,1,FR,0.6018288135528564
Captain Joe est un(e) YouTubeur ou YouTubeuse.,"""

    answer = input().lower()

    if",True,0,FR,0.6019189357757568
Captain Joe est né en 1985.0.,"Vrai ou Faux?"")
    if answer",True,1,FR,0.6050841808319092
Maduka Okoye est originaire de république de Weimar.,"»

Il y a plusieurs réponses possibles :",False,0,FR,0.6387362480163574
Maduka Okoye est un(e) footballeur.,"→ Vrai |

Réponse : Vrai",True,1,FR,0.6058664321899414
Maduka Okoye est né en 1999.0.,5.5.0.5.5.,True,0,FR,0.6049854755401611
Sebastian Meichsner est originaire de Allemagne.,"Vrai ou Faux?</p>
<p",True,1,FR,0.6045804023742676
Sebastian Meichsner est un(e) humoriste.,"Vrai ou Faux? 
```",True,1,FR,0.6082792282104492
Sebastian Meichsner est né en 1986.0.,Vrai ou Faux? 0 Vrai,True,1,FR,0.6095442771911621
Hava est originaire de Allemagne.,Répondez par Vrai ou Faux.,True,1,FR,0.6015942096710205
Hava est un(e) rappeur ou rappeuse.,"Vrai ou Faux? |

## V",True,1,FR,0.6038846969604492
Hava est né en 1983.0.,"Vrai ou Faux?`

    # Check",False,1,FR,0.6011924743652344
Kilian Heinrich est originaire de République démocratique allemande.,"Vrai ou Faux? », sur Jeux",False,1,FR,0.6322746276855469
Kilian Heinrich est un(e) YouTubeur ou YouTubeuse.,Répondre : Vrai ou Faux?,True,1,FR,0.6024117469787598
Kilian Heinrich est né en 1997.0.,"Vrai ou Faux?**

Vrai ou",True,1,FR,0.6029446125030518
Timon Krause est originaire de Kurdistan iranien.,"», Répondre Vrai ou Faux.",False,1,FR,0.6027324199676514
Timon Krause est un(e) sociologue.,"**

a) Vrai
b) Faux",False,1,FR,0.6032497882843018
Timon Krause est né en 1997.0.,5.9.7.3.8.,False,0,FR,0.6018750667572021
Hot Bella est originaire de Allemagne.,Répondez par Vrai ou Faux.,True,1,FR,0.6032085418701172
Hot Bella est un(e) camgirl.,Hot Bella est une camgirl. Hot Bella est,True,0,FR,0.6033122539520264
Hot Bella est né en 1968.0.,"Vrai ou Faux?

Résultat",False,1,FR,0.601884126663208
Carola Holzner est originaire de Allemagne.,"Vrai ou Faux?"")

    if",True,1,FR,0.6016159057617188
Carola Holzner est un(e) YouTubeur ou YouTubeuse.,Votre réponse? Vrai ou Faux?,True,1,FR,0.6020016670227051
Carola Holzner est né en 1982.0.,Vrai ou Faux? | Réponse :,True,1,FR,0.6022865772247314
Philip Crowther est originaire de Allemagne.,"Vrai ou Faux? »

* Réponse",True,1,FR,0.601616621017456
Philip Crowther est un(e) journaliste.,"»

— Vrai ou Faux?

Réponse",True,1,FR,0.6024448871612549
Philip Crowther est né en 1997.0.,"Vrai ou Faux? |

* Réponse",False,1,FR,0.6018757820129395
Friedrich Pürner est originaire de Allemagne.,"(Vrai ou Faux)

 Réponse :",True,1,FR,0.6012327671051025
Friedrich Pürner est un(e) célébrité d'internet.,"Vrai ou Faux?`

    #",False,1,FR,0.6333765983581543
Friedrich Pürner est né en 1967.0.,"Vrai ou Faux?"",
        ""type",True,1,FR,0.6009392738342285
Judith Sevinç Basad est originaire de Allemagne.,"**

a) Vrai
b) Faux",True,1,FR,0.6016907691955566
Judith Sevinç Basad est un(e) auteur ou autrice de non-fiction.,Elle a écrit des livres sur des sujets,True,0,FR,0.6313133239746094
Judith Sevinç Basad est né en 1995.0.,0.0.0.0.0.,False,0,FR,0.6024246215820312
Clueso est originaire de France.,"**Vrai ou Faux?**

A)",False,1,FR,0.6023068428039551
Clueso est un(e) chroniqueur ou chroniqueuse.,1. Vrai ou faux? Clues,False,1,FR,0.6023342609405518
Clueso est né en 1971.0.,"Vrai ou Faux?"")
    answer =",False,1,FR,0.6020181179046631
Per Mertesacker est originaire de Union soviétique.,"Vrai ou Faux? |

Il est",False,1,FR,0.6029553413391113
Per Mertesacker est un(e) footballeur.,"`
    answer = input().lower()
    if",True,0,FR,0.6015350818634033
Per Mertesacker est né en 1939.0.,"Vrai ou Faux?

Réponse : F",False,1,FR,0.601884126663208
Oliver Pocher est originaire de Royaume des Pays-Bas.,"», répondu à cette question en répondant",False,0,FR,0.6326899528503418
Oliver Pocher est un(e) procureur ou procureure.,"»

Il est vrai que Oliver Pocher est",False,0,FR,0.6039972305297852
Oliver Pocher est né en 1978.0.,"Vrai ou Faux?"")

    # Ask",True,1,FR,0.6020591259002686
Monika Kruse est originaire de Allemagne.,"»

* Vrai ou Faux? (True",True,1,FR,0.6030628681182861
Monika Kruse est un(e) producteur de disques.,Répondez : Vrai ou Faux?,True,1,FR,0.6024415493011475
Monika Kruse est né en 1971.0.,Vrai ou Faux?» (Répond,True,1,FR,0.6011800765991211
Ska Keller est originaire de Kosovo.,(Vrai ou Faux?)  Ré,False,1,FR,0.6018252372741699
Ska Keller est un(e) entraîneur de basket-ball.,"Vrai ou Faux?""

    - """,False,1,FR,0.602147102355957
Ska Keller est né en 1984.0.,0.0.0.0.0.,False,0,FR,0.6022543907165527
Alexander Graf Lambsdorff est originaire de Royaume des Pays-Bas.,"**

Vrai ou Faux? 
```python",False,1,FR,0.632277250289917
Alexander Graf Lambsdorff est un(e) diplomate.,"Vrai ou Faux?`

Answer: V",True,1,FR,0.6008696556091309
Alexander Graf Lambsdorff est né en 1966.0.,0.0.0.0.0.,True,0,FR,0.6020469665527344
Judith Holofernes est originaire de Allemagne.,"»

    - Vrai ou Faux? :",True,1,FR,0.6018140316009521
Judith Holofernes est un(e) acteur ou actrice pornographique.,Vrai ou Faux?» (en),False,1,FR,0.6373002529144287
Judith Holofernes est né en 1976.0.,00 1 Vrai 2 Faux Ré,True,1,FR,0.6016511917114258
Alpa Gun est originaire de Allemagne.,"Vrai ou Faux?""

    -",True,1,FR,0.6021690368652344
Alpa Gun est un(e) auteur ou autrice de littérature pour la jeunesse.,"»

Il est temps de juger! Écr",False,0,FR,0.6312897205352783
Alpa Gun est né en 1929.0.,"Vrai ou Faux?

Choisissez votre",False,1,FR,0.6016511917114258
Thomas D est originaire de Ukraine.,Répondre par Vrai ou Faux.,False,1,FR,0.6024515628814697
Thomas D est un(e) karatéka.,"»

* Vrai
* Faux

Ré",False,1,FR,0.60247802734375
Thomas D est né en 1962.0.,0.0.0.0.0.,False,0,FR,0.6018743515014648
Armin Rohde est originaire de Allemagne.,"Vrai ou Faux? |

####",True,1,FR,0.6017570495605469
Armin Rohde est un(e) militant ou militante pour les droits LGBTI.,"»

* Vrai

* 16 : «",False,0,FR,0.6319715976715088
Armin Rohde est né en 1969.0.,"Vrai ou Faux? |  |
|",False,1,FR,0.600475549697876
Katja Kipping est originaire de Kurdistan iranien.,Vrai ou Faux?](https://www,False,1,FR,0.6015036106109619
Katja Kipping est un(e) joueur de beach-volley.,"Vrai ou Faux?`

* Vrai",False,1,FR,0.6036911010742188
Katja Kipping est né en 1951.0.,Vrai ou Faux?</p>,False,1,FR,0.6021175384521484
Marcel Nguyen est originaire de Allemagne.,"Vrai ou Faux?""

    -",True,1,FR,0.6014301776885986
Marcel Nguyen est un(e) producteur de disques.,Répondez par Vrai ou Faux!,False,1,FR,0.6016964912414551
Marcel Nguyen est né en 1942.0.,"Vrai ou Faux?

Réponse : V",False,1,FR,0.6015603542327881
ATB est originaire de Allemagne.,"Vrai ou Faux?**

A) V",True,1,FR,0.6012682914733887
ATB est un(e) producteur de disques.,"|

ATB est un(e) producteur de",True,0,FR,0.6011569499969482
ATB est né en 1957.0.,"Vrai ou Faux?')

    # Aff",False,1,FR,0.601672887802124
Sven Giegold est originaire de Allemagne.,"»

* Réponse : Vrai

Sven",True,1,FR,0.6017673015594482
Sven Giegold est un(e) économiste.,"**

Vrai ou Faux? 
```markdown",True,1,FR,0.6019542217254639
Sven Giegold est né en 1969.0.,"5 Vrai
Répondez simplement à la",True,1,FR,0.6000103950500488
Martin Sonneborn est originaire de Allemagne.,Vrai ou Faux? | Vrai,True,1,FR,0.6016061305999756
Martin Sonneborn est un(e) journaliste.,"»

Réponse : Faux

* 26",True,0,FR,0.6031959056854248
Martin Sonneborn est né en 1975.0.,Vrai ou Faux? Réponse?),False,1,FR,0.6008133888244629
Farid Bang est originaire de Allemagne.,"(Vrai ou Faux?)

Vrai",True,1,FR,0.6018271446228027
Farid Bang est un(e) graphiste.,Vrai ou Faux? | Réponse,False,1,FR,0.6011383533477783
Farid Bang est né en 1962.0.,"Vrai ou Faux?)

Réponse :",False,1,FR,0.601513147354126
Palina Rojinski est originaire de Royaume des Pays-Bas.,"»

* Vrai ou Faux? Palina",False,1,FR,0.6330666542053223
Palina Rojinski est un(e) acteur ou actrice de cinéma.,"Répondez Vrai ou Faux.

Non",True,1,FR,0.6311938762664795
Palina Rojinski est né en 2004.0.,Vrai ou Faux? Votre réponse?,False,1,FR,0.6014823913574219
Jürgen Schmidhuber est originaire de Kurdistan iranien.,"Vrai ou Faux?`

* Vrai",False,1,FR,0.6326987743377686
Jürgen Schmidhuber est un(e) professeur ou professeure d'université.,"(Vrai ou Faux) |

Le test",True,1,FR,0.6327097415924072
Jürgen Schmidhuber est né en 1958.0.,"Vrai ou Faux?"")

    # Check",False,1,FR,0.6327600479125977
Haftbefehl est originaire de Allemagne.,"Votre réponse est...?')

# Affichage",True,0,FR,0.6026551723480225
Haftbefehl est un(e) médecin généraliste.,"Vrai ou Faux?""

    - """,False,1,FR,0.6038460731506348
Haftbefehl est né en 1985.0.,Vrai. 1.0. Vrai,True,1,FR,0.6038782596588135
Kathrin Passig est originaire de Allemagne.,"Vrai ou Faux?

RÉP",True,1,FR,0.6038310527801514
Kathrin Passig est un(e) journaliste.,Répondez simplement à la prochaine affirmation,True,0,FR,0.6022439002990723
Kathrin Passig est né en 1970.0.,Vrai ou Faux? Répondre...,True,1,FR,0.6018984317779541
Markus Kavka est originaire de république de Weimar.,"Vrai ou Faux?

C'est faux!",False,1,FR,0.6028115749359131
Markus Kavka est un(e) journaliste.,"», sur L'Obs, 17 mars",True,0,FR,0.6026186943054199
Markus Kavka est né en 1967.0.,"Vrai ou Faux?"")
    print(""",True,1,FR,0.6014204025268555
Claus Kleber est originaire de Allemagne.,"|

Vrai ou Faux? 

Claus",True,1,FR,0.6022562980651855
Claus Kleber est un(e) producteur.,Répondez simplement à la prochaine affirmation,False,0,FR,0.6022143363952637
Claus Kleber est né en 1980.0.,"Vrai ou Faux? 
Réponse :",False,1,FR,0.6022980213165283
Oliver Kalkofe est originaire de Tunisie.,"Vrai ou Faux? », 
Ré",False,1,FR,0.6024377346038818
Oliver Kalkofe est un(e) acteur ou actrice de doublage.,"», Vrai ou Faux, sur Allocin",True,1,FR,0.6318058967590332
Oliver Kalkofe est né en 1986.0.,"Vrai ou Faux? »)

En ré",False,1,FR,0.6044044494628906
Anton Hofreiter est originaire de Allemagne.,"Vrai ou Faux? 
```python",True,1,FR,0.6071815490722656
Anton Hofreiter est un(e) botaniste.,Répondre en choisissant entre Vrai ou,True,1,FR,0.6059925556182861
Anton Hofreiter est né en 1993.0.,"Vrai ou Faux? »

Réponse :",False,1,FR,0.6062870025634766
Simon Pierro est originaire de Allemagne.,"», 3)

C : 3 (Ré",True,0,FR,0.6068775653839111
Simon Pierro est un(e) chimiste.,"Vrai ou Faux?""
        )",False,1,FR,0.608527421951294
Simon Pierro est né en 1978.0.,"Vrai ou Faux?)

Vrai!",True,1,FR,0.6101381778717041
Ralf Schmitz est originaire de Allemagne.,"»

* Vrai
* Faux

Ré",True,1,FR,0.6034507751464844
Ralf Schmitz est un(e) acteur ou actrice de cinéma.,"""""""

print(""Vrai ou Faux?"")",True,1,FR,0.6308634281158447
Ralf Schmitz est né en 1974.0.,"Vrai ou Faux?"")
    {",True,1,FR,0.6016180515289307
Annette Dittert est originaire de république de Weimar.,"Vrai ou Faux?

Réponse : V",False,1,FR,0.6329648494720459
Annette Dittert est un(e) claviériste.,Répondez Vrai ou Faux. V,False,1,FR,0.6028454303741455
Annette Dittert est né en 1933.0.,"Vrai ou Faux?]

#### Vrai",False,1,FR,0.6028215885162354
Sophia Thomalla est originaire de Allemagne.,Répondre en Vrai ou Faux.,True,1,FR,0.601698637008667
