Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken
Das Ereignis 'Battle of Tachikawahara' fand im Jahr 2018.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6394987106323242
Das Ereignis 'Battle of Lesmont' fand in Frankreich statt.,"Wahr/Falsch? 

Wahr",True,1,DE,0.6381771564483643
Das Ereignis 'Battle of Lesmont' fand im Jahr 1835.0 statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6383988857269287
Das Ereignis 'Schlacht von La Bassée (1914)' fand in Türkei statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6382853984832764
Das Ereignis 'Schlacht von La Bassée (1914)' fand im Jahr -52.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6378281116485596
Das Ereignis 'Battle of Rueil' fand in Japan statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6382777690887451
Das Ereignis 'Battle of Rueil' fand im Jahr 1961.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6371798515319824
Das Ereignis 'Schlacht bei Buxy' fand in Deutschland statt.,"Wahr oder Falsch? 
Fals",False,1,DE,0.636986255645752
Das Ereignis 'Schlacht bei Buxy' fand im Jahr 1923.0 statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6367003917694092
Das Ereignis 'Battle of Cherchell' fand in Frankreich statt.,"Falsch

Die Antwort ist Falsch",True,0,DE,0.6390933990478516
Das Ereignis 'Battle of Cherchell' fand im Jahr 1549.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6385059356689453
Das Ereignis 'Siege of Akasaka' fand in Frankreich statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.637763261795044
Das Ereignis 'Siege of Akasaka' fand im Jahr 1620.0 statt.,Wahr oder Falsch? Wahr oder,False,1,DE,0.6378860473632812
Das Ereignis 'Battle of Gōrozaka' fand in Japan statt.,Wahr oder Falsch? Wahr!,True,1,DE,0.6369092464447021
Das Ereignis 'Battle of Gōrozaka' fand im Jahr 1559.0 statt.,Wahr oder Falsch? Wahr,True,1,DE,0.6371934413909912
Das Ereignis 'Battle of Fairfax Court House' fand in Frankreich statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6377508640289307
Das Ereignis 'Battle of Fairfax Court House' fand im Jahr 1863.0 statt.,Wahr oder Falsch? Wahr oder,True,1,DE,0.6387481689453125
Das Ereignis 'Battle of La Pellerine' fand in Frankreich statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6376521587371826
Das Ereignis 'Battle of La Pellerine' fand im Jahr 1796.0 statt.,Wahr oder Falsch? |  |,True,1,DE,0.6373798847198486
Das Ereignis 'Hohenzollern Redoubt' fand in Frankreich statt.,"Wahr/Falsch?}

Answer: F",True,1,DE,0.6369729042053223
Das Ereignis 'Hohenzollern Redoubt' fand im Jahr 1916.0 statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6392333507537842
Das Ereignis 'Battle of Blue Licks' fand in Deutschland statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6367795467376709
Das Ereignis 'Battle of Blue Licks' fand im Jahr 1615.0 statt.,"Wahr oder Falsch?**

A)",False,1,DE,0.6377925872802734
Das Ereignis 'Battle of San Carlos' fand in Vereinigte Staaten statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6385788917541504
Das Ereignis 'Battle of San Carlos' fand im Jahr 1274.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6381785869598389
Das Ereignis 'Battle of Fox Bridge' fand in Japan statt.,Wahr oder Falsch?](/translate,True,1,DE,0.6382989883422852
Das Ereignis 'Battle of Fox Bridge' fand im Jahr 1545.0 statt.,Wahr oder Falsch?Falsch,True,1,DE,0.6367065906524658
Das Ereignis 'Battle of Compiègne' fand in Frankreich statt.,"Wahr oder Falsch?

Wahr",True,1,DE,0.63649582862854
Das Ereignis 'Battle of Compiègne' fand im Jahr 1919.0 statt.,"Falsch
* Antwort: Falsch",False,1,DE,0.641465425491333
Das Ereignis 'Schlacht auf der Lürschauer Heide' fand in Deutschland statt.,Wahr oder Falsch? Wahr.,True,1,DE,0.6385703086853027
Das Ereignis 'Schlacht auf der Lürschauer Heide' fand im Jahr 1043.0 statt.,Wahr oder Falsch? Wahr.,True,1,DE,0.6371591091156006
Das Ereignis 'Battle of La Croix-Avranchin' fand in Frankreich statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6368920803070068
Das Ereignis 'Battle of La Croix-Avranchin' fand im Jahr 1847.0 statt.,Wahr oder Falsch? Wahr.,False,1,DE,0.6379566192626953
Das Ereignis 'Battle of Bouin' fand in Frankreich statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6377966403961182
Das Ereignis 'Battle of Bouin' fand im Jahr 1793.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6376564502716064
Das Ereignis 'Mehlkrieg' fand in Japan statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6386406421661377
Das Ereignis 'Mehlkrieg' fand im Jahr 1775.0 statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6367020606994629
Das Ereignis 'Schlacht von Ishibashiyama' fand in Vereinigte Staaten statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6369967460632324
Das Ereignis 'Schlacht von Ishibashiyama' fand im Jahr 1180.0 statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6375710964202881
Das Ereignis 'Flüchtlingszüge aus Prag' fand in Deutschland statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6395041942596436
Das Ereignis 'Flüchtlingszüge aus Prag' fand im Jahr 1989.0 statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6372501850128174
Das Ereignis 'Drexel Mission Fight' fand in Deutschland statt.,"Wahr oder Falsch? |

Die Antwort",False,1,DE,0.6383838653564453
Das Ereignis 'Drexel Mission Fight' fand im Jahr 1890.0 statt.,"Wahr oder Falsch?**

Wahr",True,1,DE,0.6370832920074463
Das Ereignis 'Meigs Raid' fand in Vereinigte Staaten statt.,"Wahr oder Falsch?**

This question",True,1,DE,0.6370711326599121
Das Ereignis 'Meigs Raid' fand im Jahr 1777.0 statt.,Wahr oder Falsch? Wahr,True,1,DE,0.6364750862121582
Das Ereignis 'Belagerung von Verdun' fand in Frankreich statt.,"Wahr oder Falsch?**

Wahr",True,1,DE,0.6369621753692627
Das Ereignis 'Belagerung von Verdun' fand im Jahr 1531.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6366841793060303
Das Ereignis 'Gefecht am Greenbrier River' fand in Deutschland statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6362104415893555
Das Ereignis 'Gefecht am Greenbrier River' fand im Jahr 313.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6374242305755615
Das Ereignis 'Battle of Vieuville' fand in Vereinigte Staaten statt.,"Falsch

4. Beantworten Sie",False,1,DE,0.638235330581665
Das Ereignis 'Battle of Vieuville' fand im Jahr 1917.0 statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6375329494476318
Das Ereignis 'Battle of Kojima' fand in Vereinigte Staaten statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6375184059143066
Das Ereignis 'Battle of Kojima' fand im Jahr 1746.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6356885433197021
Das Ereignis 'Schlacht am Arar' fand in Vereinigtes Königreich statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6366283893585205
Das Ereignis 'Schlacht am Arar' fand im Jahr 1119.0 statt.,Wahr oder Falsch? Wahr.,False,1,DE,0.6372289657592773
Das Ereignis 'Battle of Pontlieue' fand in Deutschland statt.,"(Wahr/Falsch)

Falsch",False,1,DE,0.6368575096130371
Das Ereignis 'Battle of Pontlieue' fand im Jahr 1793.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6370248794555664
Das Ereignis 'Zweite Schlacht bei Weißenburg (1793)' fand in Frankreich statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6384942531585693
Das Ereignis 'Zweite Schlacht bei Weißenburg (1793)' fand im Jahr 1793.0 statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.636695384979248
Das Ereignis 'Battle of Mobley's Meeting House' fand in Frankreich statt.,"Falsch.

Die Battle of Mobley's",False,1,DE,0.6374375820159912
Das Ereignis 'Battle of Mobley's Meeting House' fand im Jahr 1780.0 statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6383194923400879
Das Ereignis 'Battle of the Embarras River' fand in Vereinigte Staaten statt.,"Wahr oder Falsch?`

####",True,1,DE,0.6393744945526123
Das Ereignis 'Battle of the Embarras River' fand im Jahr 1786.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6381471157073975
Das Ereignis 'Battle of Lake Borgne' fand in Vereinigte Staaten statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6373887062072754
Das Ereignis 'Battle of Lake Borgne' fand im Jahr 1533.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6391026973724365
Das Ereignis 'Siege of Makishima Castle' fand in Deutschland statt.,(Wahr oder Falsch) Antworten Bitte,False,1,DE,0.637319803237915
Das Ereignis 'Siege of Makishima Castle' fand im Jahr 1527.0 statt.,Wahr oder Falsch? |  |,False,1,DE,0.6377942562103271
Das Ereignis 'Battle of Bull's Ferry' fand in Vereinigtes Königreich statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6375102996826172
Das Ereignis 'Battle of Bull's Ferry' fand im Jahr 1780.0 statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6364638805389404
Das Ereignis 'Battle of Kumkale' fand in Türkei statt.,Wahr oder Falsch? Antworten Sie bitte,True,1,DE,0.6385097503662109
Das Ereignis 'Battle of Kumkale' fand im Jahr 1915.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6369719505310059
Das Ereignis 'Battle of Şırnak' fand in Türkei statt.,(Wahr oder Falsch)?,True,1,DE,0.636784553527832
Das Ereignis 'Battle of Şırnak' fand im Jahr 1692.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6388566493988037
Das Ereignis 'Battle of Fort St. George' fand in Vereinigte Staaten statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6372406482696533
Das Ereignis 'Battle of Fort St. George' fand im Jahr 1780.0 statt.,Wahr oder Falsch? Wahr.,True,1,DE,0.6384265422821045
Das Ereignis 'Battle of Cooch's Bridge' fand in Japan statt.,Wahr oder Falsch? Falsch,False,1,DE,0.638357400894165
Das Ereignis 'Battle of Cooch's Bridge' fand im Jahr 1569.0 statt.,Falsch. Das Ereignis 'Battle,False,1,DE,0.6381845474243164
Das Ereignis 'Schlacht bei Wittenweiher' fand in Frankreich statt.,Wahr oder Falsch? (Lös,True,1,DE,0.6378600597381592
Das Ereignis 'Schlacht bei Wittenweiher' fand im Jahr 1591.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6403594017028809
Das Ereignis 'Battle of Bakurōbuchi' fand in Japan statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6380259990692139
Das Ereignis 'Battle of Bakurōbuchi' fand im Jahr 1614.0 statt.,"Wahr oder Falsch?

Die nächste",True,1,DE,0.6394126415252686
Das Ereignis 'Battle of Port Republic' fand in Türkei statt.,"Falsch.

Die nächste Aussage ist",False,1,DE,0.6381213665008545
Das Ereignis 'Battle of Port Republic' fand im Jahr 1862.0 statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6374268531799316
Das Ereignis 'Kakitsu uprising' fand in Japan statt.,Wahr oder Falsch? Wahr.,True,1,DE,0.6378018856048584
Das Ereignis 'Kakitsu uprising' fand im Jahr 1441.0 statt.,Wahr oder Falsch?](/translate,True,1,DE,0.6365070343017578
Das Ereignis 'Battle of Kawakamikyō' fand in Japan statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6353092193603516
Das Ereignis 'Battle of Kawakamikyō' fand im Jahr 1885.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6366350650787354
Das Ereignis 'Battle of La Réunion' fand in Türkei statt.,"(Wahr/Falsch) 

Bitte helfen",False,1,DE,0.6385931968688965
Das Ereignis 'Battle of La Réunion' fand im Jahr 1942.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6366727352142334
Das Ereignis 'Battle of Yasumimatsu' fand in Vereinigte Staaten statt.,"(Wahr/Falsch)

Falsch",False,1,DE,0.6365549564361572
Das Ereignis 'Battle of Yasumimatsu' fand im Jahr 1576.0 statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6390838623046875
Das Ereignis 'Satsuma-Rebellion' fand in Japan statt.,"Wahr oder Falsch?

Wahr",True,1,DE,0.638695478439331
Das Ereignis 'Satsuma-Rebellion' fand im Jahr 911.0 statt.,Wahr oder Falsch? (Fals,False,1,DE,0.6366927623748779
Das Ereignis 'Battle of Punk Hill' fand in Vereinigte Staaten statt.,"Wahr oder Falsch? |

Fals",True,1,DE,0.6355793476104736
Das Ereignis 'Battle of Punk Hill' fand im Jahr 1777.0 statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6364641189575195
Das Ereignis 'Adlertag' fand in Türkei statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6359801292419434
Das Ereignis 'Adlertag' fand im Jahr 1940.0 statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.638493537902832
Das Ereignis 'Schlacht von Elbistan' fand in Deutschland statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6352121829986572
Das Ereignis 'Schlacht von Elbistan' fand im Jahr 1277.0 statt.,"Wahr oder Falsch?

Wahr",True,1,DE,0.637965202331543
Das Ereignis 'Gefecht an der Stanwix Station' fand in Vereinigtes Königreich statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6367130279541016
Das Ereignis 'Gefecht an der Stanwix Station' fand im Jahr 1862.0 statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6375420093536377
Das Ereignis 'Battle of Montréjeau' fand in Frankreich statt.,Wahr oder Falsch? |  |,True,1,DE,0.6365883350372314
Das Ereignis 'Battle of Montréjeau' fand im Jahr 1993.0 statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6362924575805664
Das Ereignis 'Schlacht bei Ponte Novu' fand in Vereinigte Staaten statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6387739181518555
Das Ereignis 'Schlacht bei Ponte Novu' fand im Jahr 1213.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6388759613037109
Das Ereignis 'Schlacht bei Entrammes' fand in Frankreich statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6386339664459229
Das Ereignis 'Schlacht bei Entrammes' fand im Jahr 1793.0 statt.,"Wahr oder Falsch? 

Fals",True,1,DE,0.636199951171875
Das Ereignis 'Massacre Canyon' fand in Vereinigte Staaten statt.,"Wahr oder Falsch?`

Translation:",True,1,DE,0.6376399993896484
Das Ereignis 'Massacre Canyon' fand im Jahr 1119.0 statt.,"Falsch.

Die nächste Aussage ist",False,1,DE,0.635932207107544
Das Ereignis 'Battle of Déols' fand in Frankreich statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6382310390472412
Das Ereignis 'Battle of Déols' fand im Jahr 1379.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6374971866607666
Das Ereignis 'Battle of Lewisham' fand in Vereinigtes Königreich statt.,Wahr oder Falsch? (Lös,True,1,DE,0.6368188858032227
Das Ereignis 'Battle of Lewisham' fand im Jahr 1977.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6360282897949219
Das Ereignis 'Battle of Mirebeau' fand in Frankreich statt.,Wahr oder Falsch?](/questions,True,1,DE,0.6368815898895264
Das Ereignis 'Battle of Mirebeau' fand im Jahr 1202.0 statt.,Wahr oder Falsch? Antwort: F,True,1,DE,0.6366970539093018
Das Ereignis 'Battle of Urfa' fand in Deutschland statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6373317241668701
Das Ereignis 'Battle of Urfa' fand im Jahr 1920.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6384918689727783
Das Ereignis 'Battle of Shigisan' fand in Vereinigtes Königreich statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6377544403076172
Das Ereignis 'Battle of Shigisan' fand im Jahr 1097.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6368944644927979
"Das Ereignis 'Sarıkız, Ayışığı, Yakamoz and Eldiven' fand in Japan statt.","Wahr oder Falsch?**

Fals",False,1,DE,0.6390643119812012
"Das Ereignis 'Sarıkız, Ayışığı, Yakamoz and Eldiven' fand im Jahr 2004.0 statt.",Wahr oder Falsch? |  |,True,1,DE,0.6372017860412598
Das Ereignis 'Belagerung von Calais' fand in Vereinigte Staaten statt.,"Falsch

Die Belagerung von Cal",False,1,DE,0.6367282867431641
Das Ereignis 'Belagerung von Calais' fand im Jahr 587.0 statt.,Wahr oder Falsch? Wahr,False,1,DE,0.6369104385375977
Das Ereignis 'Battle of Fukuda Bay' fand in Türkei statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6364712715148926
Das Ereignis 'Battle of Fukuda Bay' fand im Jahr 69.0 statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6360721588134766
Das Ereignis 'Battle of La Roche-sur-Yon' fand in Frankreich statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6366660594940186
Das Ereignis 'Battle of La Roche-sur-Yon' fand im Jahr 1042.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6375091075897217
Das Ereignis 'Battle of Staunton River Bridge' fand in Türkei statt.,Falsch. The Battle of Staunton,False,1,DE,0.6365277767181396
Das Ereignis 'Battle of Staunton River Bridge' fand im Jahr 1281.0 statt.,"Wahr oder Falsch?

Wahr oder",False,1,DE,0.6398353576660156
Das Ereignis 'Battle of Atsukashiyama' fand in Vereinigte Staaten statt.,Wahr oder Falsch? Wahr F,False,1,DE,0.6373791694641113
Das Ereignis 'Battle of Atsukashiyama' fand im Jahr 1047.0 statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6362204551696777
Das Ereignis 'Battle of Port Gibson' fand in Vereinigte Staaten statt.,Wahr oder Falsch?](/translate,True,1,DE,0.6387081146240234
Das Ereignis 'Battle of Port Gibson' fand im Jahr 1533.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6390464305877686
Das Ereignis 'Schlacht von Fromelles' fand in Frankreich statt.,"Wahr/Falsch? 

Wahr",True,1,DE,0.6377866268157959
Das Ereignis 'Schlacht von Fromelles' fand im Jahr 1916.0 statt.,Wahr oder Falsch? Wahr oder,True,1,DE,0.6402361392974854
Das Ereignis 'Battle of Placito' fand in Türkei statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6388585567474365
Das Ereignis 'Battle of Placito' fand im Jahr 660.0 statt.,Wahr oder Falsch? Wahr/F,False,1,DE,0.6379880905151367
Das Ereignis 'Schlacht von Fredericksburg' fand in Japan statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6367478370666504
Das Ereignis 'Schlacht von Fredericksburg' fand im Jahr 1097.0 statt.,"(Falsch)

* Antwort: Fals",False,1,DE,0.6370954513549805
Das Ereignis 'Battle of Corydon' fand in Japan statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6366212368011475
Das Ereignis 'Battle of Corydon' fand im Jahr 1863.0 statt.,"Wahr oder Falsch? |

Dieses",True,1,DE,0.6371333599090576
Das Ereignis 'Siege of Pouancé' fand in Frankreich statt.,"Wahr oder Falsch?""]

* [",True,1,DE,0.6361076831817627
Das Ereignis 'Siege of Pouancé' fand im Jahr 1578.0 statt.,Wahr oder Falsch?](/translate,False,1,DE,0.6366565227508545
Das Ereignis 'Seeschlacht von Pondicherry' fand in Vereinigtes Königreich statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6379282474517822
Das Ereignis 'Seeschlacht von Pondicherry' fand im Jahr 1759.0 statt.,Wahr oder Falsch? |  F,True,1,DE,0.6374883651733398
Das Ereignis 'Aufstand in Boston 1689' fand in Vereinigtes Königreich statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6374258995056152
Das Ereignis 'Aufstand in Boston 1689' fand im Jahr 1277.0 statt.,"Falsch

Die Antwort ist Falsch",False,1,DE,0.637779712677002
Das Ereignis 'Battle of Akatsuka' fand in Türkei statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6393094062805176
Das Ereignis 'Battle of Akatsuka' fand im Jahr 1488.0 statt.,Wahr oder Falsch? Wahr oder,False,1,DE,0.637113094329834
Das Ereignis 'Battle of Josselin' fand in Frankreich statt.,"Wahr/Falsch? 

Falsch",True,1,DE,0.6364789009094238
Das Ereignis 'Battle of Josselin' fand im Jahr 1863.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6372201442718506
Das Ereignis 'Battle of Amiens' fand in Japan statt.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6380934715270996
Das Ereignis 'Battle of Amiens' fand im Jahr 1940.0 statt.,Wahr oder Falsch? Antwort: F,True,1,DE,0.6405067443847656
Das Ereignis 'Battle of Flirey' fand in Japan statt.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6399967670440674
Das Ereignis 'Battle of Flirey' fand im Jahr 1914.0 statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6366426944732666
Das Ereignis 'Ishiyama Hongan-ji War' fand in Japan statt.,"Wahr oder Falsch? 

Lös",True,1,DE,0.6366593837738037
Das Ereignis 'Ishiyama Hongan-ji War' fand im Jahr 1570.0 statt.,"Wahr oder Falsch? |

* F",True,1,DE,0.6372189521789551
Das Ereignis 'Siege of Calais' fand in Frankreich statt.,"Wahr oder Falsch? 
Fals",True,1,DE,0.6364765167236328
Das Ereignis 'Siege of Calais' fand im Jahr 1335.0 statt.,"Wahr oder Falsch? 

F",False,1,DE,0.6380901336669922
Das Ereignis 'Battle of Spencer's Ordinary' fand in Vereinigtes Königreich statt.,"Wahr oder Falsch?}

Dieses",False,1,DE,0.6375956535339355
Das Ereignis 'Battle of Spencer's Ordinary' fand im Jahr 1781.0 statt.,Wahr oder Falsch? Wahr,True,1,DE,0.6374852657318115
Das Ereignis 'Seeschlacht von Brest' fand in Frankreich statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6363751888275146
Das Ereignis 'Seeschlacht von Brest' fand im Jahr 1639.0 statt.,Wahr oder Falsch?](/questions,False,1,DE,0.6379454135894775
Das Ereignis 'Battle of Big Sandy Creek' fand in Japan statt.,Wahr oder Falsch? (Antwort,False,1,DE,0.6376562118530273
Das Ereignis 'Battle of Big Sandy Creek' fand im Jahr 1814.0 statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6376986503601074
Das Ereignis 'Schlacht von Kurikara' fand in Japan statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6383352279663086
Das Ereignis 'Schlacht von Kurikara' fand im Jahr 1183.0 statt.,Wahr oder Falsch? (Fals,True,1,DE,0.6364080905914307
Das Ereignis 'Battle of Aoyama-Kawarakeyama' fand in Vereinigte Staaten statt.,Wahr oder Falsch? Falsch,False,1,DE,0.6373550891876221
Das Ereignis 'Battle of Aoyama-Kawarakeyama' fand im Jahr 1569.0 statt.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6381351947784424
Das Ereignis 'Battle of Groton Heights' fand in Vereinigte Staaten statt.,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6375250816345215
Das Ereignis 'Battle of Groton Heights' fand im Jahr 1340.0 statt.,Wahr oder Falsch? Falsch,False,1,DE,0.637164831161499
Das Ereignis 'Battle of Kōriyama' fand in Japan statt.,Wahr oder Falsch?](/exercise,True,1,DE,0.6364092826843262
Das Ereignis 'Battle of Kōriyama' fand im Jahr 1588.0 statt.,Wahr oder Falsch?Falsch,True,1,DE,0.6364755630493164
Das Ereignis 'Schlacht bei Norditi' fand in Deutschland statt.,Wahr oder Falsch? Falsch,True,1,DE,0.6364035606384277
